clinical_drug_form	ingredient
DRON:00025201	CHEBI:45735
DRON:00025202	CHEBI:46195
DRON:00025202	DRON:00015946
DRON:00025203	DRON:00012688
DRON:00025204	DRON:00012689
DRON:00025205	CHEBI:9654
DRON:00025206	CHEBI:3654
DRON:00025206	CHEBI:9671
DRON:00025207	CHEBI:45924
DRON:00025207	CHEBI:55548
DRON:00025208	CHEBI:84116
DRON:00025209	DRON:00017718
DRON:00025210	CHEBI:27698
DRON:00025211	CHEBI:9978
DRON:00025212	DRON:00012696
DRON:00025213	CHEBI:135499
DRON:00025214	CHEBI:10082
DRON:00025214	CHEBI:84115
DRON:00025215	CHEBI:6888
DRON:00025215	CHEBI:7507
DRON:00025216	CHEBI:7773
DRON:00025217	CHEBI:36773
DRON:00025218	CHEBI:8093
DRON:00025218	CHEBI:8357
DRON:00025219	CHEBI:8093
DRON:00025219	DRON:00017784
DRON:00025220	CHEBI:15407
DRON:00025220	CHEBI:8346
DRON:00025221	CHEBI:45783
DRON:00025222	CHEBI:4470
DRON:00025222	CHEBI:46195
DRON:00025222	CHEBI:51209
DRON:00025222	CHEBI:5551
DRON:00025223	CHEBI:38722
DRON:00025224	CHEBI:4724
DRON:00025224	DRON:00018206
DRON:00025225	DRON:00017963
DRON:00025225	DRON:00018177
DRON:00025226	CHEBI:3125
DRON:00025226	CHEBI:534
DRON:00025227	DRON:00018283
DRON:00025227	DRON:00018285
DRON:00025228	CHEBI:3311
DRON:00025228	CHEBI:9147
DRON:00025229	CHEBI:3309
DRON:00025230	DRON:00018552
DRON:00025231	CHEBI:3398
DRON:00025232	CHEBI:18246
DRON:00025233	CHEBI:3614
DRON:00025234	CHEBI:110423
DRON:00025235	DRON:00018066
DRON:00025235	DRON:00018067
DRON:00025236	CHEBI:47381
DRON:00025237	CHEBI:51209
DRON:00025237	CHEBI:51380
DRON:00025238	DRON:00012716
DRON:00025239	DRON:00012722
DRON:00025239	DRON:00020102
DRON:00025240	DRON:00016359
DRON:00025241	DRON:00016788
DRON:00025242	CHEBI:16796
DRON:00025243	CHEBI:36560
DRON:00025243	DRON:00018231
DRON:00025244	CHEBI:33442
DRON:00025245	CHEBI:16914
DRON:00025246	DRON:00018041
DRON:00025247	CHEBI:63622
DRON:00025248	DRON:00012722
DRON:00025248	DRON:00018822
DRON:00025249	DRON:00019910
DRON:00025250	CHEBI:26986
DRON:00025251	CHEBI:3183
DRON:00025251	CHEBI:4470
DRON:00025251	CHEBI:8104
DRON:00025252	CHEBI:5551
DRON:00025252	CHEBI:8093
DRON:00025252	CHEBI:8104
DRON:00025253	CHEBI:27560
DRON:00025253	CHEBI:3311
DRON:00025254	CHEBI:271436
DRON:00025255	CHEBI:4356
DRON:00025256	CHEBI:3311
DRON:00025256	CHEBI:78060
DRON:00025257	CHEBI:53775
DRON:00025258	CHEBI:46195
DRON:00025258	CHEBI:8104
DRON:00025259	CHEBI:16914
DRON:00025260	CHEBI:164200
DRON:00025261	CHEBI:33234
DRON:00025261	CHEBI:40050
DRON:00025262	CHEBI:16199
DRON:00025262	CHEBI:9667
DRON:00025263	CHEBI:4470
DRON:00025263	CHEBI:46195
DRON:00025263	CHEBI:52010
DRON:00025264	CHEBI:15366
DRON:00025265	DRON:00018458
DRON:00025266	DRON:00018459
DRON:00025267	DRON:00018460
DRON:00025268	CHEBI:74768
DRON:00025269	CHEBI:15365
DRON:00025270	CHEBI:17309
DRON:00025270	CHEBI:3311
DRON:00025271	DRON:00012731
DRON:00025272	CHEBI:17650
DRON:00025272	CHEBI:7507
DRON:00025273	CHEBI:27786
DRON:00025274	CHEBI:6043
DRON:00025275	DRON:00012733
DRON:00025276	DRON:00012734
DRON:00025277	CHEBI:34840
DRON:00025278	CHEBI:6888
DRON:00025278	CHEBI:7507
DRON:00025279	CHEBI:7507
DRON:00025279	CHEBI:8378
DRON:00025280	CHEBI:17154
DRON:00025280	CHEBI:8346
DRON:00025281	CHEBI:27701
DRON:00025281	CHEBI:7660
DRON:00025282	CHEBI:8093
DRON:00025282	DRON:00018086
DRON:00025283	CHEBI:8428
DRON:00025284	CHEBI:28973
DRON:00025285	CHEBI:2679
DRON:00025285	CHEBI:4469
DRON:00025286	CHEBI:27732
DRON:00025286	CHEBI:46195
DRON:00025286	CHEBI:52010
DRON:00025286	CHEBI:6762
DRON:00025286	CHEBI:8093
DRON:00025287	CHEBI:46195
DRON:00025287	CHEBI:52010
DRON:00025287	CHEBI:6762
DRON:00025287	CHEBI:8093
DRON:00025288	CHEBI:15365
DRON:00025288	CHEBI:51209
DRON:00025288	CHEBI:8461
DRON:00025289	CHEBI:15407
DRON:00025289	CHEBI:16684
DRON:00025289	CHEBI:52010
DRON:00025290	CHEBI:15407
DRON:00025290	CHEBI:28177
DRON:00025290	CHEBI:3228
DRON:00025290	CHEBI:5551
DRON:00025291	CHEBI:3398
DRON:00025291	CHEBI:51209
DRON:00025291	CHEBI:5551
DRON:00025292	CHEBI:16714
DRON:00025292	CHEBI:52010
DRON:00025292	CHEBI:8093
DRON:00025293	CHEBI:15407
DRON:00025293	CHEBI:28177
DRON:00025293	CHEBI:52010
DRON:00025293	CHEBI:5551
DRON:00025293	CHEBI:8069
DRON:00025294	CHEBI:15365
DRON:00025294	CHEBI:27732
DRON:00025294	CHEBI:46195
DRON:00025294	CHEBI:5779
DRON:00025295	CHEBI:27732
DRON:00025295	CHEBI:4562
DRON:00025295	CHEBI:7983
DRON:00025295	DRON:00016834
DRON:00025296	CHEBI:12777
DRON:00025296	CHEBI:22652
DRON:00025296	CHEBI:33234
DRON:00025296	CHEBI:35176
DRON:00025297	CHEBI:8887
DRON:00025298	CHEBI:25357
DRON:00025299	CHEBI:27899
DRON:00025300	CHEBI:134808
DRON:00025300	CHEBI:3614
DRON:00025301	CHEBI:134808
DRON:00025301	CHEBI:17833
DRON:00025302	DRON:00018461
DRON:00025303	CHEBI:2453
DRON:00025304	CHEBI:2682
DRON:00025305	CHEBI:16914
DRON:00025305	CHEBI:37510
DRON:00025306	CHEBI:29016
DRON:00025307	DRON:00018551
DRON:00025308	DRON:00016109
DRON:00025308	DRON:00018463
DRON:00025309	DRON:00012747
DRON:00025310	DRON:00012748
DRON:00025311	CHEBI:3001
DRON:00025311	CHEBI:74460
DRON:00025312	CHEBI:3001
DRON:00025313	CHEBI:135611
DRON:00025314	CHEBI:116735
DRON:00025314	DRON:00018206
DRON:00025315	CHEBI:116735
DRON:00025315	DRON:00018206
DRON:00025316	CHEBI:116735
DRON:00025316	CHEBI:15407
DRON:00025317	CHEBI:116735
DRON:00025317	CHEBI:32599
DRON:00025318	CHEBI:116735
DRON:00025318	CHEBI:6762
DRON:00025319	CHEBI:116735
DRON:00025319	DRON:00016109
DRON:00025320	CHEBI:116735
DRON:00025320	CHEBI:15407
DRON:00025321	CHEBI:16914
DRON:00025321	CHEBI:3077
DRON:00025322	CHEBI:3077
DRON:00025322	CHEBI:74460
DRON:00025323	CHEBI:3077
DRON:00025324	CHEBI:31317
DRON:00025325	DRON:00018464
DRON:00025326	CHEBI:132106
DRON:00025326	DRON:00017497
DRON:00025327	CHEBI:15882
DRON:00025327	CHEBI:36773
DRON:00025328	CHEBI:36773
DRON:00025328	DRON:00018290
DRON:00025329	CHEBI:36773
DRON:00025329	DRON:00018231
DRON:00025330	CHEBI:85146
DRON:00025331	CHEBI:53248
DRON:00025331	CHEBI:85146
DRON:00025332	CHEBI:32914
DRON:00025333	CHEBI:17650
DRON:00025333	CHEBI:17698
DRON:00025334	CHEBI:17650
DRON:00025334	CHEBI:17698
DRON:00025335	CHEBI:17698
DRON:00025336	CHEBI:3614
DRON:00025337	CHEBI:3614
DRON:00025338	CHEBI:134813
DRON:00025338	CHEBI:16164
DRON:00025339	CHEBI:28966
DRON:00025340	CHEBI:3642
DRON:00025341	CHEBI:3642
DRON:00025342	CHEBI:27644
DRON:00025342	CHEBI:9667
DRON:00025343	CHEBI:27644
DRON:00025344	DRON:00014756
DRON:00025345	CHEBI:100241
DRON:00025346	CHEBI:34764
DRON:00025346	CHEBI:74460
DRON:00025347	CHEBI:5108
DRON:00025347	CHEBI:74460
DRON:00025348	CHEBI:74460
DRON:00025349	CHEBI:3764
DRON:00025350	CHEBI:23359
DRON:00025350	DRON:00017880
DRON:00025351	CHEBI:4636
DRON:00025351	CHEBI:62984
DRON:00025352	CHEBI:247956
DRON:00025353	CHEBI:47381
DRON:00025354	CHEBI:24996
DRON:00025354	CHEBI:41922
DRON:00025355	CHEBI:59750
DRON:00025356	CHEBI:135624
DRON:00025357	CHEBI:61468
DRON:00025358	CHEBI:4636
DRON:00025359	CHEBI:27810
DRON:00025359	CHEBI:4636
DRON:00025360	CHEBI:4754
DRON:00025360	CHEBI:9667
DRON:00025361	CHEBI:4754
DRON:00025362	CHEBI:16914
DRON:00025362	CHEBI:34764
DRON:00025363	CHEBI:7508
DRON:00025364	CHEBI:28591
DRON:00025364	CHEBI:31832
DRON:00025365	CHEBI:17650
DRON:00025365	CHEBI:5950
DRON:00025366	CHEBI:17650
DRON:00025366	CHEBI:27701
DRON:00025367	CHEBI:17650
DRON:00025368	CHEBI:6104
DRON:00025369	CHEBI:32599
DRON:00025370	DRON:00016321
DRON:00025370	DRON:00017808
DRON:00025371	CHEBI:31832
DRON:00025371	DRON:00018290
DRON:00025372	DRON:00018290
DRON:00025373	CHEBI:31832
DRON:00025373	CHEBI:6804
DRON:00025374	CHEBI:6843
DRON:00025375	DRON:00017909
DRON:00025375	DRON:00018231
DRON:00025376	CHEBI:7470
DRON:00025377	CHEBI:7507
DRON:00025377	CHEBI:8309
DRON:00025378	CHEBI:44368
DRON:00025379	CHEBI:100246
DRON:00025380	CHEBI:8093
DRON:00025381	CHEBI:16914
DRON:00025381	DRON:00017880
DRON:00025382	CHEBI:45924
DRON:00025382	CHEBI:8309
DRON:00025383	CHEBI:8347
DRON:00025384	CHEBI:16914
DRON:00025384	CHEBI:26833
DRON:00025385	CHEBI:16914
DRON:00025385	CHEBI:26833
DRON:00025386	CHEBI:16914
DRON:00025386	CHEBI:9667
DRON:00025387	CHEBI:16199
DRON:00025387	CHEBI:16914
DRON:00025388	CHEBI:88014
DRON:00025389	CHEBI:88014
DRON:00025390	DRON:00017985
DRON:00025391	CHEBI:48140
DRON:00025392	CHEBI:26849
DRON:00025392	CHEBI:32139
DRON:00025393	CHEBI:28741
DRON:00025393	CHEBI:37586
DRON:00025394	CHEBI:32178
DRON:00025394	CHEBI:36560
DRON:00025395	CHEBI:17347
DRON:00025396	CHEBI:102166
DRON:00025397	DRON:00012795
DRON:00025398	CHEBI:39465
DRON:00025399	CHEBI:9661
DRON:00025400	CHEBI:35176
DRON:00025401	CHEBI:79928
DRON:00025402	CHEBI:16199
DRON:00025402	CHEBI:31286
DRON:00025403	CHEBI:33118
DRON:00025404	CHEBI:33118
DRON:00025404	CHEBI:36560
DRON:00025405	DRON:00016470
DRON:00025406	DRON:00017256
DRON:00025407	DRON:00017256
DRON:00025408	CHEBI:34393
DRON:00025409	CHEBI:453011
DRON:00025410	CHEBI:28794
DRON:00025411	CHEBI:27373
DRON:00025412	CHEBI:135760
DRON:00025413	CHEBI:17650
DRON:00025413	DRON:00016280
DRON:00025414	DRON:00016280
DRON:00025415	CHEBI:135978
DRON:00025416	CHEBI:30618
DRON:00025417	CHEBI:31832
DRON:00025418	DRON:00016396
DRON:00025419	DRON:00017922
DRON:00025420	DRON:00014509
DRON:00025421	DRON:00016989
DRON:00025422	CHEBI:63043
DRON:00025423	CHEBI:36560
DRON:00025423	CHEBI:8357
DRON:00025424	CHEBI:26833
DRON:00025424	CHEBI:27810
DRON:00025425	CHEBI:29673
DRON:00025426	CHEBI:36383
DRON:00025427	DRON:00018200
DRON:00025428	CHEBI:32076
DRON:00025429	CHEBI:28971
DRON:00025430	CHEBI:17650
DRON:00025430	CHEBI:74500
DRON:00025431	DRON:00017871
DRON:00025432	CHEBI:26216
DRON:00025432	CHEBI:30207
DRON:00025433	CHEBI:28077
DRON:00025434	CHEBI:9667
DRON:00025435	CHEBI:164200
DRON:00025436	CHEBI:17650
DRON:00025436	CHEBI:31292
DRON:00025437	DRON:00017784
DRON:00025437	DRON:00018088
DRON:00025438	CHEBI:32242
DRON:00025439	CHEBI:209807
DRON:00025440	CHEBI:29007
DRON:00025441	CHEBI:3499
DRON:00025442	CHEBI:94563
DRON:00025443	DRON:00018465
DRON:00025444	CHEBI:37943
DRON:00025445	CHEBI:4917
DRON:00025446	DRON:00017083
DRON:00025447	DRON:00012825
DRON:00025448	DRON:00018466
DRON:00025449	CHEBI:28940
DRON:00025449	CHEBI:31607
DRON:00025449	CHEBI:3311
DRON:00025450	CHEBI:15940
DRON:00025450	CHEBI:50369
DRON:00025451	DRON:00017871
DRON:00025452	DRON:00014661
DRON:00025453	DRON:00012829
DRON:00025454	DRON:00018467
DRON:00025455	DRON:00018468
DRON:00025456	CHEBI:24859
DRON:00025457	CHEBI:169727
DRON:00025458	CHEBI:31715
DRON:00025459	CHEBI:26833
DRON:00025459	DRON:00018290
DRON:00025460	CHEBI:15854
DRON:00025460	CHEBI:33234
DRON:00025461	CHEBI:59909
DRON:00025461	CHEBI:59912
DRON:00025461	DRON:00018107
DRON:00025462	CHEBI:102130
DRON:00025462	CHEBI:102265
DRON:00025462	CHEBI:9328
DRON:00025463	CHEBI:7903
DRON:00025464	DRON:00012839
DRON:00025465	CHEBI:43968
DRON:00025466	CHEBI:50694
DRON:00025467	CHEBI:9334
DRON:00025468	CHEBI:28077
DRON:00025468	CHEBI:4877
DRON:00025468	CHEBI:6030
DRON:00025469	CHEBI:28077
DRON:00025470	DRON:00018469
DRON:00025471	DRON:00018470
DRON:00025472	CHEBI:16236
DRON:00025473	CHEBI:8802
DRON:00025474	DRON:00012840
DRON:00025475	CHEBI:81570
DRON:00025476	CHEBI:6888
DRON:00025477	CHEBI:6909
DRON:00025478	CHEBI:50223
DRON:00025479	CHEBI:2682
DRON:00025480	DRON:00012842
DRON:00025481	CHEBI:17439
DRON:00025482	CHEBI:465284
DRON:00025483	DRON:00012843
DRON:00025484	CHEBI:4027
DRON:00025485	CHEBI:31856
DRON:00025486	CHEBI:3697
DRON:00025486	CHEBI:471744
DRON:00025487	CHEBI:8764
DRON:00025488	CHEBI:31832
DRON:00025488	CHEBI:36773
DRON:00025488	DRON:00018290
DRON:00025489	CHEBI:30114
DRON:00025490	CHEBI:28971
DRON:00025490	CHEBI:9321
DRON:00025491	CHEBI:3311
DRON:00025491	CHEBI:9147
DRON:00025492	CHEBI:3374
DRON:00025493	CHEBI:17650
DRON:00025493	CHEBI:17698
DRON:00025494	CHEBI:29377
DRON:00025494	CHEBI:30769
DRON:00025494	CHEBI:31794
DRON:00025495	DRON:00012851
DRON:00025496	CHEBI:26710
DRON:00025496	CHEBI:32588
DRON:00025497	CHEBI:15882
DRON:00025498	CHEBI:70353
DRON:00025498	DRON:00012852
DRON:00025498	DRON:00012853
DRON:00025499	CHEBI:4653
DRON:00025500	CHEBI:28918
DRON:00025501	CHEBI:63599
DRON:00025502	DRON:00012855
DRON:00025503	CHEBI:5520
DRON:00025504	CHEBI:34914
DRON:00025504	DRON:00017909
DRON:00025505	CHEBI:32293
DRON:00025506	CHEBI:12777
DRON:00025506	CHEBI:33234
DRON:00025507	CHEBI:28017
DRON:00025507	CHEBI:48140
DRON:00025508	CHEBI:17234
DRON:00025508	CHEBI:26710
DRON:00025508	CHEBI:32588
DRON:00025509	CHEBI:17234
DRON:00025509	CHEBI:32588
DRON:00025510	CHEBI:7809
DRON:00025511	CHEBI:31705
DRON:00025512	CHEBI:135884
DRON:00025513	CHEBI:15882
DRON:00025513	CHEBI:16914
DRON:00025513	CHEBI:24996
DRON:00025514	DRON:00018472
DRON:00025515	DRON:00018473
DRON:00025516	DRON:00018474
DRON:00025517	DRON:00018475
DRON:00025518	DRON:00018476
DRON:00025519	DRON:00018477
DRON:00025520	DRON:00018478
DRON:00025521	DRON:00018479
DRON:00025522	DRON:00018480
DRON:00025523	DRON:00018481
DRON:00025524	DRON:00018482
DRON:00025525	DRON:00018483
DRON:00025526	DRON:00018484
DRON:00025527	DRON:00018485
DRON:00025528	DRON:00018486
DRON:00025529	DRON:00018487
DRON:00025530	DRON:00018488
DRON:00025531	DRON:00018489
DRON:00025532	DRON:00018490
DRON:00025533	DRON:00018491
DRON:00025534	DRON:00018492
DRON:00025535	DRON:00018493
DRON:00025536	DRON:00018494
DRON:00025537	DRON:00018495
DRON:00025538	DRON:00018496
DRON:00025539	DRON:00018497
DRON:00025540	DRON:00018498
DRON:00025541	DRON:00018499
DRON:00025542	DRON:00018500
DRON:00025543	DRON:00018501
DRON:00025544	DRON:00018502
DRON:00025545	DRON:00018503
DRON:00025546	DRON:00018504
DRON:00025547	DRON:00018505
DRON:00025548	DRON:00018506
DRON:00025549	DRON:00018507
DRON:00025550	DRON:00018508
DRON:00025551	DRON:00018509
DRON:00025552	CHEBI:25805
DRON:00025553	DRON:00018510
DRON:00025554	DRON:00018511
DRON:00025555	DRON:00018512
DRON:00025556	DRON:00018513
DRON:00025557	DRON:00018514
DRON:00025558	CHEBI:6762
DRON:00025558	CHEBI:8093
DRON:00025559	DRON:00018515
DRON:00025560	DRON:00018516
DRON:00025561	DRON:00018517
DRON:00025562	DRON:00018518
DRON:00025563	DRON:00018519
DRON:00025564	CHEBI:28669
DRON:00025565	CHEBI:8069
DRON:00025565	DRON:00016834
DRON:00025566	CHEBI:8069
DRON:00025566	DRON:00016834
DRON:00025567	CHEBI:8069
DRON:00025567	DRON:00016834
DRON:00025568	CHEBI:52010
DRON:00025568	CHEBI:8093
DRON:00025568	CHEBI:8104
DRON:00025568	DRON:00016834
DRON:00025569	CHEBI:8069
DRON:00025569	DRON:00016834
DRON:00025570	CHEBI:17987
DRON:00025571	CHEBI:17987
DRON:00025572	CHEBI:17987
DRON:00025573	CHEBI:161680
DRON:00025574	CHEBI:22907
DRON:00025575	CHEBI:16236
DRON:00025576	CHEBI:17650
DRON:00025577	CHEBI:17246
DRON:00025577	CHEBI:8093
DRON:00025578	CHEBI:17246
DRON:00025578	CHEBI:53248
DRON:00025579	CHEBI:15854
DRON:00025579	CHEBI:33234
DRON:00025580	CHEBI:49956
DRON:00025581	DRON:00012869
DRON:00025582	DRON:00012870
DRON:00025583	DRON:00012871
DRON:00025584	CHEBI:135523
DRON:00025585	CHEBI:16236
DRON:00025586	CHEBI:135611
DRON:00025586	CHEBI:16236
DRON:00025587	CHEBI:127780
DRON:00025588	DRON:00018272
DRON:00025589	CHEBI:52065
DRON:00025590	CHEBI:17987
DRON:00025590	CHEBI:26710
DRON:00025591	CHEBI:3480
DRON:00025592	CHEBI:31835
DRON:00025592	CHEBI:32063
DRON:00025593	CHEBI:3371
DRON:00025594	CHEBI:3493
DRON:00025595	CHEBI:50385
DRON:00025596	CHEBI:9939
DRON:00025597	CHEBI:27375
DRON:00025598	CHEBI:8232
DRON:00025598	CHEBI:9421
DRON:00025599	CHEBI:9737
DRON:00025600	DRON:00012883
DRON:00025601	CHEBI:102166
DRON:00025602	CHEBI:46631
DRON:00025603	CHEBI:16199
DRON:00025604	DRON:00012884
DRON:00025605	CHEBI:27999
DRON:00025606	CHEBI:15365
DRON:00025606	CHEBI:27732
DRON:00025606	CHEBI:46195
DRON:00025607	CHEBI:65311
DRON:00025608	CHEBI:27666
DRON:00025609	CHEBI:9605
DRON:00025610	DRON:00012887
DRON:00025611	CHEBI:3640
DRON:00025612	CHEBI:3489
DRON:00025613	CHEBI:135946
DRON:00025614	CHEBI:102216
DRON:00025615	CHEBI:116735
DRON:00025615	CHEBI:32914
DRON:00025616	DRON:00012890
DRON:00025617	CHEBI:553473
DRON:00025618	CHEBI:30753
DRON:00025619	CHEBI:63598
DRON:00025620	CHEBI:15552
DRON:00025621	CHEBI:101278
DRON:00025622	CHEBI:175901
DRON:00025623	CHEBI:59809
DRON:00025624	CHEBI:63632
DRON:00025625	CHEBI:4911
DRON:00025626	CHEBI:36373
DRON:00025627	CHEBI:142437
DRON:00025628	CHEBI:2524
DRON:00025628	CHEBI:53778
DRON:00025629	CHEBI:30347
DRON:00025630	CHEBI:15365
DRON:00025630	CHEBI:22652
DRON:00025631	CHEBI:15428
DRON:00025631	CHEBI:3311
DRON:00025632	CHEBI:15428
DRON:00025632	CHEBI:3311
DRON:00025633	CHEBI:15428
DRON:00025633	CHEBI:3311
DRON:00025634	CHEBI:63845
DRON:00025634	CHEBI:87185
DRON:00025635	DRON:00017799
DRON:00025636	DRON:00017799
DRON:00025637	CHEBI:31515
DRON:00025638	CHEBI:22652
DRON:00025638	CHEBI:75832
DRON:00025639	CHEBI:60761
DRON:00025640	DRON:00017673
DRON:00025641	CHEBI:17234
DRON:00025641	CHEBI:22652
DRON:00025642	CHEBI:15428
DRON:00025643	CHEBI:15428
DRON:00025644	DRON:00017623
DRON:00025645	DRON:00013682
DRON:00025646	DRON:00014131
DRON:00025647	CHEBI:107736
DRON:00025648	CHEBI:5551
DRON:00025648	DRON:00017119
DRON:00025649	DRON:00018253
DRON:00025650	DRON:00018253
DRON:00025651	DRON:00018253
DRON:00025652	DRON:00016544
DRON:00025652	DRON:00017985
DRON:00025653	DRON:00014131
DRON:00025654	CHEBI:22652
DRON:00025654	CHEBI:9985
DRON:00025655	CHEBI:17439
DRON:00025655	CHEBI:26948
DRON:00025656	CHEBI:17439
DRON:00025656	CHEBI:26948
DRON:00025657	DRON:00013985
DRON:00025658	CHEBI:31959
DRON:00025658	CHEBI:5001
DRON:00025659	DRON:00014131
DRON:00025659	DRON:00018521
DRON:00025660	CHEBI:107736
DRON:00025661	DRON:00012918
DRON:00025662	CHEBI:17234
DRON:00025663	CHEBI:32026
DRON:00025663	CHEBI:3682
DRON:00025663	CHEBI:85146
DRON:00025664	CHEBI:17987
DRON:00025665	DRON:00016169
DRON:00025666	CHEBI:15407
DRON:00025666	CHEBI:2673
DRON:00025667	DRON:00017218
DRON:00025667	DRON:00017219
DRON:00025668	CHEBI:27732
DRON:00025668	DRON:00016834
DRON:00025669	CHEBI:22652
DRON:00025669	DRON:00017499
DRON:00025670	CHEBI:15956
DRON:00025670	CHEBI:22652
DRON:00025671	DRON:00012928
DRON:00025672	CHEBI:22652
DRON:00025672	DRON:00018283
DRON:00025673	CHEBI:22652
DRON:00025673	DRON:00016786
DRON:00025674	DRON:00012931
DRON:00025675	CHEBI:135047
DRON:00025676	CHEBI:15940
DRON:00025676	CHEBI:22652
DRON:00025677	CHEBI:15882
DRON:00025677	CHEBI:22652
DRON:00025678	CHEBI:22652
DRON:00025678	DRON:00016766
DRON:00025678	DRON:00016786
DRON:00025679	DRON:00012936
DRON:00025679	DRON:00017166
DRON:00025679	DRON:00017985
DRON:00025680	CHEBI:17439
DRON:00025680	CHEBI:22652
DRON:00025680	CHEBI:31607
DRON:00025681	CHEBI:17439
DRON:00025681	CHEBI:22652
DRON:00025681	CHEBI:31607
DRON:00025682	CHEBI:12777
DRON:00025682	CHEBI:22652
DRON:00025682	CHEBI:33234
DRON:00025683	CHEBI:28689
DRON:00025683	DRON:00012940
DRON:00025684	CHEBI:36560
DRON:00025684	DRON:00018231
DRON:00025685	DRON:00014248
DRON:00025686	CHEBI:77635
DRON:00025686	DRON:00012945
DRON:00025687	CHEBI:50369
DRON:00025687	DRON:00012945
DRON:00025688	DRON:00012946
DRON:00025688	DRON:00018914
DRON:00025689	CHEBI:12777
DRON:00025689	CHEBI:28934
DRON:00025690	DRON:00016801
DRON:00025691	CHEBI:28934
DRON:00025691	CHEBI:3311
DRON:00025691	DRON:00019910
DRON:00025692	CHEBI:17439
DRON:00025692	CHEBI:27306
DRON:00025693	CHEBI:487869
DRON:00025693	CHEBI:48947
DRON:00025694	DRON:00018524
DRON:00025695	CHEBI:28078
DRON:00025695	CHEBI:36773
DRON:00025696	CHEBI:2679
DRON:00025696	CHEBI:4469
DRON:00025697	CHEBI:22868
DRON:00025697	DRON:00016889
DRON:00025697	DRON:00018284
DRON:00025698	DRON:00012953
DRON:00025698	DRON:00018525
DRON:00025698	DRON:00018526
DRON:00025699	CHEBI:5551
DRON:00025699	DRON:00017119
DRON:00025700	CHEBI:15940
DRON:00025700	CHEBI:17154
DRON:00025700	CHEBI:8069
DRON:00025701	CHEBI:32687
DRON:00025701	CHEBI:39098
DRON:00025701	DRON:00018542
DRON:00025702	CHEBI:17439
DRON:00025702	DRON:00012957
DRON:00025702	DRON:00016575
DRON:00025703	CHEBI:17234
DRON:00025703	CHEBI:26078
DRON:00025703	CHEBI:28757
DRON:00025704	CHEBI:134761
DRON:00025704	CHEBI:31832
DRON:00025704	DRON:00018290
DRON:00025705	CHEBI:16914
DRON:00025705	CHEBI:48814
DRON:00025706	CHEBI:17824
DRON:00025707	CHEBI:116735
DRON:00025707	CHEBI:15366
DRON:00025708	CHEBI:15347
DRON:00025709	CHEBI:26710
DRON:00025709	CHEBI:32588
DRON:00025710	CHEBI:32588
DRON:00025711	CHEBI:4470
DRON:00025711	CHEBI:46195
DRON:00025711	CHEBI:52010
DRON:00025712	DRON:00013982
DRON:00025713	CHEBI:17650
DRON:00025714	DRON:00016884
DRON:00025715	CHEBI:28445
DRON:00025716	DRON:00016834
DRON:00025717	DRON:00016834
DRON:00025718	CHEBI:116735
DRON:00025718	CHEBI:15882
DRON:00025719	CHEBI:16842
DRON:00025719	CHEBI:17824
DRON:00025720	CHEBI:35176
DRON:00025720	CHEBI:53471
DRON:00025721	DRON:00018528
DRON:00025722	CHEBI:17439
DRON:00025722	CHEBI:8249
DRON:00025723	CHEBI:28689
DRON:00025723	DRON:00016790
DRON:00025724	CHEBI:17439
DRON:00025724	CHEBI:28115
DRON:00025725	CHEBI:27732
DRON:00025725	DRON:00016834
DRON:00025726	DRON:00018914
DRON:00025726	DRON:00019760
DRON:00025727	CHEBI:16842
DRON:00025727	CHEBI:25399
DRON:00025728	CHEBI:52010
DRON:00025728	CHEBI:6762
DRON:00025728	CHEBI:8093
DRON:00025728	CHEBI:8104
DRON:00025729	CHEBI:28300
DRON:00025730	CHEBI:46081
DRON:00025731	CHEBI:40279
DRON:00025732	CHEBI:135845
DRON:00025733	CHEBI:4309
DRON:00025733	CHEBI:8732
DRON:00025734	CHEBI:59224
DRON:00025735	CHEBI:474180
DRON:00025736	CHEBI:7915
DRON:00025737	DRON:00012973
DRON:00025738	CHEBI:2956
DRON:00025739	CHEBI:3491
DRON:00025740	CHEBI:3503
DRON:00025741	CHEBI:15365
DRON:00025741	CHEBI:27732
DRON:00025741	CHEBI:32114
DRON:00025742	CHEBI:15365
DRON:00025742	CHEBI:30769
DRON:00025742	CHEBI:32139
DRON:00025743	DRON:00012977
DRON:00025744	CHEBI:4822
DRON:00025744	CHEBI:7872
DRON:00025745	CHEBI:63638
DRON:00025746	CHEBI:135333
DRON:00025747	CHEBI:27834
DRON:00025748	DRON:00012980
DRON:00025749	CHEBI:2636
DRON:00025750	CHEBI:15356
DRON:00025751	CHEBI:4317
DRON:00025752	CHEBI:41977
DRON:00025753	CHEBI:52071
DRON:00025754	CHEBI:18243
DRON:00025755	CHEBI:4907
DRON:00025756	CHEBI:16684
DRON:00025756	CHEBI:251408
DRON:00025757	CHEBI:4856
DRON:00025758	CHEBI:231505
DRON:00025759	CHEBI:6343
DRON:00025760	DRON:00015250
DRON:00025761	CHEBI:28787
DRON:00025762	CHEBI:7731
DRON:00025763	CHEBI:45863
DRON:00025764	CHEBI:8499
DRON:00025765	CHEBI:28077
DRON:00025766	CHEBI:45924
DRON:00025766	CHEBI:9332
DRON:00025767	CHEBI:9948
DRON:00025768	CHEBI:61057
DRON:00025769	DRON:00012984
DRON:00025770	CHEBI:52071
DRON:00025771	CHEBI:28177
