clinical_drug_form	ingredient
DRON:00750970	DRON:00018206
DRON:00750973	CHEBI:15676
DRON:00750973	CHEBI:36773
DRON:00750973	DRON:00018290
DRON:00750974	CHEBI:4856
DRON:00750981	CHEBI:61076
DRON:00750982	CHEBI:46195
DRON:00750982	CHEBI:52010
DRON:00750982	CHEBI:8093
DRON:00750983	CHEBI:63607
DRON:00750984	CHEBI:6456
DRON:00750989	CHEBI:15384
DRON:00750990	CHEBI:4470
DRON:00750990	CHEBI:6762
DRON:00750992	DRON:00017939
DRON:00750992	DRON:00730810
DRON:00750994	CHEBI:34292
DRON:00750997	CHEBI:3207
DRON:00750999	CHEBI:28748
DRON:00751001	CHEBI:6456
DRON:00751002	CHEBI:73274
DRON:00751005	CHEBI:49005
DRON:00751006	CHEBI:16794
DRON:00751006	CHEBI:51209
DRON:00751008	CHEBI:3640
DRON:00751009	CHEBI:28741
DRON:00751009	CHEBI:28940
DRON:00751015	DRON:00012870
DRON:00751017	CHEBI:22652
DRON:00751017	CHEBI:28527
DRON:00751017	CHEBI:28775
DRON:00751017	DRON:00018133
DRON:00751018	CHEBI:15741
DRON:00751018	CHEBI:27470
DRON:00751019	DRON:00014423
DRON:00751020	CHEBI:2666
DRON:00751021	CHEBI:15365
DRON:00751021	CHEBI:4470
DRON:00751021	CHEBI:51380
DRON:00751021	CHEBI:8093
DRON:00751024	CHEBI:63606
DRON:00751025	CHEBI:15676
DRON:00751025	DRON:00018206
DRON:00751030	CHEBI:16714
DRON:00751031	CHEBI:4305
DRON:00751032	CHEBI:600103
DRON:00751033	CHEBI:53775
DRON:00751034	CHEBI:18243
DRON:00751035	CHEBI:15676
DRON:00751035	DRON:00018290
DRON:00751037	CHEBI:2955
DRON:00751038	CHEBI:16794
DRON:00751038	CHEBI:52010
DRON:00751038	CHEBI:8093
DRON:00751039	CHEBI:135611
DRON:00751039	CHEBI:36773
DRON:00751040	CHEBI:78870
DRON:00751045	CHEBI:51804
DRON:00751046	DRON:00018261
DRON:00751047	CHEBI:15676
DRON:00751054	DRON:00018280
DRON:00751058	DRON:00750797
DRON:00751060	CHEBI:61057
DRON:00751061	CHEBI:6456
DRON:00751061	CHEBI:8404
DRON:00751062	CHEBI:134716
DRON:00751063	DRON:00750854
DRON:00751064	CHEBI:27732
DRON:00751064	CHEBI:46195
DRON:00751064	CHEBI:52010
DRON:00751065	CHEBI:4470
DRON:00751065	CHEBI:8093
DRON:00751065	CHEBI:84116
DRON:00751067	CHEBI:3183
DRON:00751067	CHEBI:46195
DRON:00751068	CHEBI:3374
DRON:00751068	CHEBI:6456
DRON:00751068	DRON:00018290
DRON:00751069	CHEBI:15544
DRON:00751070	CHEBI:16914
DRON:00751070	CHEBI:17650
DRON:00751070	CHEBI:26833
DRON:00751071	CHEBI:133013
DRON:00751073	CHEBI:40279
DRON:00751074	DRON:00020094
DRON:00751076	DRON:00016795
DRON:00751077	DRON:00018119
DRON:00751078	CHEBI:16359
DRON:00751082	DRON:00019190
DRON:00751083	DRON:00016788
DRON:00751084	DRON:00750846
DRON:00751085	DRON:00750764
DRON:00751087	CHEBI:27607
DRON:00751087	CHEBI:27961
DRON:00751087	CHEBI:31832
DRON:00751087	DRON:00018290
DRON:00751088	CHEBI:85966
DRON:00751090	CHEBI:66901
DRON:00751094	CHEBI:6801
DRON:00751094	CHEBI:82720
DRON:00751097	CHEBI:4466
DRON:00751098	CHEBI:17987
DRON:00751098	DRON:00018290
DRON:00751099	DRON:00019101
DRON:00751102	DRON:00018822
DRON:00751102	DRON:00020102
DRON:00751103	DRON:00020293
DRON:00751104	CHEBI:3312
DRON:00751104	CHEBI:9574
DRON:00751104	DRON:00018213
DRON:00751104	DRON:00020275
DRON:00751106	CHEBI:75037
DRON:00751106	CHEBI:79041
DRON:00751107	CHEBI:46631
DRON:00751112	DRON:00019239
DRON:00751112	DRON:00019243
DRON:00751112	DRON:00019396
DRON:00751112	DRON:00019398
DRON:00751112	DRON:00020153
DRON:00751117	CHEBI:28918
DRON:00751118	DRON:00750772
DRON:00751120	CHEBI:28918
DRON:00751120	DRON:00018837
DRON:00751122	DRON:00017627
DRON:00751125	DRON:00750836
DRON:00751127	CHEBI:28115
DRON:00751131	CHEBI:70718
DRON:00751132	CHEBI:465284
DRON:00751133	CHEBI:31832
DRON:00751133	CHEBI:3374
DRON:00751133	DRON:00018290
DRON:00751134	CHEBI:41060
DRON:00751135	CHEBI:60802
DRON:00751137	DRON:00017484
DRON:00751138	CHEBI:3614
DRON:00751138	DRON:00730828
DRON:00751140	CHEBI:6970
DRON:00751140	CHEBI:87185
DRON:00751140	CHEBI:9448
DRON:00751141	CHEBI:32029
DRON:00751141	CHEBI:32588
DRON:00751141	CHEBI:32954
DRON:00751141	CHEBI:3310
DRON:00751141	CHEBI:62964
DRON:00751141	CHEBI:84997
DRON:00751142	CHEBI:116735
DRON:00751142	CHEBI:16914
DRON:00751143	DRON:00018280
DRON:00751144	CHEBI:28918
DRON:00751144	CHEBI:6456
DRON:00751145	DRON:00012075
DRON:00751147	DRON:00014245
DRON:00751148	DRON:00017627
DRON:00751148	DRON:00019219
DRON:00751149	CHEBI:4470
DRON:00751149	CHEBI:5551
DRON:00751149	CHEBI:8093
DRON:00751150	CHEBI:84050
DRON:00751151	CHEBI:10650
DRON:00751152	CHEBI:50385
DRON:00751154	CHEBI:16914
DRON:00751154	CHEBI:27373
DRON:00751157	CHEBI:83161
DRON:00751158	CHEBI:28591
DRON:00751158	CHEBI:4917
DRON:00751162	CHEBI:22907
DRON:00751163	DRON:00016602
DRON:00751163	DRON:00018202
DRON:00751164	DRON:00019185
DRON:00751164	DRON:00020299
DRON:00751165	DRON:00750856
DRON:00751168	DRON:00019850
DRON:00751170	DRON:00750781
DRON:00751173	CHEBI:116735
DRON:00751173	CHEBI:135611
DRON:00751173	DRON:00018290
DRON:00751174	CHEBI:3398
DRON:00751174	CHEBI:6762
DRON:00751174	CHEBI:8104
DRON:00751175	CHEBI:64073
DRON:00751176	CHEBI:85161
DRON:00751178	DRON:00018166
DRON:00751178	DRON:00723398
DRON:00751179	CHEBI:15365
DRON:00751179	CHEBI:27732
DRON:00751180	DRON:00020149
DRON:00751181	CHEBI:101278
DRON:00751183	CHEBI:78540
DRON:00751184	CHEBI:4470
DRON:00751184	CHEBI:8104
DRON:00751185	CHEBI:63598
DRON:00751186	CHEBI:4470
DRON:00751186	CHEBI:46195
DRON:00751186	CHEBI:5551
DRON:00751186	CHEBI:8093
DRON:00751187	CHEBI:3311
DRON:00751187	CHEBI:35149
DRON:00751187	CHEBI:9147
DRON:00751189	DRON:00012946
DRON:00751189	DRON:00724038
DRON:00751190	CHEBI:5939
DRON:00751196	CHEBI:6128
DRON:00751199	CHEBI:4876
DRON:00751201	CHEBI:31413
DRON:00751202	CHEBI:82700
DRON:00751203	CHEBI:26833
DRON:00751203	CHEBI:27810
DRON:00751206	CHEBI:4636
DRON:00751206	CHEBI:8093
DRON:00751212	DRON:00016786
DRON:00751212	DRON:00724038
DRON:00751213	CHEBI:2569
DRON:00751214	DRON:00723863
DRON:00751216	DRON:00750785
DRON:00751217	DRON:00011823
DRON:00751218	CHEBI:41879
DRON:00751218	CHEBI:52010
DRON:00751219	CHEBI:28177
DRON:00751219	CHEBI:4470
DRON:00751220	CHEBI:15882
DRON:00751220	CHEBI:17650
DRON:00751221	DRON:00015749
DRON:00751221	DRON:00017985
DRON:00751223	CHEBI:4754
DRON:00751225	CHEBI:15367
DRON:00751225	CHEBI:17650
DRON:00751226	CHEBI:30245
DRON:00751226	DRON:00017616
DRON:00751227	CHEBI:16336
DRON:00751229	CHEBI:36560
DRON:00751229	DRON:00018290
DRON:00751230	DRON:00020219
DRON:00751230	DRON:00020220
DRON:00751230	DRON:00020221
DRON:00751233	CHEBI:31524
DRON:00751235	DRON:00750807
DRON:00751237	CHEBI:3095
DRON:00751238	DRON:00019464
DRON:00751238	DRON:00020272
DRON:00751238	DRON:00020274
DRON:00751238	DRON:00730820
DRON:00751240	DRON:00013971
DRON:00751242	CHEBI:15956
DRON:00751244	CHEBI:50845
DRON:00751247	CHEBI:85993
DRON:00751249	CHEBI:135207
DRON:00751249	DRON:00020317
DRON:00751250	CHEBI:16914
DRON:00751251	DRON:00016923
DRON:00751251	DRON:00019185
DRON:00751252	CHEBI:10650
DRON:00751253	CHEBI:28940
DRON:00751253	CHEBI:77635
DRON:00751254	CHEBI:141146
DRON:00751254	CHEBI:6759
DRON:00751255	CHEBI:4470
DRON:00751257	CHEBI:10650
DRON:00751258	CHEBI:63043
DRON:00751261	CHEBI:46961
DRON:00751261	CHEBI:48339
DRON:00751264	CHEBI:15365
DRON:00751264	CHEBI:4470
DRON:00751264	CHEBI:8093
DRON:00751265	DRON:00020102
DRON:00751269	CHEBI:4464
DRON:00751269	CHEBI:5551
DRON:00751269	CHEBI:5779
DRON:00751269	CHEBI:8093
DRON:00751270	CHEBI:25629
DRON:00751271	DRON:00750841
DRON:00751274	CHEBI:85182
DRON:00751281	CHEBI:83161
DRON:00751283	DRON:00017992
DRON:00751283	DRON:00017993
DRON:00751285	CHEBI:90943
DRON:00751286	CHEBI:76004
DRON:00751287	CHEBI:18295
DRON:00751287	CHEBI:3374
DRON:00751287	DRON:00018290
DRON:00751288	CHEBI:7735
DRON:00751289	DRON:00750793
DRON:00751290	CHEBI:15956
DRON:00751290	CHEBI:27373
DRON:00751292	CHEBI:30618
DRON:00751292	CHEBI:35176
DRON:00751292	CHEBI:53426
DRON:00751292	CHEBI:7470
DRON:00751293	CHEBI:28934
DRON:00751293	DRON:00017761
DRON:00751295	CHEBI:76016
DRON:00751297	CHEBI:63622
DRON:00751306	CHEBI:4470
DRON:00751306	CHEBI:46195
DRON:00751306	CHEBI:8093
DRON:00751307	CHEBI:4470
DRON:00751307	CHEBI:46195
DRON:00751307	CHEBI:4636
DRON:00751307	CHEBI:5551
DRON:00751307	CHEBI:8093
DRON:00751312	CHEBI:17309
DRON:00751313	CHEBI:51209
DRON:00751313	CHEBI:52010
DRON:00751313	DRON:00016834
DRON:00751314	CHEBI:134719
DRON:00751314	CHEBI:9421
DRON:00751315	CHEBI:63599
DRON:00751318	DRON:00750864
DRON:00751319	CHEBI:16709
DRON:00751319	CHEBI:31794
DRON:00751323	DRON:00017673
DRON:00751325	DRON:00019610
DRON:00751328	CHEBI:2673
DRON:00751329	CHEBI:4495
DRON:00751330	DRON:00750810
DRON:00751331	CHEBI:27666
DRON:00751332	CHEBI:26710
DRON:00751332	CHEBI:32139
DRON:00751333	CHEBI:175901
DRON:00751335	CHEBI:41977
DRON:00751337	CHEBI:31832
DRON:00751338	CHEBI:30769
DRON:00751338	CHEBI:32139
DRON:00751339	CHEBI:17833
DRON:00751339	CHEBI:3764
DRON:00751339	CHEBI:6970
DRON:00751341	CHEBI:81568
DRON:00751341	CHEBI:81569
DRON:00751342	CHEBI:4470
DRON:00751342	CHEBI:46195
DRON:00751342	CHEBI:51380
DRON:00751344	DRON:00750861
DRON:00751347	CHEBI:48981
DRON:00751348	CHEBI:42068
DRON:00751349	CHEBI:134743
DRON:00751350	CHEBI:30769
DRON:00751350	CHEBI:64746
DRON:00751351	CHEBI:4636
DRON:00751351	CHEBI:7476
DRON:00751354	DRON:00018764
DRON:00751356	CHEBI:17824
DRON:00751356	CHEBI:24859
DRON:00751356	CHEBI:33167
DRON:00751357	CHEBI:61468
DRON:00751360	CHEBI:59269
DRON:00751361	CHEBI:16236
DRON:00751361	CHEBI:17824
DRON:00751362	CHEBI:6129
DRON:00751363	DRON:00014332
DRON:00751364	CHEBI:3499
DRON:00751365	CHEBI:79395
DRON:00751369	CHEBI:31206
DRON:00751369	DRON:00014409
DRON:00751372	DRON:00750782
DRON:00751375	CHEBI:5165
DRON:00751379	DRON:00018285
DRON:00751379	DRON:00724038
DRON:00751381	CHEBI:8347
DRON:00751382	CHEBI:32150
DRON:00751383	DRON:00020153
DRON:00751386	CHEBI:4636
DRON:00751387	DRON:00750760
DRON:00751389	CHEBI:4717
DRON:00751391	CHEBI:22652
DRON:00751391	CHEBI:30251
DRON:00751394	DRON:00019943
DRON:00751395	CHEBI:133013
DRON:00751399	CHEBI:7726
DRON:00751402	DRON:00750850
DRON:00751403	DRON:00019607
DRON:00751405	DRON:00016790
DRON:00751406	CHEBI:134714
DRON:00751406	CHEBI:9927
DRON:00751409	DRON:00750767
DRON:00751411	CHEBI:4470
DRON:00751411	CHEBI:46195
DRON:00751411	CHEBI:51380
DRON:00751411	CHEBI:8093
DRON:00751417	DRON:00012716
DRON:00751418	CHEBI:28918
DRON:00751418	CHEBI:6456
DRON:00751419	CHEBI:6456
DRON:00751419	CHEBI:9468
DRON:00751421	CHEBI:94449
DRON:00751423	CHEBI:16914
DRON:00751423	CHEBI:32150
DRON:00751424	CHEBI:3216
DRON:00751425	CHEBI:135738
DRON:00751426	DRON:00020224
DRON:00751427	CHEBI:36773
DRON:00751427	DRON:00018290
DRON:00751428	CHEBI:480999
DRON:00751429	CHEBI:6709
DRON:00751430	CHEBI:16914
DRON:00751430	CHEBI:24996
DRON:00751430	CHEBI:48339
DRON:00751432	CHEBI:53289
DRON:00751432	CHEBI:64312
DRON:00751434	CHEBI:37585
DRON:00751435	CHEBI:28918
DRON:00751435	CHEBI:6456
DRON:00751440	CHEBI:52010
DRON:00751442	CHEBI:82717
DRON:00751443	DRON:00750819
DRON:00751446	CHEBI:41688
DRON:00751446	CHEBI:88173
DRON:00751446	DRON:00014661
DRON:00751447	CHEBI:135047
DRON:00751447	CHEBI:5779
DRON:00751450	CHEBI:6970
DRON:00751454	CHEBI:17076
DRON:00751455	CHEBI:16709
DRON:00751455	CHEBI:18145
DRON:00751455	CHEBI:22652
DRON:00751455	CHEBI:27470
DRON:00751455	CHEBI:28125
DRON:00751455	CHEBI:31607
DRON:00751455	CHEBI:534
DRON:00751455	CHEBI:9679
DRON:00751456	CHEBI:15676
DRON:00751456	CHEBI:36560
DRON:00751466	CHEBI:31832
DRON:00751466	CHEBI:3374
DRON:00751466	CHEBI:36773
DRON:00751466	DRON:00018236
DRON:00751466	DRON:00018290
DRON:00751467	DRON:00015487
DRON:00751468	CHEBI:15956
DRON:00751469	CHEBI:4470
DRON:00751469	CHEBI:46195
DRON:00751469	CHEBI:52010
DRON:00751469	CHEBI:5551
DRON:00751469	CHEBI:8093
DRON:00751470	CHEBI:78543
DRON:00751471	CHEBI:75179
DRON:00751471	CHEBI:90879
DRON:00751473	CHEBI:3183
DRON:00751473	CHEBI:8104
DRON:00751474	CHEBI:8357
DRON:00751474	DRON:00730828
DRON:00751476	CHEBI:31832
DRON:00751476	CHEBI:3374
DRON:00751476	CHEBI:6456
DRON:00751476	DRON:00018290
DRON:00751477	CHEBI:16199
DRON:00751477	DRON:00013188
DRON:00751478	CHEBI:132106
DRON:00751478	CHEBI:383703
DRON:00751478	CHEBI:41688
DRON:00751479	DRON:00750846
DRON:00751481	DRON:00017813
DRON:00751481	DRON:00018290
DRON:00751482	CHEBI:135611
DRON:00751482	CHEBI:17987
DRON:00751483	CHEBI:82699
DRON:00751484	CHEBI:76010
DRON:00751485	CHEBI:8232
DRON:00751485	CHEBI:9421
DRON:00751487	CHEBI:6923
DRON:00751489	DRON:00019756
DRON:00751491	CHEBI:59560
DRON:00751495	CHEBI:4712
DRON:00751496	CHEBI:8776
DRON:00751497	DRON:00012984
DRON:00751498	CHEBI:4682
DRON:00751499	CHEBI:209807
DRON:00751501	CHEBI:28925
DRON:00751503	DRON:00020024
DRON:00751504	CHEBI:16336
DRON:00751504	CHEBI:6456
DRON:00751505	CHEBI:6129
DRON:00751507	CHEBI:6872
DRON:00751508	DRON:00750808
DRON:00751509	DRON:00018086
DRON:00751510	CHEBI:8764
DRON:00751512	DRON:00018903
DRON:00751515	CHEBI:16914
DRON:00751515	CHEBI:17154
DRON:00751518	CHEBI:116735
DRON:00751518	CHEBI:15882
DRON:00751518	CHEBI:36773
DRON:00751519	CHEBI:15356
DRON:00751521	CHEBI:27732
DRON:00751523	CHEBI:5864
DRON:00751524	CHEBI:3077
DRON:00751524	CHEBI:50749
DRON:00751525	CHEBI:2896
DRON:00751525	CHEBI:51209
DRON:00751526	CHEBI:178699
DRON:00751527	CHEBI:32139
DRON:00751528	CHEBI:73275
DRON:00751529	CHEBI:16335
DRON:00751529	CHEBI:17154
DRON:00751530	CHEBI:15676
DRON:00751530	DRON:00018108
DRON:00751531	DRON:00020166
DRON:00751532	CHEBI:4470
DRON:00751532	CHEBI:46195
DRON:00751532	CHEBI:52010
DRON:00751532	CHEBI:8104
DRON:00751535	CHEBI:2914
DRON:00751536	CHEBI:50378
DRON:00751537	CHEBI:4514
DRON:00751539	DRON:00016953
DRON:00751540	CHEBI:53352
DRON:00751542	DRON:00750769
DRON:00751545	CHEBI:36560
DRON:00751545	DRON:00018290
DRON:00751546	CHEBI:31832
DRON:00751546	CHEBI:36773
DRON:00751546	DRON:00018290
DRON:00751548	DRON:00012182
DRON:00751549	DRON:00750756
DRON:00751551	CHEBI:8093
DRON:00751551	DRON:00018272
DRON:00751552	DRON:00014238
DRON:00751553	DRON:00750833
DRON:00751554	CHEBI:75998
DRON:00751556	CHEBI:3374
DRON:00751556	CHEBI:36773
DRON:00751557	CHEBI:16586
DRON:00751558	DRON:00750805
DRON:00751559	CHEBI:59173
DRON:00751560	CHEBI:17650
DRON:00751560	CHEBI:3614
DRON:00751561	CHEBI:27690
DRON:00751565	DRON:00020182
DRON:00751567	CHEBI:9605
DRON:00751568	CHEBI:32599
DRON:00751570	DRON:00011813
DRON:00751572	DRON:00018281
DRON:00751573	CHEBI:16914
DRON:00751573	CHEBI:6923
DRON:00751576	CHEBI:6437
DRON:00751578	CHEBI:3508
DRON:00751579	CHEBI:107736
DRON:00751581	CHEBI:17754
DRON:00751584	CHEBI:3515
DRON:00751585	DRON:00013596
DRON:00751587	CHEBI:2636
DRON:00751589	CHEBI:34511
DRON:00751589	CHEBI:7507
DRON:00751589	CHEBI:9468
DRON:00751590	CHEBI:15407
DRON:00751590	CHEBI:52010
DRON:00751590	CHEBI:8093
DRON:00751590	CHEBI:94484
DRON:00751594	CHEBI:15367
DRON:00751594	CHEBI:17594
DRON:00751594	CHEBI:3077
DRON:00751595	CHEBI:17026
DRON:00751595	CHEBI:23965
DRON:00751601	CHEBI:3395
DRON:00751601	CHEBI:46195
DRON:00751602	CHEBI:28669
DRON:00751604	CHEBI:15443
DRON:00751604	DRON:00020293
DRON:00751607	CHEBI:15765
DRON:00751607	CHEBI:3395
DRON:00751608	CHEBI:63611
DRON:00751609	CHEBI:17486
DRON:00751609	CHEBI:37585
DRON:00751609	CHEBI:6824
DRON:00751609	CHEBI:6872
DRON:00751611	CHEBI:4470
DRON:00751611	CHEBI:46195
DRON:00751611	CHEBI:51380
DRON:00751611	CHEBI:8093
DRON:00751614	DRON:00750802
DRON:00751617	CHEBI:135922
DRON:00751620	CHEBI:6801
DRON:00751620	CHEBI:72323
DRON:00751622	CHEBI:62984
DRON:00751624	CHEBI:15676
DRON:00751624	CHEBI:61468
DRON:00751624	DRON:00018290
DRON:00751625	CHEBI:36560
DRON:00751625	DRON:00018088
DRON:00751628	CHEBI:22652
DRON:00751628	CHEBI:28527
DRON:00751628	CHEBI:4631
DRON:00751628	DRON:00017975
DRON:00751628	DRON:00018432
DRON:00751629	CHEBI:39384
DRON:00751629	DRON:00017994
DRON:00751632	CHEBI:16714
DRON:00751632	CHEBI:52010
DRON:00751633	CHEBI:85078
DRON:00751636	CHEBI:135919
DRON:00751642	CHEBI:6775
DRON:00751643	CHEBI:32599
DRON:00751645	CHEBI:28940
DRON:00751646	CHEBI:16914
DRON:00751646	CHEBI:27373
DRON:00751649	CHEBI:16914
DRON:00751651	DRON:00018971
DRON:00751653	CHEBI:2663
DRON:00751657	DRON:00016188
DRON:00751659	CHEBI:3216
DRON:00751661	DRON:00019224
DRON:00751663	CHEBI:4470
DRON:00751663	CHEBI:46195
DRON:00751663	CHEBI:8093
DRON:00751664	DRON:00017626
DRON:00751665	CHEBI:23614
DRON:00751673	DRON:00018290
DRON:00751673	DRON:00018727
DRON:00751674	CHEBI:10650
DRON:00751677	CHEBI:16794
DRON:00751677	CHEBI:3398
DRON:00751677	CHEBI:51209
DRON:00751680	DRON:00750863
DRON:00751684	CHEBI:28864
DRON:00751690	CHEBI:72317
DRON:00751691	DRON:00750774
DRON:00751692	DRON:00019465
DRON:00751693	CHEBI:12777
DRON:00751701	DRON:00020279
DRON:00751703	CHEBI:3048
DRON:00751704	CHEBI:25357
DRON:00751705	DRON:00730852
DRON:00751705	DRON:00730853
DRON:00751705	DRON:00730854
DRON:00751707	DRON:00013433
DRON:00751708	CHEBI:90841
DRON:00751710	CHEBI:23965
DRON:00751710	CHEBI:50838
DRON:00751712	CHEBI:33975
DRON:00751713	CHEBI:9948
DRON:00751714	DRON:00724014
DRON:00751715	DRON:00750839
DRON:00751718	DRON:00016951
DRON:00751719	CHEBI:17824
DRON:00751719	CHEBI:17987
DRON:00751719	CHEBI:75211
DRON:00751719	CHEBI:86297
DRON:00751721	CHEBI:27373
DRON:00751721	CHEBI:32076
DRON:00751722	CHEBI:164200
DRON:00751722	CHEBI:9620
DRON:00751724	CHEBI:29007
DRON:00751725	CHEBI:4317
DRON:00751727	CHEBI:85083
DRON:00751727	CHEBI:85089
DRON:00751728	CHEBI:15882
DRON:00751728	CHEBI:4724
DRON:00751730	CHEBI:59269
DRON:00751731	CHEBI:3219
DRON:00751731	CHEBI:7465
DRON:00751732	CHEBI:32016
DRON:00751734	DRON:00750821
DRON:00751735	CHEBI:3561
DRON:00751735	CHEBI:51209
DRON:00751736	CHEBI:82721
DRON:00751737	DRON:00019078
DRON:00751739	CHEBI:28125
DRON:00751740	CHEBI:3216
DRON:00751741	CHEBI:18357
DRON:00751745	DRON:00750777
DRON:00751748	CHEBI:71019
DRON:00751749	CHEBI:4470
DRON:00751749	CHEBI:46195
DRON:00751749	CHEBI:52010
DRON:00751749	CHEBI:8093
DRON:00751750	DRON:00750871
DRON:00751751	CHEBI:79041
DRON:00751752	CHEBI:183811
DRON:00751752	CHEBI:45267
DRON:00751753	CHEBI:17824
DRON:00751753	CHEBI:24859
DRON:00751753	CHEBI:8346
DRON:00751755	CHEBI:61057
DRON:00751757	CHEBI:9398
DRON:00751760	CHEBI:3423
DRON:00751761	CHEBI:46859
DRON:00751762	CHEBI:37924
DRON:00751764	CHEBI:474053
DRON:00751765	DRON:00018236
DRON:00751765	DRON:00018290
DRON:00751765	DRON:00019760
DRON:00751768	CHEBI:135947
DRON:00751768	DRON:00014872
DRON:00751770	CHEBI:3374
DRON:00751771	DRON:00750870
DRON:00751773	CHEBI:127780
DRON:00751775	CHEBI:31832
DRON:00751775	CHEBI:3374
DRON:00751776	CHEBI:6923
DRON:00751777	CHEBI:16842
DRON:00751777	CHEBI:17790
DRON:00751779	CHEBI:46726
DRON:00751780	DRON:00018796
DRON:00751787	DRON:00013031
DRON:00751788	DRON:00750771
DRON:00751791	DRON:00018231
DRON:00751792	CHEBI:28940
DRON:00751792	DRON:00020259
DRON:00751793	CHEBI:3309
DRON:00751794	CHEBI:34511
DRON:00751794	CHEBI:7507
DRON:00751794	CHEBI:9468
DRON:00751797	DRON:00019607
DRON:00751798	DRON:00724038
DRON:00751802	CHEBI:36560
DRON:00751802	CHEBI:37758
DRON:00751804	CHEBI:16914
DRON:00751804	DRON:00017871
DRON:00751804	DRON:00018290
DRON:00751808	DRON:00013703
DRON:00751808	DRON:00018604
DRON:00751808	DRON:00019119
DRON:00751809	CHEBI:4309
DRON:00751809	CHEBI:8732
DRON:00751811	CHEBI:5790
DRON:00751812	CHEBI:3508
DRON:00751812	CHEBI:85984
DRON:00751817	DRON:00018301
DRON:00751818	CHEBI:8357
DRON:00751818	DRON:00018194
DRON:00751819	CHEBI:45267
DRON:00751819	CHEBI:6078
DRON:00751822	CHEBI:9574
DRON:00751822	DRON:00019204
DRON:00751823	CHEBI:119915
DRON:00751824	CHEBI:46345
DRON:00751824	CHEBI:47381
DRON:00751826	DRON:00018290
DRON:00751827	DRON:00019893
DRON:00751828	CHEBI:6942
DRON:00751830	CHEBI:36560
DRON:00751832	CHEBI:82701
DRON:00751844	CHEBI:8354
DRON:00751845	CHEBI:32139
DRON:00751847	CHEBI:7459
DRON:00751849	CHEBI:72690
DRON:00751852	DRON:00012887
DRON:00751855	CHEBI:90865
DRON:00751856	CHEBI:31832
DRON:00751856	CHEBI:3374
DRON:00751856	CHEBI:36773
DRON:00751857	CHEBI:51209
DRON:00751857	CHEBI:5855
DRON:00751858	CHEBI:7550
DRON:00751859	DRON:00017993
DRON:00751861	CHEBI:51209
DRON:00751861	CHEBI:5551
DRON:00751861	CHEBI:8104
DRON:00751862	CHEBI:85176
DRON:00751864	CHEBI:82960
DRON:00751865	DRON:00019760
DRON:00751865	DRON:00724038
DRON:00751867	CHEBI:70708
DRON:00751868	CHEBI:36560
DRON:00751869	CHEBI:16914
DRON:00751869	CHEBI:17154
DRON:00751870	CHEBI:31536
DRON:00751870	CHEBI:72289
DRON:00751870	CHEBI:72291
DRON:00751870	CHEBI:90926
DRON:00751871	CHEBI:4975
DRON:00751873	CHEBI:17151
DRON:00751873	CHEBI:6650
DRON:00751874	DRON:00018696
DRON:00751877	DRON:00019221
DRON:00751879	CHEBI:46195
DRON:00751879	CHEBI:51209
DRON:00751879	CHEBI:52010
DRON:00751881	DRON:00018939
DRON:00751882	CHEBI:132967
DRON:00751882	CHEBI:132975
DRON:00751884	CHEBI:27607
DRON:00751885	CHEBI:27902
DRON:00751887	CHEBI:3699
DRON:00751888	DRON:00019222
DRON:00751892	CHEBI:28918
DRON:00751893	CHEBI:37924
DRON:00751893	CHEBI:72291
DRON:00751896	CHEBI:15676
DRON:00751896	CHEBI:4636
DRON:00751897	CHEBI:43968
DRON:00751898	DRON:00017218
DRON:00751898	DRON:00017219
DRON:00751898	DRON:00017221
DRON:00751898	DRON:00020310
DRON:00751899	CHEBI:8357
DRON:00751899	DRON:00730828
DRON:00751902	CHEBI:4031
DRON:00751903	CHEBI:4903
DRON:00751903	CHEBI:7627
DRON:00751904	CHEBI:63587
DRON:00751905	CHEBI:17309
DRON:00751905	DRON:00019760
DRON:00751906	CHEBI:15407
DRON:00751907	CHEBI:50693
DRON:00751908	CHEBI:367163
DRON:00751908	CHEBI:72291
DRON:00751909	CHEBI:7872
DRON:00751911	DRON:00750829
DRON:00751914	CHEBI:61468
DRON:00751914	DRON:00018206
DRON:00751917	CHEBI:15365
DRON:00751917	CHEBI:4470
DRON:00751917	CHEBI:52010
DRON:00751919	CHEBI:9150
DRON:00751921	CHEBI:7852
DRON:00751924	CHEBI:47898
DRON:00751925	CHEBI:31832
DRON:00751925	CHEBI:3374
DRON:00751925	DRON:00018290
DRON:00751926	CHEBI:15676
DRON:00751927	CHEBI:24996
DRON:00751927	CHEBI:45571
DRON:00751928	CHEBI:7915
DRON:00751929	CHEBI:6456
DRON:00751929	DRON:00018290
DRON:00751930	CHEBI:7447
DRON:00751931	DRON:00016918
DRON:00751932	CHEBI:28115
DRON:00751934	CHEBI:17347
DRON:00751936	CHEBI:50667
DRON:00751938	DRON:00019500
DRON:00751942	CHEBI:2637
DRON:00751945	CHEBI:3215
DRON:00751947	DRON:00018534
DRON:00751948	CHEBI:32032
DRON:00751949	CHEBI:8107
DRON:00751951	CHEBI:3374
DRON:00751951	CHEBI:37397
DRON:00751951	CHEBI:5417
DRON:00751951	CHEBI:6456
DRON:00751952	CHEBI:4470
DRON:00751952	CHEBI:8093
DRON:00751952	CHEBI:85537
DRON:00751953	CHEBI:12777
DRON:00751953	CHEBI:18145
DRON:00751953	CHEBI:28940
