rxcui	drugbank
2686217	DB18888
2686218	DB18889
2686219	DB18890
2686220	DB18891
2686221	DB18892
2686222	DB18893
2686223	DB18894
2686224	DB18895
2686225	DB18896
2686226	DB18897
2686227	DB18898
2686228	DB18899
2686229	DB18900
2686230	DB18901
2686231	DB18902
2686232	DB18903
2686233	DB18904
2686235	DB18906
2686236	DB18907
2686237	DB18908
2686238	DB18910
2686239	DB18911
2686240	DB18913
2686241	DB18914
2686242	DB18915
2686243	DB18916
2686244	DB18917
2686245	DB18918
2686247	DB18920
2686248	DB18921
2686249	DB18922
2686250	DB18923
2686251	DB18924
2686253	DB18926
2686255	DB18928
2686256	DB18929
2686257	DB18930
2686258	DB18931
2686259	DB18932
2686260	DB18933
2686261	DB18934
2686262	DB18935
2686263	DB18936
2686264	DB18937
2686265	DB18938
2686266	DB18939
2686267	DB18940
2686268	DB18941
2686269	DB18942
2686270	DB18943
2686271	DB18944
2686272	DB18945
2686273	DB18946
2686274	DB18947
2686275	DB18948
2686276	DB18949
2686277	DB18950
2686278	DB18951
2686279	DB18952
2686280	DB18953
2686281	DB18954
2686282	DB18955
2686283	DB18956
2686284	DB18957
2686285	DB18958
2686286	DB18959
2686287	DB18960
2686288	DB18961
2686289	DB18962
2686290	DB18963
2686291	DB18964
2686292	DB18965
2686293	DB18966
2686294	DB05750
2686295	DB05881
2686297	DB16456
2686298	DB16469
2686299	DB18967
2686301	DB18969
2686302	DB18970
2686303	DB18971
2686304	DB18972
2686305	DB18973
2686306	DB18974
2686307	DB18975
2686308	DB18976
2686309	DB18977
2686310	DB18978
2686311	DB17544
2686312	DB18019
2686313	DB18623
2686314	DB18719
2686317	DB18759
2686320	DB18763
2686321	DB18764
2686322	DB18765
2686323	DB18766
2686324	DB18767
2686325	DB18768
2686326	DB18769
2686327	DB18770
2686328	DB18771
2686329	DB18980
2686330	DB18981
2686331	DB18982
2686332	DB18983
2686333	DB18984
2686334	DB18985
2686335	DB18986
2686336	DB18987
2686339	DB18990
2686340	DB18991
2686341	DB18992
2686343	DB18994
2686344	DB18995
2686345	DB18996
2686348	DB18999
2686349	DB19000
2686350	DB19001
2686351	DB19002
2686352	DB19003
2686353	DB19004
2686354	DB19005
2686355	DB19006
2686356	DB19007
2686357	DB19008
2686358	DB19009
2686359	DB19010
2686360	DB18772
2686362	DB18774
2686363	DB18775
2686364	DB18776
2686365	DB19011
2686366	DB19012
2686368	DB19014
2686369	DB19015
2686370	DB19016
2686371	DB19017
2686372	DB19018
2686373	DB19019
2686374	DB19020
2686375	DB19021
2686376	DB19022
2686377	DB19023
2686378	DB19024
2686379	DB19025
2686380	DB19026
2686381	DB19081
2686382	DB19084
2686383	DB19085
2686384	DB19086
2686385	DB19087
2686386	DB19088
2686387	DB19090
2686388	DB19091
2686389	DB19092
2686390	DB19093
2686391	DB19094
2686393	DB18777
2686394	DB18778
2686396	DB18780
2686397	DB18781
2686398	DB18782
2686399	DB18783
2686400	DB18784
2686401	DB18785
2686402	DB18786
2686403	DB18787
2686404	DB18788
2686405	DB14721
2686405	DB18789
2686406	DB18790
2686407	DB18791
2686408	DB18792
2686409	DB18793
2686410	DB18794
2686411	DB18795
2686412	DB18796
2686413	DB18797
2686414	DB18798
2686415	DB18799
2686416	DB18801
2686417	DB18802
2686418	DB18803
2686419	DB18804
2686421	DB18806
2686422	DB18807
2686423	DB18808
2686424	DB18809
2686425	DB18810
2686426	DB18811
2686427	DB18812
2686428	DB18814
2686429	DB18815
2686430	DB18816
2686431	DB18817
2686432	DB18818
2686433	DB18819
2686434	DB18820
2686435	DB18821
2686436	DB18822
2686437	DB18823
2686438	DB18824
2686440	DB18826
2686441	DB18827
2686443	DB18830
2686444	DB19027
2686445	DB19028
2686446	DB19029
2686447	DB19030
2686448	DB19031
2686449	DB19032
2686450	DB19033
2686451	DB19034
2686452	DB19035
2686453	DB19036
2686454	DB19037
2686457	DB18833
2686459	DB18836
2686460	DB18837
2686461	DB18838
2686462	DB18839
2686464	DB18841
2686465	DB18842
2686466	DB18843
2686467	DB18844
2686468	DB18845
2686471	DB18848
2686472	DB18849
2686473	DB19038
2686474	DB19039
2686475	DB19040
2686476	DB19041
2686477	DB19042
2686479	DB19044
2686480	DB19045
2686481	DB19046
2686482	DB19047
2686483	DB19048
2686484	DB19049
2686485	DB19050
2686486	DB19051
2686487	DB19052
2686488	DB18850
2686489	DB18851
2686490	DB18852
2686491	DB18853
2686492	DB18854
2686493	DB18855
2686494	DB18856
2686495	DB18857
2686496	DB18858
2686497	DB18859
2686498	DB18860
2686499	DB18861
2686500	DB18862
2686501	DB18863
2686502	DB18864
2686503	DB18865
2686504	DB19053
2686505	DB19055
2686506	DB19056
2686507	DB19057
2686508	DB19058
2686509	DB19059
2686510	DB19060
2686511	DB19061
2686512	DB19062
2686513	DB19063
2686514	DB19064
2686515	DB19065
2686516	DB19066
2686517	DB19067
2686518	DB19114
2686519	DB19115
2686521	DB19117
2686522	DB19118
2686524	DB19120
2686525	DB19121
2686526	DB19122
2686559	DB18979
2686560	DB19109
2686561	DB19109
2686562	DB19068
2686563	DB19068
2686564	DB19079
2686565	DB18899
2686566	DB19032
2686567	DB19050
2686569	DB19004
2686570	DB19008
2686571	DB19097
2686572	DB18807
2686573	DB19119
2686574	DB19052
2686602	DB19114
2686603	DB19007
2686604	DB18759
2686605	DB18900
2686607	DB19022
2686608	DB19005
2686609	DB18907
2686610	DB19110
2686611	DB18911
2686614	DB19024
2686615	DB18954
2686616	DB18901
2686617	DB19108
2686618	DB19111
2686619	DB16128
2686917	DB19343
2686918	DB19345
2686919	DB19346
2686920	DB19347
2686921	DB19348
2686922	DB19349
2686923	DB19350
2686924	DB19351
2686925	DB19352
2686926	DB19342
2686927	DB19344
2687215	DB16157
2687278	DB01272
2687283	DB00085
2687334	DB19082
2687335	DB18943
2687336	DB18958
2687337	DB18864
2687338	DB19120
2687339	DB18863
2687340	DB18862
2687341	DB18862
2687342	DB18860
2687343	DB18859
2687344	DB18858
2687345	DB18856
2687346	DB18902
2687347	DB18848
2687348	DB18764
2687350	DB18835
2687351	DB18835
2687352	DB18842
2687353	DB18934
2687354	DB18952
2687355	DB18876
2687356	DB18877
2687357	DB18846
2687455	DB01955
2687690	DB18903
2687691	DB18904
2687692	DB18822
2687693	DB19081
2687695	DB18884
2687706	DB19048
2687707	DB18820
2687708	DB18820
2687713	DB18808
2687714	DB19322
2687715	DB18897
2687716	DB18786
2687717	DB18814
2687718	DB19049
2687966	DB16647
2687981	DB19098
2687982	DB19099
2687983	DB19075
2687984	DB18883
2687985	DB18905
2687986	DB18906
2687987	DB18910
2687988	DB18920
2687989	DB18922
2688113	DB19321
2688288	DB15057
2688291	DB18988
2688292	DB18989
2688467	DB18998
2688468	DB19013
2688469	DB19016
2688471	DB19092
2688472	DB19094
2688474	DB18805
2688475	DB18815
2688476	DB18827
2688478	DB19067
2688479	DB18377
2688481	DB18805
2688540	DB19104
2688541	DB19069
2688542	DB18924
2688543	DB18871
2688544	DB18872
2688545	DB18873
2688546	DB18875
2688547	DB18895
2688548	DB18914
2688549	DB18926
2688550	DB18933
2688551	DB18936
2688552	DB18937
2688553	DB18938
2688554	DB18939
2688555	DB18940
2688556	DB18941
2688557	DB18942
2688558	DB18943
2688559	DB18944
2688560	DB18946
2688561	DB18947
2688562	DB18949
2688563	DB18976
2688564	DB18978
2688565	DB18986
2688566	DB18990
2688567	DB19093
2688569	DB18809
2688570	DB18833
2688571	DB18839
2688572	DB18843
2688573	DB18845
2688574	DB18849
2688575	DB18851
2688576	DB18852
2688577	DB18853
2688578	DB18854
2688579	DB19060
2688580	DB19061
2688581	DB19062
2688582	DB19063
2688583	DB19064
2688584	DB19065
2688585	DB19066
2688586	DB19118
2689280	DB16820
2689322	DB19325
2689930	DB05536
2689931	DB05547
2689933	DB19298
2689934	DB19300
2689935	DB19301
2689936	DB19302
2689938	DB19304
2689939	DB19305
2689941	DB19307
2689942	DB19309
2689944	DB19311
2689950	DB19316
2689952	DB19123
2689953	DB19124
2689954	DB19125
2689955	DB19126
2689956	DB19127
2689957	DB19128
2689958	DB19129
2689959	DB19130
2689960	DB19131
2689961	DB19132
2689962	DB19133
2689963	DB19134
2689964	DB19135
2689965	DB19137
2689966	DB19138
2689967	DB19139
2689968	DB19140
2689969	DB19142
2689970	DB19143
2689972	DB19145
2689973	DB19147
2689974	DB19148
2689975	DB19149
2689978	DB19153
2689979	DB19154
2689980	DB19155
2689981	DB19157
2689982	DB19158
2689983	DB19159
2689984	DB19160
2689985	DB19161
2689987	DB19163
2689989	DB19165
2689990	DB19166
2689991	DB19169
2689992	DB19170
2689994	DB19174
2689995	DB19176
2689996	DB19177
2689997	DB19178
2689998	DB19179
2689999	DB19180
2690000	DB19181
2690003	DB19184
2690004	DB19185
2690007	DB19188
2690008	DB19189
2690009	DB19190
2690010	DB19191
2690011	DB19193
2690012	DB19194
2690013	DB19195
2690014	DB19196
2690015	DB19197
2690016	DB19199
2690017	DB19200
2690018	DB19201
2690020	DB19203
2690021	DB19204
2690022	DB19205
2690023	DB19206
2690024	DB19207
2690025	DB19208
2690026	DB19209
2690027	DB19210
2690028	DB19211
2690029	DB19212
2690030	DB19213
2690031	DB19214
2690033	DB19216
2690034	DB19217
2690035	DB19218
2690036	DB19219
2690037	DB19221
2690038	DB19222
2690040	DB19225
2690041	DB19226
2690042	DB19227
2690043	DB19228
2690046	DB19231
2690047	DB19232
2690048	DB19233
2690050	DB19235
2690051	DB19237
2690052	DB19238
2690053	DB19239
2690054	DB19240
2690055	DB19241
2690056	DB19242
2690057	DB19243
2690058	DB19244
2690059	DB19247
2690060	DB19250
2690061	DB19251
2690062	DB19253
2690063	DB19254
2690064	DB19255
2690065	DB19256
2690071	DB19263
2690072	DB19264
2690073	DB19265
2690075	DB19267
2690076	DB19268
2690077	DB19269
2690078	DB19270
2690079	DB19272
2690080	DB19275
2690082	DB19278
2690085	DB19285
2690086	DB19287
2690087	DB19291
2690088	DB19292
2690089	DB19293
2690256	DB18592
2690545	DB05547
2690547	DB19304
2690627	DB19353
2690647	DB17097
2690664	DB19305
2690665	DB19309
2690792	DB19148
2690793	DB19150
2690794	DB19151
2690795	DB19153
2690796	DB19162
2690797	DB19163
2690798	DB19164
2690800	DB19172
2690853	DB19180
2690854	DB19181
2690855	DB19182
2690856	DB19183
2690869	DB12390
2690886	DB19184
2690887	DB19186
2690888	DB19193
2690889	DB19194
2690890	DB19199
2690891	DB19203
2690892	DB19204
2690893	DB19205
2690894	DB19206
2690895	DB19208
2690896	DB19210
2690897	DB19211
2690898	DB19212
2690899	DB19213
2690900	DB19214
2690901	DB19216
2690902	DB19222
2690904	DB19229
2690905	DB19230
2690906	DB19234
2691053	DB19257
2691054	DB19258
2691055	DB19259
2691057	DB19261
2691059	DB19269
2691060	DB19270
2691061	DB19277
2691062	DB05536
2691063	DB19292
2691064	DB12068
2691065	DB17268
2691067	DB19167
2691069	DB19246
2691070	DB19175
2691071	DB19175
2691072	DB19252
2691073	DB19235
2691074	DB19271
2691075	DB19271
2691076	DB19170
2691077	DB19173
2691078	DB19130
2691079	DB06226
2691080	DB19137
2691081	DB19140
2691082	DB19231
2691083	DB19224
2691084	DB19283
2691085	DB19247
2691086	DB19220
2691087	DB19272
2691088	DB19239
2691089	DB19149
2691150	DB16216
2691168	DB19414
2691192	DB19415
2691310	DB15252
2691333	DB04918
2691526	DB16388
2691528	DB16388
2691830	DB15874
2692057	DB05572
2692058	DB05579
2692060	DB05597
2692061	DB05598
2692062	DB05615
2692064	DB19334
2692065	DB19336
2692066	DB19337
2692067	DB19338
2692068	DB19339
2692069	DB19340
2692070	DB19341
2692072	DB05948
2692075	DB05970
2692080	DB06004
2692081	DB06008
2692084	DB06025
2692088	DB06034
2692089	DB06037
2692090	DB06044
2692091	DB06048
2692092	DB06056
2692093	DB06057
2692095	DB06072
2692096	DB06086
2692097	DB06099
2692098	DB06108
2692100	DB06114
2692103	DB06139
2692106	DB19361
2692107	DB06181
2692108	DB06208
2692110	DB06308
2692112	DB06316
2692113	DB06319
2692116	DB06351
2692117	DB06363
2692118	DB06373
2692119	DB06375
2692134	DB19370
2692135	DB19371
2692136	DB19372
2692138	DB06513
2692147	DB06596
2692150	DB19382
2692151	DB19384
2692152	DB14842
2692157	DB15320
2692158	DB16454
2692159	DB16460
2692160	DB16461
2692161	DB16462
2692162	DB16463
2692163	DB16464
2692164	DB16466
2692165	DB16470
2692166	DB16471
2692167	DB16472
2692168	DB16473
2692169	DB16475
2692170	DB16477
2692171	DB16480
2692172	DB16483
2692174	DB16486
2692175	DB16487
2692176	DB16488
2692177	DB16491
2692178	DB16492
2692179	DB16497
2692180	DB16499
2692181	DB16500
2692182	DB16501
2692183	DB16502
2692184	DB16503
2692186	DB16505
2692188	DB16507
2692189	DB16509
2692190	DB16511
2692191	DB16512
2692192	DB16516
2692195	DB19326
2692196	DB19327
2692197	DB19328
2692198	DB19329
2692199	DB19330
2692200	DB19331
2692201	DB19332
2692202	DB19333
2692203	DB05637
2692204	DB05646
2692205	DB05648
2692209	DB05725
2692210	DB05726
2692247	DB05636
2692251	DB05726
2692252	DB16466
2692253	DB16477
2692254	DB06025
2692255	DB16473
2692258	DB05970
2692260	DB06044
2692261	DB06044
2692262	DB19353
2692267	DB19378
2692311	DB16454
2692312	DB16454
2692313	DB16454
2692319	DB06037
2692490	DB19370
2692491	DB19370
2692492	DB19370
2692493	DB16492
2692494	DB16511
2692495	DB16463
2692496	DB16462
2692498	DB06363
2692499	DB16491
2692500	DB06316
2692501	DB06373
2692502	DB19372
2692503	DB19372
2692504	DB19372
2692505	DB19372
2692506	DB19372
2692507	DB19372
2692508	DB19372
2692509	DB05646
2692697	DB08885
2692701	DB05637
2692702	DB06181
2692703	DB06181
2692704	DB06108
2692707	DB19362
2692708	DB19362
2692709	DB19362
2692710	DB19362
2692711	DB19362
2692712	DB19362
2692713	DB19362
2692714	DB19379
2692715	DB19379
2692716	DB19379
2692720	DB15142
2692721	DB15142
2692722	DB17473
2692723	DB13583
2692724	DB18592
2692725	DB18620
2692726	DB01326
2692728	DB16468
2692729	DB16468
2692730	DB16468
2692731	DB16468
2692732	DB16468
2692733	DB16468
2692734	DB16468
2692735	DB16468
2692736	DB16468
2692737	DB16468
2692738	DB18676
2693635	DB18676
2693758	DB11914
2694283	DB05025
2694730	DB19385
2694731	DB19386
2694732	DB19389
2694734	DB19397
2694735	DB19409
2694736	DB19410
2694737	DB19411
2694740	DB19416
2694741	DB19417
2694742	DB19418
2694743	DB19420
2694828	DB15357
2695422	DB15275
2695490	DB19385
2695523	DB19420
2695716	DB05025
2695722	DB14276
2695774	DB16171
2695775	DB16683
2695869	DB15118
2695994	DB14272
2697036	DB19436
2697037	DB19437
2697038	DB19438
2697133	DB17725
2697463	DB16638
2697730	DB13906
2698195	DB17362
2698198	DB15471
2698200	DB15471
2698312	DB17999
2698325	DB18515
2698762	DB16780
2698780	DB15075
2698781	DB19442
2698782	DB19443
2698783	DB19444
2698784	DB19439
2698785	DB19440
2698786	DB19441
2698787	DB19445
2698788	DB19446
2698789	DB19447
2698790	DB19450
2698791	DB19451
2698792	DB19452
2699588	DB15559
2700212	DB13906
2700660	DB00112
2700665	DB05679
2700714	DB00072
2700761	DB18032
2700762	DB18773
2700765	DB13973
2701334	DB19425
2701386	DB18518
2701418	DB18728
2701430	DB15141
2701431	DB18373
2703033	DB16410
2703034	DB16410
2703524	DB16078
2703527	DB16707
2703529	DB15166
2703532	DB14760
2703535	DB21996
2703539	DB15622
2703545	DB21908
2703664	DB05930
2703665	DB06031
2703666	DB17626
2703667	DB19408
2703670	DB21745
2703671	DB21746
2703672	DB21747
2703673	DB21748
2703674	DB21749
2703675	DB21750
2703676	DB21751
2703678	DB21753
2704819	DB18927
2705361	DB14276
2705378	DB17520
2705551	DB07101
2706479	DB08885
2706491	DB15567
2706492	DB18184
2706495	DB21756
2706496	DB21757
2707119	DB21766
2707121	DB21767
2707122	DB21768
2707366	DB21756
2707367	DB18752
2708333	DB12820
2708830	DB05344
2708995	DB21765
2708995	DB22670
2708995	DB22672
2709206	DB14361
2709212	DB12134
2709439	DB15002
2710434	DB18712
2710449	DB06199
2710625	DB13973
2710627	DB03275
2710628	DB03523
2710629	DB03785
2710630	DB03825
2710631	DB03945
2710632	DB04045
2710633	DB01629
2710634	DB01643
2710635	DB01685
2710636	DB01750
2710637	DB01901
2710639	DB02009
2710640	DB02070
2710641	DB02175
2710642	DB02202
2710643	DB02219
2710644	DB02234
2710645	DB02282
2710646	DB02512
2710647	DB02520
2710648	DB02621
2710649	DB02655
2710650	DB02757
2710651	DB02758
2710652	DB02843
2710653	DB03081
2710654	DB03127
2710655	DB03203
2710656	DB04185
2710657	DB04252
2710658	DB04297
2710659	DB04440
2710661	DB04541
2710662	DB14097
2710663	DB14122
2710664	DB15780
2710665	DB15784
2710666	DB15790
2710667	DB16623
2710668	DB16637
2710670	DB07278
2710671	DB07702
2710672	DB15833
2710673	DB15835
2710674	DB16788
2710675	DB16789
2710676	DB16790
2710677	DB16798
2710678	DB16803
2710679	DB16810
2710680	DB16964
2710681	DB17073
2710682	DB17080
2710683	DB17249
2710684	DB17387
2710685	DB17716
2710686	DB18083
2710687	DB20606
2710688	DB21761
2710689	DB21763
2710691	DB07938
2710692	DB08027
2710693	DB08037
2710695	DB08840
2710696	DB08922
2710697	DB14142
2710698	DB15872
2710700	DB15885
2710701	DB15886
2710702	DB15911
2710704	DB15944
2710706	DB15969
2710707	DB15973
2710708	DB15977
2710710	DB15988
2710711	DB15990
2710712	DB15991
2710713	DB15998
2710714	DB16000
2710715	DB16004
2710716	DB16527
2710719	DB16565
2710720	DB16569
2710722	DB16573
2710723	DB16574
2710724	DB16578
2710725	DB16579
2710726	DB16585
2710727	DB16587
2710728	DB12007
2710729	DB13104
2710730	DB13183
2710732	DB14708
2710733	DB14729
2710734	DB15470
2710735	DB15488
2710736	DB15498
2710737	DB13920
2710738	DB13927
2710739	DB13963
2710740	DB13978
2710741	DB15584
2710743	DB15619
2710744	DB15622
2710745	DB04074
2710746	DB04076
2710747	DB04149
2710748	DB04166
2710749	DB14066
2710750	DB14070
2710751	DB14073
2710753	DB14079
2710755	DB16603
2710756	DB16617
2710844	DB00093
2711577	DB14321
2711624	DB08922
2711625	DB16362
2711689	DB14764
2711885	DB14312
2712039	DB15532
2712040	DB14298
2712070	DB12212
2712094	DB14251
2712095	DB13862
2712096	DB13862
2712235	DB13290
2712542	DB16747
2712546	DB14860
2712628	DB14272
2712629	DB14272
2712693	DB16257
2713314	DB17895
2713353	DB16748
2713354	DB16877
2713355	DB19390
2713356	DB21770
2713357	DB12247
2713391	DB21770
2713734	DB09039
2713735	DB11710
2713736	DB05317
2713794	DB11664
2713795	DB15770
2714237	DB14838
2714502	DB12282
2714515	DB15254
2715382	DB06643
2715399	DB08885
2715476	DB16202
2715477	DB12796
2715478	DB16295
2715479	DB16479
2715480	DB17958
2715481	DB21758
2715482	DB04968
2715523	DB21758
2715525	DB11576
2715526	DB16479
2716478	DB16369
2716558	DB18847
2716801	DB19202
2716802	DB18877
2716919	DB18711
2717169	DB15629
2717511	DB15770
2717512	DB15770
2717662	DB10977
2717688	DB06138
2717689	DB15003
2717690	DB18317
2717691	DB19449
2717692	DB21764
2717693	DB21774
2717694	DB21906
2717695	DB21907
2717696	DB19449
2717697	DB21774
2717833	DB15284
2717834	DB16335
2717943	DB22671
2717944	DB18305
2719226	DB18925
2719300	DB22669
2719416	DB17447
2719477	DB17447
2720359	DB31654
2721163	DB16133
2721194	DB14844
2721211	DB16506
2721212	DB17836
2721213	DB18328
2721214	DB18344
2721215	DB18653
2721216	DB19415
2721217	DB19473
2721218	DB19506
2721219	DB19508
2721220	DB19550
2721221	DB19582
2721222	DB19590
2721223	DB19620
2721224	DB19675
2721225	DB19710
2721226	DB19722
2721227	DB19723
2721228	DB19856
2721229	DB19882
2721230	DB19972
2721231	DB20023
2721232	DB20039
2721233	DB20084
2721234	DB20120
2721235	DB20161
2721236	DB20217
2721237	DB20324
2721238	DB20424
2721239	DB20425
2721240	DB20448
2721241	DB20492
2721242	DB20529
2721243	DB20602
2721244	DB20663
2721245	DB20752
2721246	DB20763
2721247	DB20799
2721248	DB20916
2721249	DB20918
2721250	DB21067
2721251	DB21085
2721252	DB21095
2721253	DB21096
2721254	DB21123
2721255	DB21154
2721256	DB21222
2721257	DB21262
2721258	DB21288
2721259	DB21295
2721260	DB21296
2721261	DB21300
2721262	DB21367
2721263	DB21394
2721264	DB21402
2721265	DB21439
2721266	DB21453
2721267	DB21454
2721268	DB21455
2721269	DB21458
2721270	DB21465
2721271	DB21466
2721272	DB21469
2721273	DB21471
2721274	DB21472
2721275	DB21473
2721276	DB21474
2721277	DB21477
2721278	DB21480
2721279	DB21481
2721280	DB21486
2721281	DB21487
2721282	DB21490
2721283	DB21491
2721284	DB21493
2721285	DB21576
2721286	DB21578
2721287	DB21579
2721288	DB21580
2721289	DB21582
2721290	DB21583
2721291	DB21586
2721292	DB21587
2721293	DB21588
2721294	DB21591
2721295	DB21593
2721296	DB21594
2721297	DB21598
2721298	DB21602
2721299	DB21603
2721300	DB21606
2721301	DB21607
2721302	DB21609
2721303	DB21610
2721304	DB21613
2721305	DB21614
2721306	DB21616
2721307	DB21618
2721308	DB21621
2721309	DB21623
2721310	DB21624
2721311	DB21629
2721312	DB21631
2721313	DB21632
2721314	DB21635
2721315	DB21636
2721316	DB21642
2721317	DB21646
2721318	DB21649
2721319	DB21651
2721320	DB21662
2721321	DB21663
2721323	DB21669
2721324	DB21496
2721325	DB21498
2721326	DB21508
2721327	DB21509
2721328	DB21512
2721329	DB21514
2721330	DB21516
2721331	DB21517
2721332	DB21519
2721333	DB21520
2721334	DB21521
2721335	DB21522
2721336	DB21524
2721337	DB21526
2721338	DB21527
2721339	DB21528
2721340	DB21534
2721341	DB21537
2721342	DB21539
2721343	DB21542
2721344	DB21543
2721345	DB21544
2721346	DB21547
2721347	DB21549
2721348	DB21550
2721349	DB21551
2721350	DB21552
2721351	DB21553
2721352	DB21554
2721353	DB21555
2721354	DB21559
2721355	DB21561
2721356	DB21565
2721357	DB21566
2721358	DB21568
2721359	DB21574
2721360	DB21679
2721361	DB21683
2721362	DB21693
2721363	DB21696
2721364	DB21697
2721365	DB21701
2721366	DB21702
2721367	DB21703
2721368	DB21705
2721369	DB21706
2721370	DB03408
2721371	DB05212
2721372	DB21709
