branded_drug	ingredient
DRON:00086381	CHEBI:77868
DRON:00086381	DRON:00018290
DRON:00086381	DRON:00723210
DRON:00086381	DRON:00723258
DRON:00086382	CHEBI:15377
DRON:00086382	CHEBI:17992
DRON:00086382	CHEBI:53426
DRON:00086382	DRON:00018612
DRON:00086383	CHEBI:15377
DRON:00086383	CHEBI:17992
DRON:00086383	CHEBI:53426
DRON:00086383	DRON:00018612
DRON:00086384	CHEBI:15377
DRON:00086384	CHEBI:17992
DRON:00086384	CHEBI:53426
DRON:00086384	DRON:00018612
DRON:00086385	CHEBI:15377
DRON:00086385	CHEBI:16997
DRON:00086385	CHEBI:17151
DRON:00086385	CHEBI:17754
DRON:00086385	CHEBI:30911
DRON:00086385	CHEBI:31835
DRON:00086385	CHEBI:32063
DRON:00086385	CHEBI:32234
DRON:00086385	CHEBI:46793
DRON:00086385	DRON:00723355
DRON:00086385	DRON:00723503
DRON:00086397	CHEBI:15377
DRON:00086397	CHEBI:17987
DRON:00086397	CHEBI:17992
DRON:00086398	CHEBI:30563
DRON:00086398	CHEBI:30618
DRON:00086398	CHEBI:46793
DRON:00086398	CHEBI:62968
DRON:00086398	DRON:00020263
DRON:00086399	CHEBI:15377
DRON:00086399	CHEBI:16997
DRON:00086399	CHEBI:26710
DRON:00086399	CHEBI:2877
DRON:00086399	CHEBI:31835
DRON:00086399	CHEBI:32063
DRON:00086399	CHEBI:77868
DRON:00086399	DRON:00723210
DRON:00086400	CHEBI:17992
DRON:00086400	CHEBI:29864
DRON:00086400	CHEBI:32178
DRON:00086400	CHEBI:32234
DRON:00086400	CHEBI:3311
DRON:00086400	CHEBI:50819
DRON:00086400	DRON:00019436
DRON:00086400	DRON:00020263
DRON:00086400	DRON:00723302
DRON:00086400	DRON:00723503
DRON:00086400	DRON:00723522
DRON:00086401	CHEBI:17992
DRON:00086401	CHEBI:29864
DRON:00086401	CHEBI:32178
DRON:00086401	CHEBI:32234
DRON:00086401	CHEBI:3311
DRON:00086401	CHEBI:50819
DRON:00086401	CHEBI:53700
DRON:00086401	DRON:00019232
DRON:00086401	DRON:00019436
DRON:00086401	DRON:00020263
DRON:00086401	DRON:00723302
DRON:00086401	DRON:00723522
DRON:00086402	CHEBI:17992
DRON:00086402	CHEBI:29864
DRON:00086402	CHEBI:32178
DRON:00086402	CHEBI:32234
DRON:00086402	CHEBI:3311
DRON:00086402	CHEBI:50819
DRON:00086402	DRON:00019436
DRON:00086402	DRON:00020263
DRON:00086402	DRON:00723302
DRON:00086402	DRON:00723503
DRON:00086402	DRON:00723522
DRON:00086403	CHEBI:17992
DRON:00086403	CHEBI:29864
DRON:00086403	CHEBI:32178
DRON:00086403	CHEBI:32234
DRON:00086403	CHEBI:3311
DRON:00086403	CHEBI:50819
DRON:00086403	CHEBI:53700
DRON:00086403	DRON:00019232
DRON:00086403	DRON:00019436
DRON:00086403	DRON:00020263
DRON:00086403	DRON:00723302
DRON:00086403	DRON:00723503
DRON:00086403	DRON:00723522
DRON:00086404	CHEBI:17992
DRON:00086404	CHEBI:29864
DRON:00086404	CHEBI:32178
DRON:00086404	CHEBI:32234
DRON:00086404	CHEBI:3311
DRON:00086404	CHEBI:50819
DRON:00086404	CHEBI:53700
DRON:00086404	DRON:00019232
DRON:00086404	DRON:00019436
DRON:00086404	DRON:00020263
DRON:00086404	DRON:00723302
DRON:00086404	DRON:00723503
DRON:00086404	DRON:00723522
DRON:00086408	CHEBI:17992
DRON:00086408	CHEBI:29864
DRON:00086408	CHEBI:32178
DRON:00086408	CHEBI:32234
DRON:00086408	CHEBI:3311
DRON:00086408	CHEBI:50819
DRON:00086408	CHEBI:53700
DRON:00086408	DRON:00019232
DRON:00086408	DRON:00019436
DRON:00086408	DRON:00020263
DRON:00086408	DRON:00723302
DRON:00086408	DRON:00723522
DRON:00086415	CHEBI:15377
DRON:00086415	CHEBI:17234
DRON:00086415	CHEBI:17883
DRON:00086415	CHEBI:32145
DRON:00086416	DRON:00017909
DRON:00086416	DRON:00018231
DRON:00086417	CHEBI:16997
DRON:00086417	CHEBI:17716
DRON:00086417	CHEBI:30563
DRON:00086417	CHEBI:30618
DRON:00086417	CHEBI:32234
DRON:00086417	CHEBI:46793
DRON:00086417	CHEBI:62968
DRON:00086417	CHEBI:77868
DRON:00086417	CHEBI:9661
DRON:00086417	DRON:00723503
DRON:00086419	CHEBI:16997
DRON:00086419	CHEBI:17716
DRON:00086419	CHEBI:181906
DRON:00086419	CHEBI:30563
DRON:00086419	CHEBI:30618
DRON:00086419	CHEBI:32234
DRON:00086419	CHEBI:46793
DRON:00086419	CHEBI:50819
DRON:00086419	CHEBI:62968
DRON:00086419	CHEBI:77868
DRON:00086419	CHEBI:9661
DRON:00086419	DRON:00723503
DRON:00086430	CHEBI:168426
DRON:00086430	CHEBI:30563
DRON:00086430	CHEBI:32234
DRON:00086430	CHEBI:50819
DRON:00086430	CHEBI:5291
DRON:00086430	CHEBI:87192
DRON:00086430	DRON:00723503
DRON:00086435	CHEBI:18346
DRON:00086435	CHEBI:30563
DRON:00086435	CHEBI:32178
DRON:00086435	CHEBI:32234
DRON:00086435	CHEBI:53248
DRON:00086435	DRON:00020263
DRON:00086435	DRON:00723499
DRON:00086435	DRON:00723503
DRON:00086435	DRON:00724134
DRON:00086438	CHEBI:15377
DRON:00086438	CHEBI:15676
DRON:00086438	CHEBI:16236
DRON:00086438	CHEBI:17754
DRON:00086438	CHEBI:28621
DRON:00086438	CHEBI:31835
DRON:00086438	CHEBI:32063
DRON:00086438	CHEBI:64275
DRON:00086438	DRON:00723258
DRON:00086438	DRON:00723470
DRON:00086438	DRON:00723912
DRON:00086438	DRON:00724097
DRON:00086439	CHEBI:15377
DRON:00086439	CHEBI:17883
DRON:00086439	CHEBI:32145
DRON:00086441	CHEBI:15377
DRON:00086441	CHEBI:17883
DRON:00086441	CHEBI:31835
DRON:00086441	CHEBI:32063
DRON:00086441	CHEBI:53258
DRON:00086443	CHEBI:18346
DRON:00086443	CHEBI:30563
DRON:00086443	CHEBI:32178
DRON:00086443	CHEBI:32234
DRON:00086443	CHEBI:50819
DRON:00086443	CHEBI:53248
DRON:00086443	DRON:00020263
DRON:00086443	DRON:00723223
DRON:00086443	DRON:00723522
DRON:00086443	DRON:00724134
DRON:00086444	CHEBI:17754
DRON:00086444	CHEBI:195250
DRON:00086444	CHEBI:31835
DRON:00086444	CHEBI:32063
DRON:00086444	CHEBI:32234
DRON:00086444	CHEBI:50819
DRON:00086444	CHEBI:5291
DRON:00086444	DRON:00723223
DRON:00086445	CHEBI:15377
DRON:00086445	CHEBI:17754
DRON:00086445	CHEBI:17992
DRON:00086445	CHEBI:18346
DRON:00086445	CHEBI:30911
DRON:00086445	CHEBI:31835
DRON:00086445	CHEBI:32063
DRON:00086445	DRON:00723499
DRON:00086459	CHEBI:17716
DRON:00086459	CHEBI:30563
DRON:00086459	CHEBI:30618
DRON:00086459	CHEBI:32234
DRON:00086459	CHEBI:46793
DRON:00086459	CHEBI:62968
DRON:00086459	DRON:00020263
DRON:00086469	CHEBI:15377
DRON:00086469	CHEBI:16997
DRON:00086469	CHEBI:17754
DRON:00086469	CHEBI:31835
DRON:00086469	CHEBI:32159
DRON:00086469	CHEBI:68428
DRON:00086469	DRON:00723537
DRON:00086469	DRON:00723927
DRON:00086472	CHEBI:16997
DRON:00086472	CHEBI:17716
DRON:00086472	CHEBI:18346
DRON:00086472	CHEBI:30563
DRON:00086472	CHEBI:32178
DRON:00086472	CHEBI:32234
DRON:00086472	CHEBI:50819
DRON:00086472	CHEBI:53248
DRON:00086472	CHEBI:77868
DRON:00086472	DRON:00020263
DRON:00086472	DRON:00723284
DRON:00086472	DRON:00723522
DRON:00086472	DRON:00724134
DRON:00086476	CHEBI:15377
DRON:00086476	CHEBI:166975
DRON:00086476	CHEBI:28600
DRON:00086476	CHEBI:28621
DRON:00086476	CHEBI:31835
DRON:00086476	CHEBI:3642
DRON:00086476	CHEBI:37830
DRON:00086476	DRON:00723403
DRON:00086476	DRON:00723473
DRON:00086476	DRON:00723556
DRON:00086476	DRON:00723799
DRON:00086477	CHEBI:15377
DRON:00086477	CHEBI:17883
DRON:00086477	CHEBI:31835
DRON:00086477	CHEBI:32063
DRON:00086477	CHEBI:53258
DRON:00086479	CHEBI:136014
DRON:00086479	CHEBI:15377
DRON:00086479	CHEBI:16125
DRON:00086479	CHEBI:16997
DRON:00086479	CHEBI:17754
DRON:00086479	CHEBI:28621
DRON:00086479	CHEBI:31835
DRON:00086479	CHEBI:32063
DRON:00086479	CHEBI:53424
DRON:00086479	CHEBI:9405
DRON:00086479	DRON:00015344
DRON:00086479	DRON:00723249
DRON:00086479	DRON:00723503
DRON:00086481	CHEBI:30618
DRON:00086481	CHEBI:32234
DRON:00086481	CHEBI:46793
DRON:00086481	CHEBI:53248
DRON:00086481	DRON:00020263
DRON:00086483	DRON:00015464
DRON:00086483	DRON:00018231
DRON:00086485	CHEBI:17824
DRON:00086485	CHEBI:27750
DRON:00086485	DRON:00723955
DRON:00086486	CHEBI:15377
DRON:00086486	CHEBI:17246
DRON:00086486	CHEBI:17716
DRON:00086486	CHEBI:30563
DRON:00086486	CHEBI:30618
DRON:00086486	CHEBI:32178
DRON:00086486	CHEBI:32234
DRON:00086486	CHEBI:46793
DRON:00086486	CHEBI:53248
DRON:00086486	CHEBI:53426
DRON:00086486	CHEBI:62968
DRON:00086486	DRON:00723503
DRON:00086486	DRON:00847532
DRON:00086487	CHEBI:15377
DRON:00086487	CHEBI:17246
DRON:00086487	CHEBI:30563
DRON:00086487	CHEBI:32178
DRON:00086487	CHEBI:32234
DRON:00086487	CHEBI:50819
DRON:00086487	CHEBI:53248
DRON:00086487	CHEBI:62968
DRON:00086487	DRON:00017493
DRON:00086487	DRON:00723226
DRON:00086488	CHEBI:168398
DRON:00086488	CHEBI:32178
DRON:00086488	CHEBI:32234
DRON:00086488	CHEBI:50819
DRON:00086488	DRON:00016127
DRON:00086488	DRON:00723302
DRON:00086488	DRON:00723448
DRON:00086488	DRON:00723716
DRON:00086488	DRON:00767224
DRON:00086488	DRON:00837871
DRON:00086494	CHEBI:15377
DRON:00086494	CHEBI:16236
DRON:00086494	CHEBI:16997
DRON:00086494	CHEBI:17883
DRON:00086494	CHEBI:17987
DRON:00086494	CHEBI:32145
DRON:00086494	CHEBI:52334
DRON:00086499	CHEBI:15377
DRON:00086499	CHEBI:16347
DRON:00086499	CHEBI:17113
DRON:00086499	CHEBI:32588
DRON:00086499	CHEBI:33118
DRON:00086499	CHEBI:3312
DRON:00086499	CHEBI:52357
DRON:00086499	CHEBI:65242
DRON:00086499	CHEBI:6636
DRON:00086499	CHEBI:78667
DRON:00086499	DRON:00723496
DRON:00086505	CHEBI:15377
DRON:00086505	CHEBI:17883
DRON:00086505	CHEBI:32145
DRON:00086506	CHEBI:30563
DRON:00086506	CHEBI:32234
DRON:00086506	CHEBI:5291
DRON:00086506	CHEBI:53700
DRON:00086506	CHEBI:62968
DRON:00086506	DRON:00723503
DRON:00086508	CHEBI:15377
DRON:00086508	CHEBI:168845
DRON:00086508	CHEBI:17151
DRON:00086508	CHEBI:17754
DRON:00086508	CHEBI:30911
DRON:00086508	CHEBI:32145
DRON:00086508	CHEBI:53424
DRON:00086508	CHEBI:77868
DRON:00086508	CHEBI:83629
DRON:00086508	DRON:00016938
DRON:00086508	DRON:00018268
DRON:00086508	DRON:00723241
DRON:00086508	DRON:00723380
DRON:00086509	CHEBI:15377
DRON:00086509	CHEBI:16997
DRON:00086509	CHEBI:17246
DRON:00086509	CHEBI:17754
DRON:00086509	CHEBI:183688
DRON:00086509	CHEBI:26849
DRON:00086509	CHEBI:32234
DRON:00086509	CHEBI:5291
DRON:00086509	CHEBI:73504
DRON:00086509	DRON:00017826
DRON:00086509	DRON:00723767
DRON:00086509	DRON:00807844
DRON:00086511	CHEBI:32234
DRON:00086511	CHEBI:5291
DRON:00086511	CHEBI:62968
DRON:00086511	CHEBI:87192
DRON:00086511	DRON:00723503
DRON:00086512	CHEBI:177857
DRON:00086512	CHEBI:189897
DRON:00086512	CHEBI:62968
DRON:00086512	DRON:00724162
DRON:00086513	CHEBI:17883
DRON:00086513	CHEBI:31835
DRON:00086513	CHEBI:32063
DRON:00086513	CHEBI:53258
DRON:00086514	CHEBI:15377
DRON:00086514	CHEBI:16236
DRON:00086514	CHEBI:32178
DRON:00086514	CHEBI:53424
DRON:00086514	DRON:00723241
DRON:00086514	DRON:00723508
DRON:00086514	DRON:00723821
DRON:00086514	DRON:00723930
DRON:00086515	CHEBI:16236
DRON:00086518	CHEBI:17246
DRON:00086518	CHEBI:30563
DRON:00086518	CHEBI:32178
DRON:00086518	CHEBI:32234
DRON:00086518	CHEBI:46793
DRON:00086518	CHEBI:62968
DRON:00086518	DRON:00020263
DRON:00086518	DRON:00723329
DRON:00086518	DRON:00723503
DRON:00086519	CHEBI:15377
DRON:00086519	CHEBI:26710
DRON:00086519	CHEBI:33118
DRON:00086519	CHEBI:53258
DRON:00086520	CHEBI:15377
DRON:00086520	CHEBI:28940
DRON:00086520	CHEBI:78002
DRON:00086520	DRON:00017909
DRON:00086520	DRON:00018209
DRON:00086520	DRON:00723292
DRON:00086520	DRON:00723983
DRON:00086520	DRON:01002930
DRON:00086522	CHEBI:30563
DRON:00086522	CHEBI:32178
DRON:00086522	DRON:00018745
DRON:00086522	DRON:00723255
DRON:00086523	CHEBI:15377
DRON:00086523	CHEBI:16997
DRON:00086523	CHEBI:31835
DRON:00086523	CHEBI:53258
DRON:00086523	DRON:00723223
DRON:00086524	CHEBI:15377
DRON:00086524	CHEBI:28940
DRON:00086524	CHEBI:78002
DRON:00086524	DRON:00017909
DRON:00086524	DRON:00018209
DRON:00086524	DRON:00018231
DRON:00086524	DRON:00723292
DRON:00086524	DRON:00723983
DRON:00086524	DRON:01002930
DRON:00086531	CHEBI:15377
DRON:00086531	CHEBI:33118
DRON:00086535	CHEBI:30187
DRON:00086535	CHEBI:62968
DRON:00086535	DRON:00723503
DRON:00086539	CHEBI:16236
DRON:00086539	CHEBI:168426
DRON:00086539	CHEBI:16997
DRON:00086539	DRON:00723253
DRON:00086539	DRON:00724052
DRON:00086539	DRON:00724114
DRON:00086543	CHEBI:17246
DRON:00086543	CHEBI:30563
DRON:00086543	CHEBI:32159
DRON:00086543	CHEBI:32178
DRON:00086543	CHEBI:32234
DRON:00086543	CHEBI:46793
DRON:00086543	CHEBI:53248
DRON:00086543	CHEBI:53700
DRON:00086543	CHEBI:62968
DRON:00086543	DRON:00020263
DRON:00086543	DRON:00723499
DRON:00086543	DRON:00723503
DRON:00086543	DRON:00723505
DRON:00086543	DRON:00845278
DRON:00086545	CHEBI:30187
DRON:00086545	CHEBI:30618
DRON:00086545	CHEBI:32234
DRON:00086545	CHEBI:46793
DRON:00086545	CHEBI:53426
DRON:00086545	CHEBI:62968
DRON:00086545	DRON:00020263
DRON:00086545	DRON:00723223
DRON:00086545	DRON:00723360
DRON:00086546	CHEBI:17246
DRON:00086546	CHEBI:30187
DRON:00086546	CHEBI:30618
DRON:00086546	CHEBI:32178
DRON:00086546	CHEBI:32234
DRON:00086546	CHEBI:46793
DRON:00086546	CHEBI:53248
DRON:00086546	CHEBI:53426
DRON:00086546	CHEBI:53700
DRON:00086546	CHEBI:62968
DRON:00086546	CHEBI:77868
DRON:00086546	DRON:00020263
DRON:00086546	DRON:00723223
DRON:00086547	CHEBI:30618
DRON:00086547	CHEBI:46793
DRON:00086547	CHEBI:53248
DRON:00086547	CHEBI:62968
DRON:00086547	DRON:00020263
DRON:00086547	DRON:00723503
DRON:00086547	DRON:00723505
DRON:00086547	DRON:00845278
DRON:00086548	CHEBI:16997
DRON:00086548	CHEBI:30563
DRON:00086548	CHEBI:30618
DRON:00086548	CHEBI:32234
DRON:00086548	CHEBI:53248
DRON:00086548	CHEBI:62968
DRON:00086548	CHEBI:9661
DRON:00086548	DRON:00020263
DRON:00086548	DRON:00723223
DRON:00086548	DRON:00723499
DRON:00086548	DRON:00723505
DRON:00086548	DRON:00845278
DRON:00086565	CHEBI:16236
DRON:00086565	DRON:00015344
DRON:00086566	CHEBI:16134
DRON:00086566	CHEBI:16997
DRON:00086566	CHEBI:30563
DRON:00086566	CHEBI:32234
DRON:00086566	CHEBI:62968
DRON:00086566	CHEBI:90184
DRON:00086568	CHEBI:15377
DRON:00086568	CHEBI:26710
DRON:00086568	CHEBI:30618
DRON:00086568	DRON:00018289
DRON:00086568	DRON:00723223
DRON:00086568	DRON:00723816
DRON:00086568	DRON:00723832
DRON:00086568	DRON:00723850
DRON:00086574	CHEBI:16997
DRON:00086574	CHEBI:181906
DRON:00086574	CHEBI:25140
DRON:00086574	CHEBI:30563
DRON:00086574	CHEBI:30618
DRON:00086574	CHEBI:32178
DRON:00086574	CHEBI:32234
DRON:00086574	CHEBI:33130
DRON:00086574	CHEBI:35149
DRON:00086574	CHEBI:53248
DRON:00086574	CHEBI:62968
DRON:00086574	DRON:00020263
DRON:00086574	DRON:00723488
DRON:00086576	CHEBI:30563
DRON:00086576	CHEBI:62968
DRON:00086576	DRON:00020263
DRON:00086577	CHEBI:15377
DRON:00086577	CHEBI:16125
DRON:00086577	CHEBI:16997
DRON:00086577	CHEBI:32154
DRON:00086577	CHEBI:37585
DRON:00086577	DRON:00016108
DRON:00086577	DRON:00017909
DRON:00086577	DRON:00018231
DRON:00086577	DRON:00723364
DRON:00086577	DRON:00723508
DRON:00086578	CHEBI:31835
DRON:00086578	CHEBI:32063
DRON:00086578	CHEBI:32139
DRON:00086578	CHEBI:32178
DRON:00086578	CHEBI:35176
DRON:00086578	CHEBI:36560
DRON:00086578	DRON:00020263
DRON:00086579	CHEBI:140503
DRON:00086579	CHEBI:16236
DRON:00086579	CHEBI:30363
DRON:00086579	CHEBI:32178
DRON:00086579	CHEBI:34247
DRON:00086579	DRON:00020263
DRON:00086579	DRON:00723303
DRON:00086579	DRON:00723652
DRON:00086580	CHEBI:132106
DRON:00086580	CHEBI:15377
DRON:00086580	CHEBI:16914
DRON:00086580	CHEBI:17824
DRON:00086580	CHEBI:30768
DRON:00086581	CHEBI:132106
DRON:00086581	CHEBI:15377
DRON:00086581	CHEBI:16914
DRON:00086581	CHEBI:17824
DRON:00086581	CHEBI:30768
DRON:00086582	CHEBI:15377
DRON:00086582	CHEBI:16125
DRON:00086582	CHEBI:17754
DRON:00086582	CHEBI:28621
DRON:00086582	CHEBI:31835
DRON:00086582	CHEBI:32063
DRON:00086582	CHEBI:63036
DRON:00086582	DRON:00017909
DRON:00086582	DRON:00723258
DRON:00086585	CHEBI:136014
DRON:00086585	CHEBI:15377
DRON:00086585	CHEBI:15676
DRON:00086585	CHEBI:16125
DRON:00086585	CHEBI:16997
DRON:00086585	CHEBI:17754
DRON:00086585	CHEBI:32145
DRON:00086585	CHEBI:77868
DRON:00086585	CHEBI:84262
DRON:00086585	CHEBI:86477
DRON:00086585	DRON:00015749
DRON:00086585	DRON:00017909
DRON:00086585	DRON:00018822
DRON:00086585	DRON:00723232
DRON:00086585	DRON:00723250
DRON:00086585	DRON:00724131
DRON:00086587	CHEBI:15377
DRON:00086587	CHEBI:16125
DRON:00086587	CHEBI:17754
DRON:00086587	CHEBI:28621
DRON:00086587	CHEBI:31835
DRON:00086587	CHEBI:32063
DRON:00086587	CHEBI:63036
DRON:00086587	CHEBI:9405
DRON:00086587	DRON:00017909
DRON:00086587	DRON:00723503
DRON:00086591	CHEBI:15377
DRON:00086591	CHEBI:17754
DRON:00086591	CHEBI:26710
DRON:00086591	CHEBI:32159
DRON:00086591	CHEBI:53258
DRON:00086591	CHEBI:53700
DRON:00086591	CHEBI:9405
DRON:00086591	DRON:00723223
DRON:00086591	DRON:00723499
DRON:00086591	DRON:00723503
DRON:00086591	DRON:00723504
DRON:00086591	DRON:00723520
DRON:00086592	CHEBI:15377
DRON:00086592	CHEBI:32159
DRON:00086592	DRON:00723499
DRON:00086592	DRON:00723503
DRON:00086600	CHEBI:15377
DRON:00086602	CHEBI:15377
DRON:00086602	CHEBI:30911
DRON:00086602	CHEBI:37585
DRON:00086602	CHEBI:53424
DRON:00086602	CHEBI:77868
DRON:00086602	DRON:00723503
DRON:00086602	DRON:00723891
DRON:00086603	CHEBI:15377
DRON:00086603	CHEBI:17754
DRON:00086603	CHEBI:26078
DRON:00086603	CHEBI:32145
DRON:00086603	CHEBI:32159
DRON:00086603	CHEBI:37585
DRON:00086603	CHEBI:82661
DRON:00086603	CHEBI:85146
DRON:00086603	DRON:00723248
DRON:00086605	CHEBI:16236
DRON:00086605	CHEBI:30363
DRON:00086605	DRON:00723258
DRON:00086605	DRON:00723292
DRON:00086605	DRON:00723989
DRON:00086606	CHEBI:17246
DRON:00086606	CHEBI:17716
DRON:00086606	CHEBI:181906
DRON:00086606	CHEBI:30563
DRON:00086606	CHEBI:30618
DRON:00086606	CHEBI:32178
DRON:00086606	CHEBI:32234
DRON:00086606	CHEBI:46793
DRON:00086606	CHEBI:50819
DRON:00086606	CHEBI:53248
DRON:00086606	CHEBI:62968
DRON:00086606	CHEBI:9661
DRON:00086606	DRON:00020263
DRON:00086606	DRON:00723360
DRON:00086606	DRON:00937521
DRON:00086607	CHEBI:168426
DRON:00086607	CHEBI:17234
DRON:00086607	CHEBI:32178
DRON:00086607	CHEBI:32234
DRON:00086607	CHEBI:46793
DRON:00086607	CHEBI:5291
DRON:00086609	CHEBI:168426
DRON:00086609	CHEBI:17234
DRON:00086609	CHEBI:32178
DRON:00086609	CHEBI:32234
DRON:00086609	CHEBI:46793
DRON:00086609	CHEBI:5291
DRON:00086609	DRON:00723226
DRON:00086611	CHEBI:15377
DRON:00086611	CHEBI:16997
DRON:00086611	CHEBI:30911
DRON:00086611	CHEBI:31835
DRON:00086611	CHEBI:32063
DRON:00086611	DRON:00016938
DRON:00086611	DRON:00723503
DRON:00086613	CHEBI:15377
DRON:00086613	CHEBI:17151
DRON:00086613	CHEBI:17754
DRON:00086613	CHEBI:18145
DRON:00086613	CHEBI:9679
DRON:00086613	DRON:00019779
DRON:00086613	DRON:00723355
DRON:00086613	DRON:00723470
DRON:00086614	CHEBI:15377
DRON:00086614	CHEBI:17151
DRON:00086614	CHEBI:17754
DRON:00086614	CHEBI:30911
DRON:00086614	DRON:00018261
DRON:00086614	DRON:00018268
DRON:00086614	DRON:00723236
DRON:00086614	DRON:00723355
DRON:00086614	DRON:00723395
DRON:00086614	DRON:00724094
DRON:00086617	CHEBI:16134
DRON:00086617	CHEBI:16236
DRON:00086617	CHEBI:16997
DRON:00086617	CHEBI:17824
DRON:00086617	CHEBI:28885
DRON:00086617	CHEBI:30187
DRON:00086617	CHEBI:32234
DRON:00086617	CHEBI:50819
DRON:00086617	CHEBI:5291
DRON:00086617	CHEBI:53248
DRON:00086617	CHEBI:53700
DRON:00086617	CHEBI:62968
DRON:00086617	CHEBI:90184
DRON:00086617	DRON:00723223
DRON:00086617	DRON:00723499
DRON:00086617	DRON:00723503
DRON:00086618	CHEBI:15347
DRON:00086618	CHEBI:15377
DRON:00086618	CHEBI:16997
DRON:00086618	CHEBI:18145
DRON:00086618	DRON:00723258
DRON:00086619	DRON:00723519
DRON:00086621	CHEBI:15377
DRON:00086621	CHEBI:16109
DRON:00086621	CHEBI:16125
DRON:00086621	CHEBI:28621
DRON:00086621	CHEBI:28757
DRON:00086621	CHEBI:31832
DRON:00086621	CHEBI:31835
DRON:00086621	CHEBI:32063
DRON:00086621	CHEBI:32154
DRON:00086621	CHEBI:3374
DRON:00086621	CHEBI:64275
DRON:00086621	DRON:00017618
DRON:00086621	DRON:00018236
DRON:00086621	DRON:00723258
DRON:00086621	DRON:00723290
DRON:00086621	DRON:00723359
DRON:00086621	DRON:00723364
DRON:00086621	DRON:00723381
DRON:00086621	DRON:00723441
DRON:00086621	DRON:00723839
DRON:00086622	CHEBI:30563
DRON:00086622	CHEBI:32234
DRON:00086622	CHEBI:53424
DRON:00086622	CHEBI:62968
DRON:00086622	CHEBI:9661
DRON:00086622	DRON:00723987
DRON:00086624	CHEBI:16997
DRON:00086624	CHEBI:17234
DRON:00086624	CHEBI:17754
DRON:00086624	CHEBI:17992
DRON:00086624	DRON:00723223
DRON:00086624	DRON:00723440
DRON:00086624	DRON:00723487
DRON:00086624	DRON:00723499
DRON:00086627	CHEBI:15377
DRON:00086627	DRON:00017909
DRON:00086627	DRON:00018231
DRON:00086627	DRON:00019436
DRON:00086627	DRON:00724080
DRON:00086627	DRON:00724136
DRON:00086628	CHEBI:15377
DRON:00086628	CHEBI:16997
DRON:00086628	CHEBI:17754
DRON:00086628	CHEBI:26078
DRON:00086628	CHEBI:31835
DRON:00086628	CHEBI:32063
DRON:00086628	DRON:00018261
DRON:00086631	DRON:00013995
DRON:00086631	DRON:00723384
DRON:00086632	CHEBI:133326
DRON:00086632	DRON:00723634
DRON:00086632	DRON:00724129
DRON:00086633	CHEBI:22652
DRON:00086633	CHEBI:29864
DRON:00086633	CHEBI:32159
DRON:00086633	CHEBI:64746
DRON:00086634	CHEBI:15377
DRON:00086634	CHEBI:17754
DRON:00086634	CHEBI:24267
DRON:00086634	CHEBI:29016
DRON:00086634	CHEBI:31835
DRON:00086634	CHEBI:32063
DRON:00086634	CHEBI:32145
DRON:00086634	CHEBI:34247
DRON:00086634	CHEBI:35825
DRON:00086634	CHEBI:3642
DRON:00086634	CHEBI:40572
DRON:00086634	CHEBI:52683
DRON:00086634	CHEBI:7307
DRON:00086634	DRON:00018919
DRON:00086634	DRON:00723556
DRON:00086634	DRON:00723799
DRON:00086634	DRON:00723804
DRON:00086634	DRON:00724014
DRON:00086637	DRON:00723428
DRON:00086638	CHEBI:17992
DRON:00086638	DRON:00016483
DRON:00086638	DRON:00018236
DRON:00086638	DRON:00018261
DRON:00086638	DRON:00018753
DRON:00086638	DRON:00723210
DRON:00086638	DRON:00723397
DRON:00086638	DRON:00723408
DRON:00086638	DRON:00723711
DRON:00086638	DRON:00724035
DRON:00086639	CHEBI:145232
DRON:00086639	CHEBI:17151
DRON:00086639	CHEBI:26710
DRON:00086639	CHEBI:28757
DRON:00086639	CHEBI:6650
DRON:00086639	DRON:00018822
DRON:00086640	CHEBI:17151
DRON:00086640	CHEBI:26710
DRON:00086640	CHEBI:28757
DRON:00086640	CHEBI:32159
DRON:00086640	CHEBI:6650
DRON:00086640	DRON:00016127
DRON:00086640	DRON:00018822
DRON:00086640	DRON:00723626
DRON:00086641	CHEBI:30563
DRON:00086641	CHEBI:30742
DRON:00086641	CHEBI:32159
DRON:00086641	CHEBI:6650
DRON:00086641	DRON:00018822
DRON:00086641	DRON:00723451
DRON:00086641	DRON:00723626
DRON:00086644	CHEBI:17246
DRON:00086644	CHEBI:32178
DRON:00086644	CHEBI:32234
DRON:00086644	CHEBI:34247
DRON:00086644	CHEBI:46793
DRON:00086644	CHEBI:62968
DRON:00086644	DRON:00016127
DRON:00086644	DRON:00018822
DRON:00086644	DRON:00020263
DRON:00086644	DRON:00767224
DRON:00086644	DRON:00827263
DRON:00086646	CHEBI:15377
DRON:00086649	DRON:00013995
DRON:00086649	DRON:00723384
DRON:00086649	DRON:00723420
DRON:00086650	CHEBI:136014
DRON:00086650	CHEBI:15377
DRON:00086650	CHEBI:16997
DRON:00086650	CHEBI:17754
DRON:00086650	CHEBI:28621
DRON:00086650	CHEBI:31835
DRON:00086650	CHEBI:32063
DRON:00086650	DRON:00018236
DRON:00086650	DRON:00723423
DRON:00086650	DRON:00723503
DRON:00086651	DRON:00013995
DRON:00086651	DRON:00723384
DRON:00086651	DRON:00723420
DRON:00086652	CHEBI:136014
DRON:00086652	CHEBI:15377
DRON:00086652	CHEBI:16997
DRON:00086652	CHEBI:31835
