branded_drug	ingredient
DRON:00075694	CHEBI:77868
DRON:00075694	DRON:00723223
DRON:00075694	DRON:00723355
DRON:00075695	CHEBI:17754
DRON:00075695	CHEBI:30563
DRON:00075695	CHEBI:5291
DRON:00075695	DRON:00723499
DRON:00075696	CHEBI:17754
DRON:00075696	CHEBI:17992
DRON:00075696	CHEBI:30563
DRON:00075696	CHEBI:5291
DRON:00075696	DRON:00723522
DRON:00075697	CHEBI:168426
DRON:00075697	CHEBI:30563
DRON:00075697	CHEBI:32178
DRON:00075697	CHEBI:32234
DRON:00075697	CHEBI:46793
DRON:00075697	CHEBI:5291
DRON:00075697	CHEBI:53248
DRON:00075697	CHEBI:61000
DRON:00075697	CHEBI:62968
DRON:00075697	DRON:00723223
DRON:00075697	DRON:00723226
DRON:00075697	DRON:00723448
DRON:00075697	DRON:00724066
DRON:00075698	CHEBI:15347
DRON:00075698	CHEBI:15377
DRON:00075698	CHEBI:16236
DRON:00075698	CHEBI:27810
DRON:00075698	CHEBI:87661
DRON:00075699	CHEBI:17716
DRON:00075699	CHEBI:53700
DRON:00075699	DRON:00020263
DRON:00075699	DRON:00723223
DRON:00075699	DRON:00724165
DRON:00075700	CHEBI:17716
DRON:00075700	DRON:00020263
DRON:00075700	DRON:00724165
DRON:00075703	CHEBI:17824
DRON:00075703	CHEBI:25555
DRON:00075703	CHEBI:53248
DRON:00075703	CHEBI:73504
DRON:00075703	DRON:00723989
DRON:00075704	CHEBI:183688
DRON:00075706	CHEBI:16236
DRON:00075706	DRON:00016127
DRON:00075706	DRON:00019436
DRON:00075707	CHEBI:17824
DRON:00075707	CHEBI:25555
DRON:00075707	CHEBI:53248
DRON:00075707	CHEBI:73504
DRON:00075707	DRON:00723989
DRON:00075709	CHEBI:183688
DRON:00075711	CHEBI:16236
DRON:00075711	DRON:00016127
DRON:00075711	DRON:00019436
DRON:00075712	CHEBI:17824
DRON:00075712	CHEBI:25555
DRON:00075712	CHEBI:53248
DRON:00075712	CHEBI:73504
DRON:00075712	DRON:00723989
DRON:00075719	CHEBI:15377
DRON:00075719	CHEBI:15882
DRON:00075719	CHEBI:17231
DRON:00075719	CHEBI:17754
DRON:00075719	CHEBI:17883
DRON:00075719	CHEBI:27363
DRON:00075719	CHEBI:32145
DRON:00075719	CHEBI:34683
DRON:00075719	DRON:00011451
DRON:00075720	CHEBI:15377
DRON:00075720	CHEBI:15882
DRON:00075720	CHEBI:17231
DRON:00075720	CHEBI:17754
DRON:00075720	CHEBI:17883
DRON:00075720	CHEBI:27363
DRON:00075720	CHEBI:32145
DRON:00075720	CHEBI:34683
DRON:00075720	CHEBI:49976
DRON:00075720	DRON:00011451
DRON:00075722	CHEBI:15377
DRON:00075722	CHEBI:17231
DRON:00075722	CHEBI:17754
DRON:00075722	CHEBI:17883
DRON:00075722	CHEBI:27363
DRON:00075722	CHEBI:32145
DRON:00075722	CHEBI:49976
DRON:00075724	CHEBI:15377
DRON:00075724	CHEBI:17231
DRON:00075724	CHEBI:17754
DRON:00075724	CHEBI:17883
DRON:00075724	CHEBI:27363
DRON:00075724	CHEBI:32145
DRON:00075725	CHEBI:62968
DRON:00075725	DRON:00723389
DRON:00075730	CHEBI:17306
DRON:00075730	CHEBI:53426
DRON:00075755	CHEBI:168426
DRON:00075755	CHEBI:30563
DRON:00075755	CHEBI:32178
DRON:00075755	CHEBI:32234
DRON:00075755	CHEBI:46793
DRON:00075755	CHEBI:50819
DRON:00075755	CHEBI:5291
DRON:00075755	CHEBI:53248
DRON:00075755	CHEBI:62968
DRON:00075755	DRON:00723223
DRON:00075755	DRON:00723226
DRON:00075755	DRON:00723448
DRON:00075755	DRON:00724066
DRON:00075764	CHEBI:17716
DRON:00075764	DRON:00018745
DRON:00075765	CHEBI:53700
DRON:00075765	CHEBI:62968
DRON:00075765	DRON:00723503
DRON:00075781	CHEBI:15377
DRON:00075781	CHEBI:16125
DRON:00075781	CHEBI:16997
DRON:00075781	CHEBI:17754
DRON:00075781	CHEBI:31765
DRON:00075781	CHEBI:31835
DRON:00075781	CHEBI:32063
DRON:00075781	DRON:00017909
DRON:00075781	DRON:00018289
DRON:00075792	CHEBI:17992
DRON:00075792	CHEBI:26710
DRON:00075794	CHEBI:15377
DRON:00075794	CHEBI:16997
DRON:00075794	CHEBI:31835
DRON:00075794	CHEBI:32145
DRON:00075794	DRON:00017826
DRON:00075794	DRON:00723518
DRON:00075798	CHEBI:15377
DRON:00075798	CHEBI:16997
DRON:00075798	DRON:00018231
DRON:00075798	DRON:00723258
DRON:00075798	DRON:00723364
DRON:00075811	CHEBI:15377
DRON:00075811	CHEBI:16125
DRON:00075811	CHEBI:17987
DRON:00075811	CHEBI:183394
DRON:00075811	CHEBI:32154
DRON:00075811	CHEBI:53425
DRON:00075811	CHEBI:77417
DRON:00075811	DRON:00019436
DRON:00075811	DRON:00723915
DRON:00075813	CHEBI:15377
DRON:00075813	CHEBI:16125
DRON:00075813	CHEBI:17987
DRON:00075813	CHEBI:183394
DRON:00075813	CHEBI:32154
DRON:00075813	CHEBI:53425
DRON:00075813	CHEBI:77417
DRON:00075813	DRON:00017909
DRON:00075813	DRON:00723246
DRON:00075813	DRON:00723915
DRON:00075821	CHEBI:30563
DRON:00075821	CHEBI:30618
DRON:00075821	CHEBI:32234
DRON:00075821	CHEBI:46793
DRON:00075821	CHEBI:53426
DRON:00075821	CHEBI:62968
DRON:00075821	DRON:00020263
DRON:00075821	DRON:00723223
DRON:00075828	DRON:00723592
DRON:00075828	DRON:00724076
DRON:00075829	DRON:00723592
DRON:00075829	DRON:00724076
DRON:00075830	DRON:00723592
DRON:00075830	DRON:00724076
DRON:00075831	CHEBI:168398
DRON:00075831	CHEBI:30563
DRON:00075831	CHEBI:30618
DRON:00075831	CHEBI:32178
DRON:00075831	CHEBI:32234
DRON:00075831	CHEBI:46793
DRON:00075831	CHEBI:50819
DRON:00075831	CHEBI:62968
DRON:00075831	DRON:00018745
DRON:00075831	DRON:00723449
DRON:00075831	DRON:00723451
DRON:00075869	CHEBI:30563
DRON:00075869	CHEBI:32234
DRON:00075869	CHEBI:46793
DRON:00075869	CHEBI:53700
DRON:00075869	CHEBI:62968
DRON:00075869	DRON:00723503
DRON:00075870	CHEBI:30563
DRON:00075870	CHEBI:32234
DRON:00075870	CHEBI:46793
DRON:00075870	CHEBI:53700
DRON:00075870	CHEBI:62968
DRON:00075870	DRON:00723503
DRON:00075908	CHEBI:16236
DRON:00075908	CHEBI:17754
DRON:00075908	CHEBI:34247
DRON:00075908	DRON:00016127
DRON:00075908	DRON:00767224
DRON:00075908	DRON:00827263
DRON:00075911	CHEBI:30563
DRON:00075911	CHEBI:30618
DRON:00075911	CHEBI:32234
DRON:00075911	CHEBI:46726
DRON:00075911	CHEBI:50819
DRON:00075911	CHEBI:50821
DRON:00075911	CHEBI:62968
DRON:00075911	DRON:00723302
DRON:00075911	DRON:00723505
DRON:00075911	DRON:00845278
DRON:00075912	CHEBI:30563
DRON:00075912	CHEBI:30618
DRON:00075912	CHEBI:32234
DRON:00075912	CHEBI:46726
DRON:00075912	CHEBI:50819
DRON:00075912	CHEBI:50821
DRON:00075912	CHEBI:62968
DRON:00075912	DRON:00723226
DRON:00075912	DRON:00723302
DRON:00075912	DRON:00723505
DRON:00075912	DRON:00845278
DRON:00075914	CHEBI:32145
DRON:00075923	CHEBI:15377
DRON:00075923	CHEBI:17754
DRON:00075923	CHEBI:32145
DRON:00075923	DRON:00015618
DRON:00075923	DRON:00017909
DRON:00075923	DRON:00723319
DRON:00075923	DRON:00723359
DRON:00075928	CHEBI:32178
DRON:00075928	CHEBI:32234
DRON:00075928	CHEBI:5291
DRON:00075928	CHEBI:87192
DRON:00075928	DRON:00020263
DRON:00075928	DRON:00723499
DRON:00075928	DRON:00723503
DRON:00075928	DRON:00723505
DRON:00075928	DRON:00723927
DRON:00075936	CHEBI:25140
DRON:00075936	CHEBI:27941
DRON:00075936	CHEBI:2877
DRON:00075936	CHEBI:29864
DRON:00075936	CHEBI:30563
DRON:00075936	CHEBI:32139
DRON:00075936	CHEBI:50819
DRON:00075936	CHEBI:53426
DRON:00075936	CHEBI:62968
DRON:00075936	CHEBI:76359
DRON:00075936	DRON:00018025
DRON:00075936	DRON:00020263
DRON:00075936	DRON:00723226
DRON:00075936	DRON:00723487
DRON:00075936	DRON:00723505
DRON:00075936	DRON:00845278
DRON:00075939	CHEBI:15377
DRON:00075939	CHEBI:17231
DRON:00075939	CHEBI:17754
DRON:00075939	CHEBI:17883
DRON:00075939	CHEBI:27363
DRON:00075939	CHEBI:32145
DRON:00075941	CHEBI:35255
DRON:00075941	DRON:00019436
DRON:00075941	DRON:00723645
DRON:00075941	DRON:00724116
DRON:00075947	CHEBI:32178
DRON:00075947	CHEBI:32234
DRON:00075947	CHEBI:5291
DRON:00075947	CHEBI:87192
DRON:00075947	DRON:00020263
DRON:00075947	DRON:00723226
DRON:00075947	DRON:00723499
DRON:00075947	DRON:00723505
DRON:00075947	DRON:00723927
DRON:00075948	CHEBI:16997
DRON:00075948	CHEBI:53426
DRON:00075951	CHEBI:32178
DRON:00075951	CHEBI:32234
DRON:00075951	CHEBI:5291
DRON:00075951	CHEBI:87192
DRON:00075951	DRON:00020263
DRON:00075951	DRON:00723503
DRON:00075951	DRON:00723505
DRON:00075951	DRON:00723927
DRON:00075955	CHEBI:17716
DRON:00075955	CHEBI:34247
DRON:00075955	DRON:00020031
DRON:00075959	CHEBI:15882
DRON:00075959	CHEBI:17231
DRON:00075959	CHEBI:17754
DRON:00075959	CHEBI:17883
DRON:00075959	CHEBI:26710
DRON:00075959	CHEBI:27363
DRON:00075959	CHEBI:32145
DRON:00075965	CHEBI:15377
DRON:00075965	CHEBI:17987
DRON:00075965	CHEBI:183688
DRON:00075965	CHEBI:32145
DRON:00075965	CHEBI:32150
DRON:00075965	DRON:00017909
DRON:00075965	DRON:00723300
DRON:00075965	DRON:00723517
DRON:00075965	DRON:00723519
DRON:00075965	DRON:00723800
DRON:00075966	CHEBI:15377
DRON:00075966	CHEBI:29864
DRON:00075966	CHEBI:53258
DRON:00075969	CHEBI:15377
DRON:00075969	CHEBI:17754
DRON:00075969	CHEBI:30563
DRON:00075969	CHEBI:31835
DRON:00075969	CHEBI:32145
DRON:00075969	CHEBI:61468
DRON:00075969	DRON:00723250
DRON:00075969	DRON:00723685
DRON:00075975	CHEBI:15377
DRON:00075975	CHEBI:17151
DRON:00075975	CHEBI:17754
DRON:00075981	CHEBI:17716
DRON:00075981	CHEBI:17992
DRON:00075981	CHEBI:18145
DRON:00075981	CHEBI:31346
DRON:00075981	CHEBI:32026
DRON:00075981	CHEBI:32178
DRON:00075981	CHEBI:32234
DRON:00075981	CHEBI:46793
DRON:00075981	CHEBI:53248
DRON:00075981	CHEBI:62968
DRON:00075981	CHEBI:90184
DRON:00075981	DRON:00723256
DRON:00075981	DRON:00723302
DRON:00075981	DRON:00723360
DRON:00075981	DRON:00723572
DRON:00075981	DRON:00724100
DRON:00075982	CHEBI:30187
DRON:00075982	CHEBI:32234
DRON:00075982	CHEBI:62968
DRON:00075982	CHEBI:78310
DRON:00075982	DRON:00017826
DRON:00075982	DRON:00723223
DRON:00075983	CHEBI:15377
DRON:00075983	CHEBI:16236
DRON:00075983	CHEBI:16997
DRON:00075983	CHEBI:22652
DRON:00075983	CHEBI:25555
DRON:00075983	CHEBI:30911
DRON:00075983	CHEBI:31835
DRON:00075983	CHEBI:32063
DRON:00075983	CHEBI:62968
DRON:00075983	CHEBI:85146
DRON:00075983	DRON:00017826
DRON:00075983	DRON:00019651
DRON:00075983	DRON:00019735
DRON:00075984	CHEBI:15377
DRON:00075984	CHEBI:17987
DRON:00075984	CHEBI:17992
DRON:00075984	CHEBI:26078
DRON:00075984	CHEBI:32145
DRON:00075984	DRON:00017526
DRON:00075985	CHEBI:32234
DRON:00075985	CHEBI:53426
DRON:00075985	CHEBI:62968
DRON:00075985	DRON:00017826
DRON:00075985	DRON:00018745
DRON:00075985	DRON:00723222
DRON:00075985	DRON:00723223
DRON:00075986	CHEBI:30563
DRON:00075986	CHEBI:30618
DRON:00075986	CHEBI:32234
DRON:00075986	CHEBI:46726
DRON:00075986	CHEBI:50819
DRON:00075986	CHEBI:50821
DRON:00075986	CHEBI:62968
DRON:00075986	DRON:00723226
DRON:00075986	DRON:00723302
DRON:00075986	DRON:00723505
DRON:00075986	DRON:00845278
DRON:00075989	CHEBI:16134
DRON:00075989	CHEBI:16236
DRON:00075989	CHEBI:16997
DRON:00075989	CHEBI:17824
DRON:00075989	CHEBI:28885
DRON:00075989	CHEBI:30187
DRON:00075989	CHEBI:30563
DRON:00075989	CHEBI:32234
DRON:00075989	CHEBI:5291
DRON:00075989	CHEBI:62968
DRON:00075989	CHEBI:90184
DRON:00075989	DRON:00837873
DRON:00075997	CHEBI:15377
DRON:00075997	CHEBI:26710
DRON:00075997	CHEBI:53426
DRON:00075997	DRON:00017526
DRON:00075997	DRON:00018534
DRON:00075997	DRON:00018612
DRON:00075998	CHEBI:15377
DRON:00075998	CHEBI:26710
DRON:00075998	CHEBI:53426
DRON:00075998	DRON:00017526
DRON:00075998	DRON:00018534
DRON:00075998	DRON:00018612
DRON:00075999	CHEBI:15377
DRON:00075999	CHEBI:26710
DRON:00075999	CHEBI:53426
DRON:00075999	DRON:00017526
DRON:00075999	DRON:00018534
DRON:00075999	DRON:00018612
DRON:00076000	CHEBI:15377
DRON:00076000	CHEBI:26710
DRON:00076000	CHEBI:53426
DRON:00076000	DRON:00017526
DRON:00076000	DRON:00018534
DRON:00076000	DRON:00018612
DRON:00076001	CHEBI:15377
DRON:00076001	CHEBI:26710
DRON:00076001	CHEBI:53426
DRON:00076001	DRON:00017526
DRON:00076001	DRON:00018534
DRON:00076001	DRON:00018612
DRON:00076002	CHEBI:15377
DRON:00076002	CHEBI:30187
DRON:00076002	CHEBI:30618
DRON:00076002	CHEBI:32234
DRON:00076002	CHEBI:62968
DRON:00076002	CHEBI:9661
DRON:00076002	DRON:00020263
DRON:00076005	CHEBI:17716
DRON:00076005	CHEBI:30563
DRON:00076005	CHEBI:30618
DRON:00076005	CHEBI:32234
DRON:00076005	CHEBI:62968
DRON:00076005	CHEBI:9661
DRON:00076005	DRON:00723987
DRON:00076006	CHEBI:30618
DRON:00076006	CHEBI:32234
DRON:00076006	CHEBI:46793
DRON:00076006	CHEBI:53426
DRON:00076006	CHEBI:62968
DRON:00076007	CHEBI:30618
DRON:00076007	CHEBI:32234
DRON:00076007	CHEBI:46793
DRON:00076007	CHEBI:53426
DRON:00076007	CHEBI:62968
DRON:00076010	CHEBI:168398
DRON:00076010	CHEBI:30618
DRON:00076010	CHEBI:32178
DRON:00076010	CHEBI:32234
DRON:00076010	CHEBI:50819
DRON:00076010	CHEBI:9661
DRON:00076010	DRON:00020263
DRON:00076010	DRON:00723226
DRON:00076010	DRON:00723255
DRON:00076011	CHEBI:32139
DRON:00076011	CHEBI:32145
DRON:00076012	CHEBI:15377
DRON:00076012	CHEBI:16236
DRON:00076012	CHEBI:16997
DRON:00076014	CHEBI:17716
DRON:00076014	CHEBI:30563
DRON:00076014	CHEBI:32234
DRON:00076014	CHEBI:5291
DRON:00076014	CHEBI:53248
DRON:00076014	CHEBI:53700
DRON:00076014	CHEBI:62968
DRON:00076014	DRON:00723223
DRON:00076014	DRON:00723503
DRON:00076014	DRON:00723902
DRON:00076016	CHEBI:15377
DRON:00076016	CHEBI:16125
DRON:00076016	CHEBI:16997
DRON:00076016	CHEBI:17987
DRON:00076016	CHEBI:32145
DRON:00076016	CHEBI:32154
DRON:00076016	CHEBI:73504
DRON:00076017	CHEBI:30187
DRON:00076017	CHEBI:30618
DRON:00076017	CHEBI:32178
DRON:00076017	CHEBI:32234
DRON:00076017	CHEBI:46793
DRON:00076017	CHEBI:62968
DRON:00076017	DRON:00020263
DRON:00076017	DRON:00723190
DRON:00076017	DRON:00723360
DRON:00076018	CHEBI:15377
DRON:00076018	CHEBI:17754
DRON:00076018	CHEBI:30563
DRON:00076018	CHEBI:5291
DRON:00076018	DRON:00723223
DRON:00076018	DRON:00723499
DRON:00076025	CHEBI:17754
DRON:00076025	CHEBI:34247
DRON:00076025	CHEBI:5291
DRON:00076025	DRON:00723226
DRON:00076025	DRON:00723300
DRON:00076026	CHEBI:32234
DRON:00076026	CHEBI:5291
DRON:00076026	DRON:00020263
DRON:00076027	CHEBI:32234
DRON:00076027	CHEBI:5291
DRON:00076027	DRON:00020263
DRON:00076028	CHEBI:32234
DRON:00076028	CHEBI:5291
DRON:00076028	DRON:00020263
DRON:00076029	CHEBI:168426
DRON:00076029	CHEBI:16997
DRON:00076029	CHEBI:190296
DRON:00076029	CHEBI:29377
DRON:00076029	CHEBI:29864
DRON:00076029	CHEBI:32234
DRON:00076029	CHEBI:53426
DRON:00076029	DRON:00723226
DRON:00076029	DRON:00723448
DRON:00076029	DRON:00723505
DRON:00076029	DRON:00723927
DRON:00076029	DRON:00845278
DRON:00076032	CHEBI:15377
DRON:00076032	CHEBI:25555
DRON:00076032	CHEBI:26710
DRON:00076032	CHEBI:26836
DRON:00076034	CHEBI:62968
DRON:00076034	DRON:00016127
DRON:00076034	DRON:00723360
DRON:00076034	DRON:00767224
DRON:00076034	DRON:00827263
DRON:00076054	CHEBI:25140
DRON:00076054	CHEBI:30187
DRON:00076054	CHEBI:53248
DRON:00076054	DRON:00723223
DRON:00076054	DRON:00723505
DRON:00076054	DRON:00845278
DRON:00076056	CHEBI:30563
DRON:00076056	CHEBI:30618
DRON:00076056	CHEBI:32026
DRON:00076056	DRON:00018745
DRON:00076056	DRON:00723255
DRON:00076056	DRON:00723496
DRON:00076056	DRON:00723505
DRON:00076056	DRON:00845278
DRON:00076056	DRON:00858647
DRON:00076059	CHEBI:30618
DRON:00076059	CHEBI:32178
DRON:00076059	CHEBI:32234
DRON:00076059	CHEBI:62968
DRON:00076059	DRON:00016127
DRON:00076059	DRON:00723226
DRON:00076059	DRON:00723811
DRON:00076059	DRON:00767224
DRON:00076059	DRON:00827263
DRON:00076060	CHEBI:30618
DRON:00076060	CHEBI:32178
DRON:00076060	CHEBI:32234
DRON:00076060	CHEBI:62968
DRON:00076060	DRON:00016127
DRON:00076060	DRON:00723811
DRON:00076060	DRON:00767224
DRON:00076060	DRON:00827263
DRON:00076061	CHEBI:30618
DRON:00076061	CHEBI:32178
DRON:00076061	CHEBI:32234
DRON:00076061	CHEBI:62968
DRON:00076061	DRON:00016127
DRON:00076061	DRON:00723226
DRON:00076061	DRON:00723811
DRON:00076061	DRON:00767224
DRON:00076061	DRON:00827263
DRON:00076064	CHEBI:17716
DRON:00076064	CHEBI:32234
DRON:00076064	CHEBI:46793
DRON:00076064	CHEBI:53248
DRON:00076064	CHEBI:61468
DRON:00076064	CHEBI:62968
DRON:00076064	DRON:00016127
DRON:00076064	DRON:00020263
DRON:00076064	DRON:00767224
DRON:00076064	DRON:00827263
DRON:00076064	DRON:01002945
DRON:00076065	CHEBI:15377
DRON:00076065	CHEBI:17231
DRON:00076065	CHEBI:17883
DRON:00076065	CHEBI:26710
DRON:00076065	CHEBI:32145
DRON:00076065	CHEBI:53258
DRON:00076066	CHEBI:15377
DRON:00076066	CHEBI:17231
DRON:00076066	CHEBI:17883
DRON:00076066	CHEBI:26710
DRON:00076066	CHEBI:32145
DRON:00076066	CHEBI:53258
DRON:00076067	CHEBI:15377
DRON:00076067	CHEBI:17231
DRON:00076067	CHEBI:17883
DRON:00076067	CHEBI:26710
DRON:00076067	CHEBI:32145
DRON:00076067	CHEBI:53258
DRON:00076068	CHEBI:15377
DRON:00076068	CHEBI:17231
DRON:00076068	CHEBI:17883
DRON:00076068	CHEBI:26710
DRON:00076068	CHEBI:32145
DRON:00076068	CHEBI:53258
DRON:00076069	CHEBI:30618
DRON:00076069	CHEBI:32234
DRON:00076069	CHEBI:53248
DRON:00076069	CHEBI:9661
DRON:00076069	DRON:00020263
DRON:00076070	CHEBI:30618
DRON:00076070	CHEBI:32234
DRON:00076070	CHEBI:53248
DRON:00076070	CHEBI:9661
DRON:00076070	DRON:00020263
DRON:00076074	CHEBI:30618
DRON:00076074	CHEBI:32234
DRON:00076074	CHEBI:46726
DRON:00076074	CHEBI:46793
DRON:00076074	CHEBI:50821
DRON:00076074	CHEBI:53426
DRON:00076074	CHEBI:62968
DRON:00076077	CHEBI:168398
DRON:00076077	CHEBI:168426
DRON:00076077	CHEBI:30187
DRON:00076077	CHEBI:30618
DRON:00076077	CHEBI:32234
DRON:00076077	CHEBI:46793
DRON:00076077	CHEBI:53426
DRON:00076077	CHEBI:53700
DRON:00076077	DRON:00017826
DRON:00076077	DRON:00020263
DRON:00076077	DRON:00723302
DRON:00076081	CHEBI:30618
DRON:00076081	CHEBI:32026
DRON:00076081	DRON:00723496
DRON:00076081	DRON:00723505
DRON:00076082	CHEBI:15377
DRON:00076082	CHEBI:26710
DRON:00076082	CHEBI:53426
DRON:00076082	DRON:00017526
DRON:00076082	DRON:00018534
DRON:00076082	DRON:00018612
DRON:00076083	CHEBI:53248
DRON:00076083	CHEBI:62968
DRON:00076086	CHEBI:15377
DRON:00076087	CHEBI:29864
DRON:00076087	CHEBI:30563
DRON:00076087	CHEBI:30618
DRON:00076087	CHEBI:32178
DRON:00076087	CHEBI:32234
DRON:00076087	CHEBI:46793
DRON:00076087	CHEBI:62968
DRON:00076087	DRON:00020263
DRON:00076087	DRON:00723688
DRON:00076088	CHEBI:30563
DRON:00076088	CHEBI:30618
DRON:00076088	CHEBI:32178
DRON:00076088	CHEBI:32234
DRON:00076088	CHEBI:46793
DRON:00076088	CHEBI:62968
DRON:00076088	DRON:00018745
DRON:00076089	CHEBI:30563
DRON:00076089	CHEBI:30618
DRON:00076089	CHEBI:32234
DRON:00076089	CHEBI:62968
DRON:00076089	DRON:00723226
DRON:00076089	DRON:00723302
DRON:00076089	DRON:00723505
DRON:00076089	DRON:00845278
DRON:00076090	CHEBI:17548
DRON:00076090	CHEBI:22984
DRON:00076090	DRON:00013068
DRON:00076090	DRON:00020263
DRON:00076095	CHEBI:15366
DRON:00076095	CHEBI:15377
DRON:00076095	CHEBI:17987
DRON:00076095	CHEBI:26710
DRON:00076095	CHEBI:32954
DRON:00076095	CHEBI:53426
DRON:00076097	CHEBI:53248
DRON:00076097	CHEBI:62968
DRON:00076098	CHEBI:17716
DRON:00076098	CHEBI:30618
DRON:00076098	DRON:00020263
DRON:00076100	CHEBI:30187
DRON:00076100	CHEBI:50819
DRON:00076100	CHEBI:62968
DRON:00076100	DRON:00016127
DRON:00076100	DRON:00020263
DRON:00076100	DRON:00723226
DRON:00076100	DRON:00767224
DRON:00076100	DRON:00827263
DRON:00076101	CHEBI:30187
DRON:00076101	CHEBI:50819
DRON:00076101	CHEBI:62968
DRON:00076101	DRON:00016127
DRON:00076101	DRON:00020263
DRON:00076101	DRON:00723226
DRON:00076101	DRON:00767224
DRON:00076101	DRON:00827263
DRON:00076102	CHEBI:30187
DRON:00076102	CHEBI:50819
DRON:00076102	CHEBI:62968
DRON:00076102	DRON:00016127
DRON:00076102	DRON:00020263
DRON:00076102	DRON:00723226
DRON:00076102	DRON:00767224
DRON:00076102	DRON:00827263
DRON:00076103	CHEBI:30187
DRON:00076103	CHEBI:50819
DRON:00076103	CHEBI:62968
DRON:00076103	DRON:00016127
DRON:00076103	DRON:00020263
DRON:00076103	DRON:00723226
DRON:00076103	DRON:00767224
DRON:00076103	DRON:00827263
DRON:00076105	CHEBI:5291
DRON:00076105	CHEBI:53248
DRON:00076106	CHEBI:32234
DRON:00076106	CHEBI:46726
DRON:00076106	CHEBI:50819
DRON:00076106	CHEBI:50821
DRON:00076106	CHEBI:5291
DRON:00076106	CHEBI:61468
DRON:00076106	DRON:00020263
DRON:00076106	DRON:00723226
DRON:00076106	DRON:01002945
DRON:00076107	CHEBI:32234
DRON:00076107	CHEBI:46726
DRON:00076107	CHEBI:50821
DRON:00076107	CHEBI:5291
DRON:00076107	CHEBI:61468
DRON:00076107	DRON:00020263
DRON:00076107	DRON:00723226
DRON:00076107	DRON:01002945
DRON:00076108	CHEBI:32234
DRON:00076108	CHEBI:46726
DRON:00076108	CHEBI:50819
DRON:00076108	CHEBI:50821
DRON:00076108	CHEBI:5291
DRON:00076108	CHEBI:61468
DRON:00076108	DRON:00020263
DRON:00076108	DRON:00723226
DRON:00076108	DRON:01002945
DRON:00076109	CHEBI:32234
DRON:00076109	CHEBI:46726
DRON:00076109	CHEBI:50819
DRON:00076109	CHEBI:50821
DRON:00076109	CHEBI:5291
DRON:00076109	CHEBI:61468
DRON:00076109	DRON:00020263
DRON:00076109	DRON:00723226
DRON:00076109	DRON:01002945
DRON:00076110	CHEBI:32234
DRON:00076110	CHEBI:46726
DRON:00076110	CHEBI:50819
DRON:00076110	CHEBI:50821
DRON:00076110	CHEBI:5291
DRON:00076110	CHEBI:61468
DRON:00076110	DRON:00020263
DRON:00076110	DRON:00723226
DRON:00076110	DRON:01002945
DRON:00076115	CHEBI:15377
DRON:00076115	CHEBI:26710
DRON:00076115	CHEBI:29864
DRON:00076115	CHEBI:32145
DRON:00076115	CHEBI:53258
DRON:00076115	CHEBI:53426
DRON:00076116	CHEBI:15377
DRON:00076116	CHEBI:17246
DRON:00076116	CHEBI:32178
DRON:00076116	CHEBI:32234
DRON:00076116	CHEBI:46726
DRON:00076116	CHEBI:50821
DRON:00076116	CHEBI:62968
DRON:00076116	DRON:00017493
DRON:00076116	DRON:00020263
DRON:00076116	DRON:00723226
DRON:00076116	DRON:00723505
DRON:00076116	DRON:00845278
DRON:00076117	CHEBI:15377
DRON:00076117	CHEBI:17246
DRON:00076117	CHEBI:32178
DRON:00076117	CHEBI:32234
DRON:00076117	CHEBI:50819
DRON:00076117	CHEBI:62968
DRON:00076117	DRON:00017493
DRON:00076117	DRON:00020263
DRON:00076117	DRON:00723226
DRON:00076117	DRON:00723505
DRON:00076118	CHEBI:30618
DRON:00076118	CHEBI:32178
DRON:00076118	CHEBI:32234
DRON:00076118	CHEBI:50819
DRON:00076118	CHEBI:62968
DRON:00076118	CHEBI:9661
DRON:00076118	DRON:00020263
DRON:00076118	DRON:00723226
DRON:00076118	DRON:00723251
DRON:00076138	CHEBI:168398
DRON:00076138	CHEBI:30563
DRON:00076138	CHEBI:30618
DRON:00076138	CHEBI:32178
DRON:00076138	CHEBI:32234
DRON:00076138	CHEBI:46793
DRON:00076138	CHEBI:50819
DRON:00076138	CHEBI:62968
DRON:00076138	DRON:00723449
DRON:00076138	DRON:00723451
DRON:00076148	CHEBI:168426
DRON:00076148	CHEBI:16997
DRON:00076148	CHEBI:30187
DRON:00076148	CHEBI:30618
DRON:00076148	CHEBI:50821
DRON:00076148	CHEBI:53426
DRON:00076148	CHEBI:53700
DRON:00076148	CHEBI:90184
DRON:00076148	CHEBI:9661
DRON:00076148	DRON:00020263
DRON:00076148	DRON:00723223
DRON:00076148	DRON:00723286
DRON:00076148	DRON:00723360
DRON:00076148	DRON:00723448
DRON:00076155	CHEBI:15377
DRON:00076155	CHEBI:17883
DRON:00076155	CHEBI:26710
DRON:00076155	CHEBI:32145
DRON:00076156	CHEBI:30618
DRON:00076156	CHEBI:32234
DRON:00076156	CHEBI:50819
DRON:00076156	CHEBI:53248
DRON:00076156	CHEBI:62968
DRON:00076156	DRON:00013829
DRON:00076156	DRON:00723226
DRON:00076157	CHEBI:140618
DRON:00076157	CHEBI:15377
DRON:00076157	CHEBI:17754
DRON:00076157	CHEBI:32145
DRON:00076157	CHEBI:53426
DRON:00076157	DRON:00723498
DRON:00076158	CHEBI:16134
DRON:00076158	CHEBI:16236
DRON:00076158	CHEBI:16997
DRON:00076158	CHEBI:17824
