curie	ndc	branded_drug
DRON:00211842	01490039080	DRON:00074090
DRON:00211843	01490039160	DRON:00074090
DRON:00211844	01490039420	DRON:00074090
DRON:00211845	12280019512	DRON:00074090
DRON:00211846	37000003205	DRON:00074090
DRON:00211847	58016701601	DRON:00074090
DRON:00211848	63874009024	DRON:00074090
DRON:00211867	50991030001	DRON:00074092
DRON:00211868	58605050101	DRON:00074093
DRON:00211869	38130011101	DRON:00074094
DRON:00211870	00456063001	DRON:00074095
DRON:00211871	00456063002	DRON:00074095
DRON:00211872	00535001101	DRON:00074095
DRON:00211873	00535001102	DRON:00074095
DRON:00211874	46672017101	DRON:00074095
DRON:00211875	46672017102	DRON:00074095
DRON:00211876	58056035410	DRON:00074095
DRON:00211877	60491025001	DRON:00074095
DRON:00211878	60491025030	DRON:00074095
DRON:00211879	60491025034	DRON:00074095
DRON:00211880	62584063000	DRON:00074095
DRON:00211881	00078008405	DRON:00074096
DRON:00211882	00078008406	DRON:00074096
DRON:00211883	00078008408	DRON:00074096
DRON:00211884	00247105320	DRON:00074096
DRON:00211885	00247105324	DRON:00074096
DRON:00211886	00247105330	DRON:00074096
DRON:00211887	52544095701	DRON:00074096
DRON:00211888	52544095705	DRON:00074096
DRON:00211889	52544095795	DRON:00074096
DRON:00211890	53978336009	DRON:00074096
DRON:00211891	54569001300	DRON:00074096
DRON:00211892	54569001302	DRON:00074096
DRON:00211893	54868105300	DRON:00074096
DRON:00211894	54868105301	DRON:00074096
DRON:00211895	54868105302	DRON:00074096
DRON:00211896	54868105304	DRON:00074096
DRON:00211897	55154341601	DRON:00074096
DRON:00211898	55289069012	DRON:00074096
DRON:00211899	55887011601	DRON:00074096
DRON:00211900	55887011630	DRON:00074096
DRON:00211901	55887011660	DRON:00074096
DRON:00211902	55887011690	DRON:00074096
DRON:00211903	58016008900	DRON:00074096
DRON:00211904	58016008930	DRON:00074096
DRON:00211905	58016008960	DRON:00074096
DRON:00211906	58016008990	DRON:00074096
DRON:00211907	58056034910	DRON:00074096
DRON:00211908	00781191801	DRON:00074097
DRON:00211909	00781191805	DRON:00074097
DRON:00211910	50752027505	DRON:00074097
DRON:00211911	50752027508	DRON:00074097
DRON:00211912	00536556701	DRON:00074098
DRON:00211913	00536556705	DRON:00074098
DRON:00211914	52803011101	DRON:00074099
DRON:00211915	52803011104	DRON:00074099
DRON:00211916	00642016210	DRON:00074100
DRON:00211917	00756011102	DRON:00074100
DRON:00211918	00756011110	DRON:00074100
DRON:00211919	00756011150	DRON:00074100
DRON:00211922	00998022115	DRON:00074102
DRON:00211923	60574210101	DRON:00074103
DRON:00211924	00065022315	DRON:00074104
DRON:00211925	00065022330	DRON:00074104
DRON:00211926	00998022315	DRON:00074104
DRON:00211927	00998022330	DRON:00074104
DRON:00211928	00173051700	DRON:00074105
DRON:00211929	20694011101	DRON:00074105
DRON:00211930	51952051700	DRON:00074105
DRON:00211931	00173051900	DRON:00074106
DRON:00211932	20694011201	DRON:00074106
DRON:00211933	51952051900	DRON:00074106
DRON:00211935	00024158901	DRON:00074108
DRON:00211967	00998022415	DRON:00074109
DRON:00211968	00603127054	DRON:00074111
DRON:00211972	51079062181	DRON:00074112
DRON:00211973	51079062182	DRON:00074112
DRON:00211974	62794000250	DRON:00074112
DRON:00211975	62794000251	DRON:00074112
DRON:00211976	00536137197	DRON:00074113
DRON:00211990	00074439201	DRON:00074115
DRON:00211991	41100003250	DRON:00074116
DRON:00211992	41100057790	DRON:00074116
DRON:00211993	41100057800	DRON:00074116
DRON:00211994	41100057830	DRON:00074116
DRON:00212001	52238052815	DRON:00074117
DRON:00212002	00065022515	DRON:00074118
DRON:00212003	00065022530	DRON:00074118
DRON:00212004	00998022515	DRON:00074118
DRON:00212005	00998022530	DRON:00074118
DRON:00212006	54868063002	DRON:00074118
DRON:00212011	10961002002	DRON:00074121
DRON:00212012	10961006501	DRON:00074121
DRON:00212013	10961006502	DRON:00074121
DRON:00212014	10961006503	DRON:00074121
DRON:00212015	00263515501	DRON:00074122
DRON:00212016	00263515504	DRON:00074122
DRON:00212017	00263515516	DRON:00074122
DRON:00212021	79511500040	DRON:00074125
DRON:00212022	50242004406	DRON:00074126
DRON:00212023	50242004413	DRON:00074126
DRON:00212024	50242008525	DRON:00074126
DRON:00212025	50242008527	DRON:00074126
DRON:00212033	00187041302	DRON:00074128
DRON:00212034	00187041335	DRON:00074128
DRON:00212110	00126001418	DRON:00074129
DRON:00212111	00126001421	DRON:00074129
DRON:00212112	00126001481	DRON:00074129
DRON:00212113	10609073800	DRON:00074129
DRON:00212114	10609073802	DRON:00074129
DRON:00212115	10609073808	DRON:00074129
DRON:00212116	55045224000	DRON:00074129
DRON:00212128	62333011140	DRON:00074135
DRON:00212167	00463203601	DRON:00074144
DRON:00212168	00463203610	DRON:00074144
DRON:00212169	00377040410	DRON:00074145
DRON:00212170	00456035502	DRON:00074146
DRON:00212171	00456035550	DRON:00074146
DRON:00212172	00069305107	DRON:00074147
DRON:00212173	00069305175	DRON:00074147
DRON:00212174	00069305190	DRON:00074147
DRON:00212175	00069311019	DRON:00074147
DRON:00212176	00247128801	DRON:00074147
DRON:00212177	00247128803	DRON:00074147
DRON:00212178	00247128806	DRON:00074147
DRON:00212179	00247148815	DRON:00074147
DRON:00212180	35356012815	DRON:00074147
DRON:00212181	49999058215	DRON:00074147
DRON:00212182	52959031315	DRON:00074147
DRON:00212183	54569423200	DRON:00074147
DRON:00212184	54569456700	DRON:00074147
DRON:00212185	55045237205	DRON:00074147
DRON:00212186	68788305101	DRON:00074147
DRON:00212187	00310032111	DRON:00074148
DRON:00212188	00310032115	DRON:00074148
DRON:00212189	00310032130	DRON:00074148
DRON:00212190	00310032165	DRON:00074148
DRON:00212191	00310032511	DRON:00074148
DRON:00212192	00310032515	DRON:00074148
DRON:00212193	00310032520	DRON:00074148
DRON:00212194	00310032564	DRON:00074148
DRON:00212195	54471130001	DRON:00074148
DRON:00212196	54471130002	DRON:00074148
DRON:00212197	00078010305	DRON:00074149
DRON:00212198	00078010308	DRON:00074149
DRON:00212199	00078010313	DRON:00074149
DRON:00212200	52544095501	DRON:00074149
DRON:00212201	52544095505	DRON:00074149
DRON:00212202	53978339507	DRON:00074149
DRON:00212203	53978339509	DRON:00074149
DRON:00212204	54868103100	DRON:00074149
DRON:00212205	54868103102	DRON:00074149
DRON:00212206	55045310100	DRON:00074149
DRON:00212207	55045312901	DRON:00074149
DRON:00212208	58016009200	DRON:00074149
DRON:00212209	58016009201	DRON:00074149
DRON:00212210	58016009202	DRON:00074149
DRON:00212211	58016009203	DRON:00074149
DRON:00212212	58016009204	DRON:00074149
DRON:00212213	58016009205	DRON:00074149
DRON:00212214	58016009206	DRON:00074149
DRON:00212215	58016009207	DRON:00074149
DRON:00212216	58016009208	DRON:00074149
DRON:00212217	58016009209	DRON:00074149
DRON:00212218	58016009210	DRON:00074149
DRON:00212219	58016009212	DRON:00074149
DRON:00212220	58016009214	DRON:00074149
DRON:00212221	58016009215	DRON:00074149
DRON:00212222	58016009216	DRON:00074149
DRON:00212223	58016009218	DRON:00074149
DRON:00212224	58016009220	DRON:00074149
DRON:00212225	58016009221	DRON:00074149
DRON:00212226	58016009224	DRON:00074149
DRON:00212227	58016009225	DRON:00074149
DRON:00212228	58016009226	DRON:00074149
DRON:00212229	58016009227	DRON:00074149
DRON:00212230	58016009228	DRON:00074149
DRON:00212231	58016009230	DRON:00074149
DRON:00212232	58016009232	DRON:00074149
DRON:00212233	58016009235	DRON:00074149
DRON:00212234	58016009236	DRON:00074149
DRON:00212235	58016009240	DRON:00074149
DRON:00212236	58016009242	DRON:00074149
DRON:00212237	58016009244	DRON:00074149
DRON:00212238	58016009245	DRON:00074149
DRON:00212239	58016009248	DRON:00074149
DRON:00212240	58016009250	DRON:00074149
DRON:00212241	58016009256	DRON:00074149
DRON:00212242	58016009260	DRON:00074149
DRON:00212243	58016009267	DRON:00074149
DRON:00212244	58016009269	DRON:00074149
DRON:00212245	58016009270	DRON:00074149
DRON:00212246	58016009271	DRON:00074149
DRON:00212247	58016009272	DRON:00074149
DRON:00212248	58016009273	DRON:00074149
DRON:00212249	58016009275	DRON:00074149
DRON:00212250	58016009276	DRON:00074149
DRON:00212251	58016009277	DRON:00074149
DRON:00212252	58016009279	DRON:00074149
DRON:00212253	58016009280	DRON:00074149
DRON:00212254	58016009281	DRON:00074149
DRON:00212255	58016009282	DRON:00074149
DRON:00212256	58016009283	DRON:00074149
DRON:00212257	58016009284	DRON:00074149
DRON:00212258	58016009287	DRON:00074149
DRON:00212259	58016009289	DRON:00074149
DRON:00212260	58016009290	DRON:00074149
DRON:00212261	58016009291	DRON:00074149
DRON:00212262	58016009292	DRON:00074149
DRON:00212263	58016009293	DRON:00074149
DRON:00212264	58016009296	DRON:00074149
DRON:00212265	58016009297	DRON:00074149
DRON:00212266	58016009298	DRON:00074149
DRON:00212267	58016009299	DRON:00074149
DRON:00212268	00839704706	DRON:00074150
DRON:00212269	00781212001	DRON:00074151
DRON:00212270	50752027805	DRON:00074151
DRON:00212271	00536393301	DRON:00074152
DRON:00212272	00463204010	DRON:00074153
DRON:00212273	00235037882	DRON:00074154
DRON:00212274	00247148257	DRON:00074154
DRON:00212275	63736037882	DRON:00074154
DRON:00212276	63736378820	DRON:00074154
DRON:00212277	63029085041	DRON:00074155
DRON:00212278	63029850401	DRON:00074155
DRON:00212279	63059850401	DRON:00074155
DRON:00212280	75137085700	DRON:00074155
DRON:00212282	41100008647	DRON:00074156
DRON:00212288	00052010530	DRON:00074157
DRON:00212289	00052010590	DRON:00074157
DRON:00212290	00052010591	DRON:00074157
DRON:00212291	00052010595	DRON:00074157
DRON:00212292	00247184303	DRON:00074157
DRON:00212293	00247184307	DRON:00074157
DRON:00212294	00247184308	DRON:00074157
DRON:00212295	00247184314	DRON:00074157
DRON:00212296	54868484800	DRON:00074157
DRON:00212297	55154165000	DRON:00074157
DRON:00212298	58016062400	DRON:00074157
DRON:00212299	58016062401	DRON:00074157
DRON:00212300	58016062402	DRON:00074157
DRON:00212301	58016062403	DRON:00074157
DRON:00212302	58016062404	DRON:00074157
DRON:00212303	58016062405	DRON:00074157
DRON:00212304	58016062406	DRON:00074157
DRON:00212305	58016062407	DRON:00074157
DRON:00212306	58016062408	DRON:00074157
DRON:00212307	58016062409	DRON:00074157
DRON:00212308	58016062410	DRON:00074157
DRON:00212309	58016062412	DRON:00074157
DRON:00212310	58016062414	DRON:00074157
DRON:00212311	58016062415	DRON:00074157
DRON:00212312	58016062416	DRON:00074157
DRON:00212313	58016062418	DRON:00074157
DRON:00212314	58016062420	DRON:00074157
DRON:00212315	58016062421	DRON:00074157
DRON:00212316	58016062424	DRON:00074157
DRON:00212317	58016062425	DRON:00074157
DRON:00212318	58016062426	DRON:00074157
DRON:00212319	58016062427	DRON:00074157
DRON:00212320	58016062428	DRON:00074157
DRON:00212321	58016062430	DRON:00074157
DRON:00212322	58016062432	DRON:00074157
DRON:00212323	58016062435	DRON:00074157
DRON:00212324	58016062436	DRON:00074157
DRON:00212325	58016062440	DRON:00074157
DRON:00212326	58016062442	DRON:00074157
DRON:00212327	58016062444	DRON:00074157
DRON:00212328	58016062445	DRON:00074157
DRON:00212329	58016062448	DRON:00074157
DRON:00212330	58016062450	DRON:00074157
DRON:00212331	58016062456	DRON:00074157
DRON:00212332	58016062460	DRON:00074157
DRON:00212333	58016062467	DRON:00074157
DRON:00212334	58016062469	DRON:00074157
DRON:00212335	58016062470	DRON:00074157
DRON:00212336	58016062471	DRON:00074157
DRON:00212337	58016062472	DRON:00074157
DRON:00212338	58016062473	DRON:00074157
DRON:00212339	58016062475	DRON:00074157
DRON:00212340	58016062476	DRON:00074157
DRON:00212341	58016062477	DRON:00074157
DRON:00212342	58016062479	DRON:00074157
DRON:00212343	58016062480	DRON:00074157
DRON:00212344	58016062481	DRON:00074157
DRON:00212345	58016062482	DRON:00074157
DRON:00212346	58016062483	DRON:00074157
DRON:00212347	58016062484	DRON:00074157
DRON:00212348	58016062487	DRON:00074157
DRON:00212349	58016062489	DRON:00074157
DRON:00212350	58016062490	DRON:00074157
DRON:00212351	58016062491	DRON:00074157
DRON:00212352	58016062492	DRON:00074157
DRON:00212353	58016062493	DRON:00074157
DRON:00212354	58016062496	DRON:00074157
DRON:00212355	58016062497	DRON:00074157
DRON:00212356	58016062498	DRON:00074157
DRON:00212357	58016062499	DRON:00074157
DRON:00212358	64579039000	DRON:00074157
DRON:00212359	64579039001	DRON:00074157
DRON:00212360	00052010730	DRON:00074158
DRON:00212361	00052010790	DRON:00074158
DRON:00212362	00052010791	DRON:00074158
DRON:00212363	00052010795	DRON:00074158
DRON:00212364	00247191815	DRON:00074158
DRON:00212365	00247191830	DRON:00074158
DRON:00212366	54868449800	DRON:00074158
DRON:00212367	55154165100	DRON:00074158
DRON:00212368	58016072300	DRON:00074158
DRON:00212369	58016072330	DRON:00074158
DRON:00212370	58016072360	DRON:00074158
DRON:00212371	58016072390	DRON:00074158
DRON:00212372	63874102003	DRON:00074158
DRON:00212416	00145238401	DRON:00074161
DRON:00212417	00145238406	DRON:00074161
DRON:00212418	00145238408	DRON:00074161
DRON:00212419	54868535200	DRON:00074161
DRON:00212425	00078010405	DRON:00074163
DRON:00212426	00078010406	DRON:00074163
DRON:00212427	00078010409	DRON:00074163
DRON:00212428	00839673306	DRON:00074164
DRON:00212429	00839673316	DRON:00074164
DRON:00212430	53978316405	DRON:00074164
DRON:00212431	53978316409	DRON:00074164
DRON:00212432	50752027705	DRON:00074165
DRON:00212433	50752027709	DRON:00074165
DRON:00212434	00677082701	DRON:00074166
DRON:00212435	00677082710	DRON:00074166
DRON:00212436	00536393701	DRON:00074168
DRON:00212437	00536393710	DRON:00074168
DRON:00212438	00463611010	DRON:00074169
DRON:00212439	00067602415	DRON:00074170
DRON:00212440	00078036964	DRON:00074170
DRON:00212441	00135031550	DRON:00074170
DRON:00212442	00135031551	DRON:00074170
DRON:00212443	00135031552	DRON:00074170
DRON:00212444	00135031553	DRON:00074170
DRON:00212445	00247194253	DRON:00074170
DRON:00212446	54569494700	DRON:00074170
DRON:00212447	66828602401	DRON:00074170
DRON:00212448	00418022161	DRON:00074171
DRON:00212449	30727031280	DRON:00074172
DRON:00212450	30727061280	DRON:00074172
DRON:00212451	00015301020	DRON:00074173
DRON:00212452	00015301026	DRON:00074173
DRON:00212453	00015306301	DRON:00074173
DRON:00212454	00015306326	DRON:00074173
DRON:00212462	00024193704	DRON:00074179
DRON:00212463	00024193714	DRON:00074179
DRON:00212464	00247103890	DRON:00074179
DRON:00212465	52959052300	DRON:00074179
DRON:00212466	53002051420	DRON:00074179
DRON:00212467	53002051430	DRON:00074179
DRON:00212468	53002051440	DRON:00074179
DRON:00212469	55045173508	DRON:00074179
DRON:00212470	55289088915	DRON:00074179
DRON:00212471	55289088920	DRON:00074179
DRON:00212474	00110422160	DRON:00074180
DRON:00212475	51479003502	DRON:00074180
DRON:00212476	51479003503	DRON:00074180
DRON:00212477	54569446300	DRON:00074180
DRON:00212478	54569446301	DRON:00074180
DRON:00212512	08290328230	DRON:00074182
DRON:00212513	08290823000	DRON:00074182
DRON:00212626	00034541088	DRON:00074185
DRON:00212627	00205466837	DRON:00074186
DRON:00212628	58406061012	DRON:00074186
DRON:00212629	58406061013	DRON:00074186
DRON:00212630	66479002539	DRON:00074186
DRON:00212635	50458045045	DRON:00074188
DRON:00212636	59604045045	DRON:00074188
DRON:00212652	53062001104	DRON:00074189
DRON:00212653	53062001108	DRON:00074189
DRON:00212654	53062001116	DRON:00074189
DRON:00212655	00281016610	DRON:00074190
DRON:00212656	70501009450	DRON:00074191
DRON:00212657	00066006306	DRON:00074192
DRON:00213013	00456067901	DRON:00074205
DRON:00213014	00456067902	DRON:00074205
DRON:00213015	00456067958	DRON:00074205
DRON:00213016	54868277800	DRON:00074205
DRON:00213017	54868277801	DRON:00074205
DRON:00213018	54868277802	DRON:00074205
DRON:00213019	54868277803	DRON:00074205
DRON:00213020	59630017010	DRON:00074206
DRON:00213021	59630017050	DRON:00074206
DRON:00213057	00006333050	DRON:00074207
DRON:00213058	10130075901	DRON:00074207
DRON:00213059	25010021027	DRON:00074207
DRON:00213129	45985063701	DRON:00074211
DRON:00213133	12939014710	DRON:00074212
DRON:00213138	00713010309	DRON:00074213
DRON:00213139	00713010325	DRON:00074213
DRON:00213140	00713010350	DRON:00074213
DRON:00213141	12939092010	DRON:00074214
DRON:00213144	00456759401	DRON:00074215
DRON:00213145	00574916701	DRON:00074216
DRON:00213146	00574916710	DRON:00074216
DRON:00213155	00034022580	DRON:00074217
DRON:00213156	00310096130	DRON:00074219
DRON:00213157	00310096190	DRON:00074219
DRON:00213158	60440096101	DRON:00074219
DRON:00213173	00015568530	DRON:00074221
DRON:00213174	58016406101	DRON:00074221
DRON:00213175	00004197101	DRON:00074222
DRON:00213176	00004200278	DRON:00074223
DRON:00213177	00338352441	DRON:00074223
DRON:00213189	00281200119	DRON:00074224
DRON:00213231	00085137401	DRON:00074243
DRON:00213232	00085330601	DRON:00074243
DRON:00213233	00085330602	DRON:00074243
DRON:00213234	00085330603	DRON:00074243
DRON:00213235	00247154130	DRON:00074243
DRON:00213236	17228330600	DRON:00074243
DRON:00213237	64579022300	DRON:00074243
DRON:00213238	64579022301	DRON:00074243
DRON:00213282	00304141250	DRON:00074246
DRON:00213283	00071003424	DRON:00074247
DRON:00213284	00501510499	DRON:00074247
DRON:00213285	00067033919	DRON:00074248
DRON:00213286	00067033923	DRON:00074248
DRON:00213287	00067033933	DRON:00074248
DRON:00213288	00067033950	DRON:00074248
DRON:00213289	00067033967	DRON:00074248
DRON:00213290	00067034150	DRON:00074248
DRON:00213291	00067034168	DRON:00074248
DRON:00213292	52189010222	DRON:00074249
DRON:00213293	00904029560	DRON:00074250
DRON:00213294	00904791060	DRON:00074250
DRON:00213295	00904047860	DRON:00074251
DRON:00213296	00839759206	DRON:00074252
DRON:00213297	47682024713	DRON:00074253
DRON:00213298	00536303501	DRON:00074254
DRON:00213299	00067033322	DRON:00074255
DRON:00213300	00067033344	DRON:00074255
DRON:00213301	00067033362	DRON:00074255
DRON:00213302	00067133344	DRON:00074255
DRON:00213364	00299383645	DRON:00074256
DRON:00213365	54569463800	DRON:00074256
DRON:00213366	54868382500	DRON:00074256
DRON:00213367	63094383603	DRON:00074256
DRON:00213368	63094383605	DRON:00074256
DRON:00213369	67260383604	DRON:00074256
DRON:00213370	68909383604	DRON:00074256
DRON:00213371	00225035610	DRON:00074257
DRON:00213372	00225035612	DRON:00074257
DRON:00213373	00247154925	DRON:00074257
DRON:00213466	00081074810	DRON:00074260
DRON:00213467	00081074835	DRON:00074260
DRON:00213468	00081074893	DRON:00074260
DRON:00213469	00173054400	DRON:00074260
DRON:00213470	00173074810	DRON:00074260
DRON:00213471	00173074835	DRON:00074260
DRON:00213472	00173074893	DRON:00074260
DRON:00213473	00403449718	DRON:00074260
DRON:00213474	61570004710	DRON:00074260
DRON:00213475	61570004750	DRON:00074260
DRON:00213476	63552004710	DRON:00074260
DRON:00213477	63552004720	DRON:00074260
DRON:00213478	63552004750	DRON:00074260
DRON:00213479	63552004820	DRON:00074260
DRON:00213480	00075283501	DRON:00074261
DRON:00213481	00075284101	DRON:00074262
DRON:00213483	00004200378	DRON:00074264
DRON:00213484	00338352541	DRON:00074264
DRON:00213610	00029321013	DRON:00074268
DRON:00213611	00029321064	DRON:00074268
DRON:00213612	00173321013	DRON:00074268
DRON:00213613	00247181408	DRON:00074268
DRON:00213614	00247181414	DRON:00074268
DRON:00213615	00247181430	DRON:00074268
DRON:00213616	52959063930	DRON:00074268
DRON:00213617	53873321000	DRON:00074268
DRON:00213618	54569478700	DRON:00074268
DRON:00213619	54868406500	DRON:00074268
DRON:00213620	58016066100	DRON:00074268
DRON:00213621	58016066130	DRON:00074268
DRON:00213622	58016066160	DRON:00074268
DRON:00213623	58016066190	DRON:00074268
DRON:00213624	61392086225	DRON:00074268
DRON:00213625	61392086230	DRON:00074268
DRON:00213626	61392086231	DRON:00074268
DRON:00213627	61392086239	DRON:00074268
DRON:00213628	61392086260	DRON:00074268
DRON:00213629	61392086265	DRON:00074268
DRON:00213630	61392086290	DRON:00074268
DRON:00213631	61392086295	DRON:00074268
DRON:00213632	63874076710	DRON:00074268
DRON:00213633	63874076714	DRON:00074268
DRON:00213634	63874076730	DRON:00074268
DRON:00213635	68115091930	DRON:00074268
DRON:00213636	00029321313	DRON:00074269
DRON:00213637	00029321314	DRON:00074269
DRON:00213638	00029321325	DRON:00074269
DRON:00213639	00173321313	DRON:00074269
DRON:00213640	53873321300	DRON:00074269
DRON:00213641	54569490100	DRON:00074269
DRON:00213642	54569490101	DRON:00074269
DRON:00213643	58016073100	DRON:00074269
DRON:00213644	58016073130	DRON:00074269
DRON:00213645	58016073160	DRON:00074269
DRON:00213646	58016073190	DRON:00074269
DRON:00213647	63874067010	DRON:00074269
DRON:00213648	63874067015	DRON:00074269
DRON:00213649	63874067020	DRON:00074269
DRON:00213650	63874067030	DRON:00074269
DRON:00213651	68115091630	DRON:00074269
DRON:00213673	00998051215	DRON:00074272
DRON:00213709	58879013504	DRON:00074275
DRON:00213710	60432013504	DRON:00074275
DRON:00213711	60432013508	DRON:00074275
DRON:00213712	60432013516	DRON:00074275
DRON:00213713	60432013528	DRON:00074275
DRON:00213714	00247082095	DRON:00074276
DRON:00213715	00472146716	DRON:00074276
DRON:00213732	00058287505	DRON:00074280
DRON:00213733	54842087505	DRON:00074280
DRON:00213734	54842087510	DRON:00074280
DRON:00213735	58768087505	DRON:00074280
DRON:00213736	58768087510	DRON:00074280
DRON:00213737	17478021910	DRON:00074281
DRON:00213738	17478021912	DRON:00074281
DRON:00213739	54842087703	DRON:00074282
DRON:00213740	54842087705	DRON:00074282
DRON:00213741	54842087710	DRON:00074282
DRON:00213742	54842087715	DRON:00074282
DRON:00213743	58768087705	DRON:00074282
DRON:00213744	58768087710	DRON:00074282
DRON:00213745	58768087715	DRON:00074282
DRON:00213746	54799055010	DRON:00074283
DRON:00213747	54799055012	DRON:00074283
DRON:00213769	00066042425	DRON:00074288
DRON:00213770	11086003201	DRON:00074288
DRON:00213771	49396027736	DRON:00074288
DRON:00213781	00066005101	DRON:00074289
DRON:00213782	00247158134	DRON:00074289
DRON:00213783	00801005101	DRON:00074289
DRON:00213899	58223067104	DRON:00074299
DRON:00213906	00310060412	DRON:00074301
DRON:00213907	00310060430	DRON:00074301
DRON:00213908	00310060490	DRON:00074301
DRON:00213909	57866661801	DRON:00074301
DRON:00213910	00496070402	DRON:00074302
DRON:00213911	00024158501	DRON:00074303
DRON:00213912	00024158502	DRON:00074303
DRON:00213913	00074186601	DRON:00074303
DRON:00213914	00074186602	DRON:00074303
DRON:00213915	00403316318	DRON:00074303
DRON:00213916	00409186601	DRON:00074303
DRON:00213917	00409186602	DRON:00074303
DRON:00213918	55045342001	DRON:00074303
DRON:00213919	00884529208	DRON:00074304
DRON:00213920	00884529212	DRON:00074304
DRON:00213921	00884529216	DRON:00074304
DRON:00214159	00093009001	DRON:00074307
DRON:00214160	00480009001	DRON:00074307
DRON:00214231	37937075707	DRON:00074310
DRON:00214232	41100000240	DRON:00074311
DRON:00214233	41100000375	DRON:00074311
DRON:00214234	50580017308	DRON:00074311
DRON:00214235	50580017336	DRON:00074311
DRON:00214236	00067014182	DRON:00074312
DRON:00214241	53076010914	DRON:00074313
DRON:00214269	17808003012	DRON:00074316
DRON:00214270	17808003100	DRON:00074316
DRON:00214271	17808031000	DRON:00074316
DRON:00214272	17808031012	DRON:00074316
DRON:00214301	11845062901	DRON:00074324
DRON:00214306	00083019473	DRON:00074325
DRON:00214339	11845070629	DRON:00074329
DRON:00214348	51469030101	DRON:00074330
DRON:00214349	12843010106	DRON:00074331
DRON:00214350	12843010110	DRON:00074331
DRON:00214351	12843010111	DRON:00074331
DRON:00214352	12843010112	DRON:00074331
DRON:00214353	12843010113	DRON:00074331
DRON:00214354	12843010117	DRON:00074331
DRON:00214355	12843010118	DRON:00074331
DRON:00214356	12843010120	DRON:00074331
DRON:00214357	12843010181	DRON:00074331
DRON:00214358	12843010220	DRON:00074331
DRON:00214359	12843010238	DRON:00074331
DRON:00214360	12843033336	DRON:00074331
DRON:00214361	12843033337	DRON:00074331
DRON:00214366	00081021035	DRON:00074332
DRON:00214367	00081021055	DRON:00074332
DRON:00214368	00501621050	DRON:00074332
DRON:00214369	00501621099	DRON:00074332
DRON:00214371	00182141201	DRON:00074335
DRON:00214372	01490093010	DRON:00074336
DRON:00214373	01490093110	DRON:00074336
DRON:00214374	01490093250	DRON:00074336
DRON:00214375	41167009301	DRON:00074336
DRON:00214376	41167009311	DRON:00074336
DRON:00214377	41167009325	DRON:00074336
DRON:00214378	54807009001	DRON:00074337
DRON:00214379	00677086701	DRON:00074338
DRON:00214387	00182203126	DRON:00074340
DRON:00214401	59743001001	DRON:00074344
DRON:00214411	70030030234	DRON:00074351
DRON:00214412	00113033734	DRON:00074352
DRON:00214430	52297007334	DRON:00074354
DRON:00214431	00173039500	DRON:00074355
DRON:00214432	00173039501	DRON:00074355
DRON:00214433	00173039502	DRON:00074355
DRON:00214434	54868280500	DRON:00074355
DRON:00214435	55289003210	DRON:00074355
DRON:00214436	65939039501	DRON:00074355
DRON:00214483	00463300201	DRON:00074360
DRON:00214484	00463300210	DRON:00074360
DRON:00214485	00026998302	DRON:00074361
DRON:00214486	00118998301	DRON:00074361
DRON:00214487	00118998302	DRON:00074361
DRON:00214494	00081066518	DRON:00074363
DRON:00214495	00173054700	DRON:00074363
DRON:00214496	00173054800	DRON:00074363
DRON:00214497	00173066518	DRON:00074363
DRON:00214498	53873054700	DRON:00074363
DRON:00214499	53873066500	DRON:00074363
DRON:00214500	54569582300	DRON:00074363
DRON:00214501	54868370500	DRON:00074363
DRON:00214502	67414054700	DRON:00074363
DRON:00214528	00049143041	DRON:00074364
DRON:00214529	00049143066	DRON:00074364
DRON:00214530	00069143066	DRON:00074364
DRON:00214531	60491027740	DRON:00074364
DRON:00214536	12546065014	DRON:00074365
DRON:00214537	12546065023	DRON:00074365
DRON:00214538	12546065062	DRON:00074365
DRON:00214539	12546065072	DRON:00074365
DRON:00214540	12546065115	DRON:00074365
DRON:00214541	12546065121	DRON:00074365
DRON:00214542	12546065131	DRON:00074365
DRON:00214543	12546065155	DRON:00074365
DRON:00214544	12546065175	DRON:00074365
DRON:00214589	53191009001	DRON:00074368
DRON:00214598	00225057019	DRON:00074370
DRON:00214599	00225057085	DRON:00074370
DRON:00214600	87900021420	DRON:00074370
DRON:00214601	87900021440	DRON:00074370
DRON:00214602	00927053224	DRON:00074371
DRON:00214603	87900061139	DRON:00074372
DRON:00214604	00173038700	DRON:00074373
DRON:00214605	00173038701	DRON:00074373
DRON:00214606	00173038706	DRON:00074373
DRON:00214607	00173038742	DRON:00074373
DRON:00214608	00247026202	DRON:00074373
DRON:00214609	00247026204	DRON:00074373
DRON:00214610	00247026208	DRON:00074373
DRON:00214611	00247026210	DRON:00074373
DRON:00214612	00247026214	DRON:00074373
DRON:00214613	00247026216	DRON:00074373
DRON:00214614	00247026220	DRON:00074373
DRON:00214615	51947812100	DRON:00074373
DRON:00214616	52959002920	DRON:00074373
DRON:00214617	52959002924	DRON:00074373
DRON:00214618	53002027510	DRON:00074373
DRON:00214619	53002027514	DRON:00074373
DRON:00214620	53002027520	DRON:00074373
DRON:00214621	54569179200	DRON:00074373
DRON:00214622	54569179202	DRON:00074373
DRON:00214623	54569179203	DRON:00074373
DRON:00214624	54569179204	DRON:00074373
DRON:00214625	54569179205	DRON:00074373
DRON:00214626	54569179206	DRON:00074373
DRON:00214627	54569179207	DRON:00074373
