curie	ndc	branded_drug
DRON:00629879	35356049901	DRON:00083001
DRON:00629880	35356050160	DRON:00078453
DRON:00629881	35356052710	DRON:00074805
DRON:00629882	35356056830	DRON:00077457
DRON:00629883	35356058930	DRON:00079501
DRON:00629884	35356059030	DRON:00079502
DRON:00629885	35356059145	DRON:00079930
DRON:00629886	35356062630	DRON:00080990
DRON:00629889	37000055820	DRON:00085698
DRON:00629893	37808030410	DRON:00087060
DRON:00629895	38396058063	DRON:00077474
DRON:00629896	38396059363	DRON:00077474
DRON:00629897	38396059563	DRON:00087071
DRON:00629911	41167431006	DRON:00083696
DRON:00629912	41167432007	DRON:00083698
DRON:00629922	54868025900	DRON:00084936
DRON:00629924	49349077302	DRON:00071953
DRON:00629945	54868078803	DRON:00070975
DRON:00629946	54868165900	DRON:00071809
DRON:00629947	54868174200	DRON:00072489
DRON:00629948	54868181300	DRON:00069954
DRON:00629949	54868182500	DRON:00084159
DRON:00629950	21695051990	DRON:00075616
DRON:00629954	65293000402	DRON:00075640
DRON:00629967	00501101472	DRON:00084817
DRON:00629968	00501260430	DRON:00087067
DRON:00629969	00573021626	DRON:00085372
DRON:00629970	00573262001	DRON:00075936
DRON:00629973	33358036690	DRON:00087079
DRON:00629974	54868570000	DRON:00085287
DRON:00629975	54868570001	DRON:00085287
DRON:00629976	54868589200	DRON:00086323
DRON:00629977	54868594100	DRON:00079497
DRON:00629978	54868595700	DRON:00085743
DRON:00629979	55045265102	DRON:00083324
DRON:00629980	55045267705	DRON:00074742
DRON:00629981	55045268206	DRON:00074425
DRON:00629982	55045268405	DRON:00075811
DRON:00629983	55045269609	DRON:00069710
DRON:00629984	55045270009	DRON:00075224
DRON:00629985	55045274501	DRON:00081439
DRON:00629986	55045275901	DRON:00075474
DRON:00629987	55045284000	DRON:00072724
DRON:00629990	55045285606	DRON:00074689
DRON:00629991	55045291801	DRON:00080190
DRON:00629992	55045291802	DRON:00080190
DRON:00629993	55045293008	DRON:00073033
DRON:00629994	55045300101	DRON:00074805
DRON:00629995	55045304501	DRON:00081592
DRON:00629996	55045304506	DRON:00081592
DRON:00629997	55045304508	DRON:00081592
DRON:00629998	55045304807	DRON:00083693
DRON:00629999	55045307506	DRON:00075592
DRON:00630000	55045307508	DRON:00075592
DRON:00630001	55045307601	DRON:00070653
DRON:00630002	55045307606	DRON:00080530
DRON:00630003	55045307709	DRON:00075588
DRON:00630004	55045309708	DRON:00074795
DRON:00630005	55045312406	DRON:00070535
DRON:00630006	55045312408	DRON:00070535
DRON:00630008	55045319802	DRON:00077144
DRON:00630009	55045320102	DRON:00081798
DRON:00630010	55045320104	DRON:00081798
DRON:00630013	55045324804	DRON:00085549
DRON:00630014	55045325105	DRON:00084262
DRON:00630015	55045325202	DRON:00084261
DRON:00630016	55045325301	DRON:00079287
DRON:00630017	60760060050	DRON:00072860
DRON:00630025	61787044550	DRON:00087070
DRON:00630026	61958110101	DRON:00087076
DRON:00630027	62103333003	DRON:00078263
DRON:00630028	62103333006	DRON:00078263
DRON:00630036	62341542603	DRON:00083781
DRON:00630038	62617050506	DRON:00075321
DRON:00630058	35355049260	DRON:00079576
DRON:00630059	35356001910	DRON:00080801
DRON:00630060	35356002010	DRON:00080802
DRON:00630061	35356003728	DRON:00081698
DRON:00630062	35356009014	DRON:00085227
DRON:00630063	54569452403	DRON:00074689
DRON:00630065	54569468700	DRON:00081924
DRON:00630067	54569490400	DRON:00083889
DRON:00630071	55038044401	DRON:00087062
DRON:00630072	55038055501	DRON:00087061
DRON:00630075	58016096960	DRON:00083892
DRON:00630076	58016096990	DRON:00083892
DRON:00630077	58016098310	DRON:00071529
DRON:00630078	58864065620	DRON:00080637
DRON:00630079	58864071430	DRON:00079981
DRON:00630080	58864097130	DRON:00069639
DRON:00630090	63629143701	DRON:00082778
DRON:00630091	63629151401	DRON:00075993
DRON:00630092	63629159601	DRON:00069527
DRON:00630093	63629159901	DRON:00073184
DRON:00630094	63629160101	DRON:00073286
DRON:00630095	63629160102	DRON:00073286
DRON:00630096	63629164701	DRON:00080049
DRON:00630097	54868360900	DRON:00082668
DRON:00630099	54868366202	DRON:00073009
DRON:00630100	54868366203	DRON:00073009
DRON:00630101	54868372001	DRON:00082154
DRON:00630107	55864085930	DRON:00072742
DRON:00630111	54569539300	DRON:00075685
DRON:00630112	54569540800	DRON:00079289
DRON:00630115	54569546500	DRON:00085549
DRON:00630117	58016074460	DRON:00073031
DRON:00630130	67801030730	DRON:00074554
DRON:00630140	68788909801	DRON:00074730
DRON:00630144	68788910301	DRON:00085289
DRON:00630164	76014000122	DRON:00080983
DRON:00630165	76014000125	DRON:00080983
DRON:00630166	76095000302	DRON:00087041
DRON:00630167	76311011015	DRON:00087047
DRON:00630168	76311011055	DRON:00087047
DRON:00630169	76311011075	DRON:00087047
DRON:00630172	76347012601	DRON:00087042
DRON:00630173	76347012602	DRON:00087042
DRON:00630190	54868468801	DRON:00075685
DRON:00630191	54868470400	DRON:00081439
DRON:00630192	58016054930	DRON:00073179
DRON:00630193	58016054960	DRON:00073179
DRON:00630194	58016054990	DRON:00073179
DRON:00630195	58016056800	DRON:00072635
DRON:00630197	68047025301	DRON:00087057
DRON:00630198	68071029430	DRON:00076087
DRON:00630199	68071029460	DRON:00076087
DRON:00630200	68071029730	DRON:00074871
DRON:00630201	68071029760	DRON:00074871
DRON:00630202	68071029860	DRON:00075486
DRON:00630205	68071032960	DRON:00070864
DRON:00630206	68071035390	DRON:00077429
DRON:00630207	68071041290	DRON:00078431
DRON:00630208	68071041330	DRON:00070865
DRON:00630209	68071041430	DRON:00075459
DRON:00630210	68071042830	DRON:00070866
DRON:00630212	68071045230	DRON:00077319
DRON:00630213	68071048030	DRON:00082240
DRON:00630214	68071049960	DRON:00075485
DRON:00630215	68071060815	DRON:00075690
DRON:00630216	68071061040	DRON:00074971
DRON:00630217	68071061130	DRON:00076090
DRON:00630218	68071066560	DRON:00075174
DRON:00630220	68071070560	DRON:00086940
DRON:00630221	68071078760	DRON:00083093
DRON:00630222	68071079215	DRON:00076338
DRON:00630223	68071079315	DRON:00076100
DRON:00630224	68071079415	DRON:00076101
DRON:00630225	68071079515	DRON:00075645
DRON:00630226	68071079601	DRON:00084179
DRON:00630227	68071079701	DRON:00080876
DRON:00630228	68071079830	DRON:00083627
DRON:00630229	68071079930	DRON:00083624
DRON:00630230	68071080030	DRON:00076448
DRON:00630231	68071083291	DRON:00080795
DRON:00630232	68071083391	DRON:00080796
DRON:00630234	68071131400	DRON:00078431
DRON:00630235	68071131500	DRON:00076735
DRON:00630237	16590062262	DRON:00079150
DRON:00630238	16590062373	DRON:00081064
DRON:00630239	16590062790	DRON:00075454
DRON:00630240	16590062872	DRON:00081005
DRON:00630241	16590062873	DRON:00081005
DRON:00630243	16590065662	DRON:00079847
DRON:00630244	16590065690	DRON:00079847
DRON:00630246	16590066605	DRON:00084146
DRON:00630247	16590066705	DRON:00084147
DRON:00630248	16590066730	DRON:00084147
DRON:00630249	16590066790	DRON:00084147
DRON:00630250	16590067710	DRON:00085227
DRON:00630251	16590067715	DRON:00085227
DRON:00630252	16590067720	DRON:00085227
DRON:00630253	16590067730	DRON:00085227
DRON:00630254	16590067762	DRON:00085227
DRON:00630255	16590067930	DRON:00070866
DRON:00630256	16590067960	DRON:00070866
DRON:00630257	16590067990	DRON:00070866
DRON:00630258	16590068456	DRON:00085287
DRON:00630259	16590068472	DRON:00085287
DRON:00630260	16590069060	DRON:00085240
DRON:00630261	16590069790	DRON:00082208
DRON:00630262	16590069928	DRON:00079844
DRON:00630263	16590069930	DRON:00079844
DRON:00630264	16590070230	DRON:00079084
DRON:00630265	16590073960	DRON:00076603
DRON:00630266	16590076272	DRON:00085271
DRON:00630273	66105075009	DRON:00075224
DRON:00630274	66105075010	DRON:00075224
DRON:00630275	66105080701	DRON:00076017
DRON:00630276	66105080703	DRON:00076017
DRON:00630277	66105080706	DRON:00076017
DRON:00630278	66105080709	DRON:00076017
DRON:00630279	66105080715	DRON:00076017
DRON:00630282	66267031760	DRON:00072001
DRON:00630283	16590039430	DRON:00079502
DRON:00630284	16590039460	DRON:00079502
DRON:00630285	16590040003	DRON:00082697
DRON:00630286	16590044060	DRON:00082198
DRON:00630287	16590044830	DRON:00079079
DRON:00630288	16590044860	DRON:00079079
DRON:00630289	16590046112	DRON:00074807
DRON:00630290	16590047372	DRON:00082181
DRON:00630291	16590048207	DRON:00077256
DRON:00630292	16590048228	DRON:00077256
DRON:00630293	16590048245	DRON:00077256
DRON:00630294	16590048328	DRON:00077458
DRON:00630295	16590076560	DRON:00083002
DRON:00630296	16590076572	DRON:00083002
DRON:00630297	16590078405	DRON:00075405
DRON:00630298	16590080690	DRON:00080989
DRON:00630300	16590081660	DRON:00075645
DRON:00630301	16590081830	DRON:00070713
DRON:00630306	16590084020	DRON:00078992
DRON:00630307	16590084271	DRON:00082181
DRON:00630308	16590084430	DRON:00079807
DRON:00630309	16590084450	DRON:00079807
DRON:00630310	16590084460	DRON:00079807
DRON:00630311	16590084471	DRON:00079807
DRON:00630312	16590084490	DRON:00079807
DRON:00630313	16590085728	DRON:00077878
DRON:00630314	16590085860	DRON:00074206
DRON:00630315	16590085890	DRON:00074206
DRON:00630316	16590086073	DRON:00082902
DRON:00630317	16590086350	DRON:00080795
DRON:00630318	16590086375	DRON:00080795
DRON:00630319	16590088073	DRON:00080992
DRON:00630352	21695077390	DRON:00080990
DRON:00630353	21695077490	DRON:00080991
DRON:00630354	21695077590	DRON:00080989
DRON:00630357	23490006003	DRON:00080823
DRON:00630363	66267036314	DRON:00074306
DRON:00630364	66267047930	DRON:00075588
DRON:00630365	66267061145	DRON:00076090
DRON:00630366	66267072330	DRON:00075458
DRON:00630436	16590000203	DRON:00081439
DRON:00630437	16590000701	DRON:00074774
DRON:00630438	16590000710	DRON:00074774
DRON:00630442	16590002902	DRON:00078160
DRON:00630443	16590003520	DRON:00071862
DRON:00630444	16590004662	DRON:00074869
DRON:00630445	16590008528	DRON:00078432
DRON:00630449	16590050362	DRON:00077428
DRON:00630450	16590050528	DRON:00077422
DRON:00630451	16590050556	DRON:00077422
DRON:00630452	16590050562	DRON:00077422
DRON:00630453	16590050656	DRON:00077423
DRON:00630454	16590054330	DRON:00070536
DRON:00630455	16590054360	DRON:00070536
DRON:00630456	16590054390	DRON:00070536
DRON:00630460	49999068930	DRON:00074129
DRON:00630461	49999069503	DRON:00081439
DRON:00630463	52959007770	DRON:00072361
DRON:00630466	54868265801	DRON:00082913
DRON:00630470	23490727301	DRON:00074868
DRON:00630473	23490781206	DRON:00085215
DRON:00630474	23490781209	DRON:00085215
DRON:00630475	23490791103	DRON:00077089
DRON:00630476	23490791106	DRON:00077089
DRON:00630477	23490791109	DRON:00077089
DRON:00630478	23490801803	DRON:00070937
DRON:00630479	23490901200	DRON:00078430
DRON:00630480	23490901201	DRON:00078430
DRON:00630481	23490901202	DRON:00078430
DRON:00630482	23490917401	DRON:00082661
DRON:00630512	00766073980	DRON:00084856
DRON:00630513	00766737350	DRON:00084856
DRON:00630514	00766743000	DRON:00081886
DRON:00630536	12462020104	DRON:00087063
DRON:00630538	12634017171	DRON:00072349
DRON:00630539	12634019181	DRON:00072357
DRON:00630540	12634068290	DRON:00072361
DRON:00630564	13411010105	DRON:00075444
DRON:00630586	49999094100	DRON:00086417
DRON:00630588	54868196300	DRON:00072927
DRON:00630589	54868196301	DRON:00072927
DRON:00630590	52959057515	DRON:00080652
DRON:00630592	54868388201	DRON:00070324
DRON:00630596	35356018301	DRON:00079287
DRON:00630597	35356018814	DRON:00079709
DRON:00630598	35356018820	DRON:00079709
DRON:00630599	35356020860	DRON:00078411
DRON:00630600	35356023850	DRON:00079482
DRON:00630621	45868415904	DRON:00074819
DRON:00630622	46066002706	DRON:00082965
DRON:00630623	46783016001	DRON:00083883
DRON:00630624	46783016101	DRON:00083883
DRON:00630625	46783016501	DRON:00083883
DRON:00630626	47463001230	DRON:00080823
DRON:00630627	47463006400	DRON:00074869
DRON:00630628	47463006430	DRON:00074869
DRON:00630629	47463006460	DRON:00074869
DRON:00630630	47463006490	DRON:00074869
DRON:00630631	47463008330	DRON:00077256
DRON:00630632	47463008360	DRON:00077256
DRON:00630633	47463008430	DRON:00077458
DRON:00630634	47463008460	DRON:00077458
DRON:00630635	47463009530	DRON:00081386
DRON:00630636	47463009630	DRON:00081388
DRON:00630637	47463010530	DRON:00076338
DRON:00630638	47463010660	DRON:00077554
DRON:00630639	47463010860	DRON:00074868
DRON:00630640	47463025230	DRON:00079604
DRON:00630641	47463025330	DRON:00079606
DRON:00630642	47463026390	DRON:00079844
DRON:00630651	47463037030	DRON:00072361
DRON:00630652	47463037060	DRON:00072361
DRON:00630653	47463037071	DRON:00072361
DRON:00630654	47463037090	DRON:00072361
DRON:00630655	47463039630	DRON:00076462
DRON:00630661	54868216904	DRON:00072514
DRON:00630662	55045325302	DRON:00079287
DRON:00630663	55045327101	DRON:00081434
DRON:00630665	55045329801	DRON:00085268
DRON:00630666	55045335805	DRON:00080878
DRON:00630667	55045338903	DRON:00076162
DRON:00630668	55045343906	DRON:00077424
DRON:00630670	55045350707	DRON:00083217
DRON:00630671	55045350902	DRON:00072504
DRON:00630672	55045351002	DRON:00072579
DRON:00630673	55045351201	DRON:00072995
DRON:00630674	55045354202	DRON:00080836
DRON:00630675	55045354701	DRON:00074530
DRON:00630676	63629179206	DRON:00074779
DRON:00630677	63629264301	DRON:00075224
DRON:00630678	63629264302	DRON:00075224
DRON:00630679	63629277901	DRON:00074886
DRON:00630680	63629277902	DRON:00074886
DRON:00630681	63629279801	DRON:00084444
DRON:00630682	63629279802	DRON:00084444
DRON:00630683	63629332001	DRON:00076100
DRON:00630684	63629332101	DRON:00070653
DRON:00630685	63629332102	DRON:00070653
DRON:00630686	63629332103	DRON:00070653
DRON:00630687	63629335202	DRON:00077252
DRON:00630722	51284047012	DRON:00086077
DRON:00630741	55045378605	DRON:00079541
DRON:00630746	60142049753	DRON:00075546
DRON:00630761	00088101005	DRON:00085138
DRON:00630765	00235012100	DRON:00076243
DRON:00630824	00078023445	DRON:00069372
DRON:00630825	00310013511	DRON:00069506
DRON:00630838	00310020114	DRON:00070524
DRON:00631073	54569204901	DRON:00071633
DRON:00631083	50580048851	DRON:00073395
DRON:00631086	08884430100	DRON:00073930
DRON:00631087	01490003947	DRON:00074090
DRON:00631093	63629363302	DRON:00074506
DRON:00631095	21695095618	DRON:00074807
DRON:00631096	16881090015	DRON:00075099
DRON:00631178	58232072100	DRON:00075334
DRON:00631179	58232072102	DRON:00075334
DRON:00631180	58232072103	DRON:00075334
DRON:00631181	58232072104	DRON:00075334
DRON:00631182	58232072105	DRON:00075334
DRON:00631183	58232072106	DRON:00075334
DRON:00631184	66336061330	DRON:00075445
DRON:00631185	68258599103	DRON:00075446
DRON:00631208	50242012001	DRON:00075597
DRON:00631209	00456401063	DRON:00075658
DRON:00631210	54868596801	DRON:00075685
DRON:00631524	55154422604	DRON:00076029
DRON:00631525	55154612708	DRON:00076061
DRON:00631526	49349071312	DRON:00076074
DRON:00631535	21695095506	DRON:00076168
DRON:00631536	21695096803	DRON:00076294
DRON:00631537	43353074402	DRON:00076346
DRON:00631538	43353074406	DRON:00076346
DRON:00631539	43353074102	DRON:00076347
DRON:00631540	43353074104	DRON:00076347
DRON:00631541	43353074106	DRON:00076347
DRON:00631542	43353074152	DRON:00076347
DRON:00631548	63629378602	DRON:00076461
DRON:00631549	63629314203	DRON:00076462
DRON:00631554	35356063130	DRON:00076602
DRON:00631555	68258701403	DRON:00076602
DRON:00631556	68258701406	DRON:00076602
DRON:00631586	54868630200	DRON:00077355
DRON:00631587	51301039016	DRON:00077377
DRON:00631588	51301039020	DRON:00077377
DRON:00631589	63629418104	DRON:00077423
DRON:00631591	54868628000	DRON:00077457
DRON:00631612	18657010201	DRON:00077637
DRON:00631613	18657010202	DRON:00077637
DRON:00631614	18657010204	DRON:00077637
DRON:00631615	54868036000	DRON:00077664
DRON:00631621	00046087204	DRON:00078020
DRON:00631636	60258052630	DRON:00078574
DRON:00631637	55154972800	DRON:00078576
DRON:00631638	55154972804	DRON:00078576
DRON:00631639	55154972806	DRON:00078576
DRON:00631644	58232042401	DRON:00078661
DRON:00631662	54569623200	DRON:00079289
DRON:00631663	51991018211	DRON:00079416
DRON:00631668	16590034530	DRON:00079501
DRON:00631669	54569624400	DRON:00079501
DRON:00631670	00755990109	DRON:00079520
DRON:00631700	00187166006	DRON:00079772
DRON:00631703	00179009870	DRON:00079929
DRON:00631704	63717091099	DRON:00079929
DRON:00631717	17187106103	DRON:00080125
DRON:00631724	68258896501	DRON:00080182
DRON:00631752	55154612908	DRON:00080561
DRON:00631753	55154612808	DRON:00080563
DRON:00631767	21695095409	DRON:00080702
DRON:00631879	68258701903	DRON:00081635
DRON:00631882	54868629500	DRON:00081689
DRON:00631888	54868550002	DRON:00081714
DRON:00631899	51138056710	DRON:00081872
DRON:00631900	51138056730	DRON:00081872
DRON:00631901	51138056810	DRON:00081874
DRON:00631902	51138056830	DRON:00081874
DRON:00631903	51138056510	DRON:00081876
DRON:00631904	51138056515	DRON:00081876
DRON:00631905	51138056530	DRON:00081876
DRON:00631906	51138056610	DRON:00081878
DRON:00631907	51138056630	DRON:00081878
DRON:00631908	51138056650	DRON:00081878
DRON:00631909	00186108795	DRON:00081882
DRON:00631911	41100080676	DRON:00081912
DRON:00631913	67143010001	DRON:00081973
DRON:00631914	67143010101	DRON:00081973
DRON:00631915	67143010201	DRON:00081973
DRON:00631916	67143110002	DRON:00081973
DRON:00631917	67143210004	DRON:00081973
DRON:00631918	67143210103	DRON:00081973
DRON:00631919	67143210104	DRON:00081973
DRON:00631920	67143210204	DRON:00081973
DRON:00631921	67143310202	DRON:00081973
DRON:00631922	17270050302	DRON:00082011
DRON:00631930	00008092360	DRON:00082067
DRON:00631931	63824000815	DRON:00082133
DRON:00631932	63824000869	DRON:00082133
DRON:00631944	35000000260	DRON:00082251
DRON:00631945	35000000271	DRON:00082251
DRON:00631946	35000000278	DRON:00082251
DRON:00631947	35000000360	DRON:00082251
DRON:00631948	35000000371	DRON:00082251
DRON:00631949	35000000378	DRON:00082251
DRON:00631950	35000000385	DRON:00082251
DRON:00631951	35000002116	DRON:00082251
DRON:00631952	35000002160	DRON:00082251
DRON:00631953	35000002171	DRON:00082251
DRON:00631954	35000002178	DRON:00082251
DRON:00631955	35000002185	DRON:00082251
DRON:00631956	35000004816	DRON:00082251
DRON:00631957	35000004847	DRON:00082251
DRON:00631958	35000004854	DRON:00082251
DRON:00631959	35000004869	DRON:00082251
DRON:00631985	16590049317	DRON:00082539
DRON:00631998	63323028600	DRON:00082721
DRON:00631999	63323028663	DRON:00082721
DRON:00632020	21695029101	DRON:00082900
DRON:00632022	29336091028	DRON:00082940
DRON:00632029	54868630300	DRON:00083190
DRON:00632038	00641608201	DRON:00083205
DRON:00632039	00641608225	DRON:00083205
DRON:00632040	00641608401	DRON:00083205
DRON:00632041	00641608425	DRON:00083205
DRON:00632048	00641608301	DRON:00083253
DRON:00632049	00641608325	DRON:00083253
DRON:00632050	00641608501	DRON:00083253
DRON:00632051	00641608525	DRON:00083253
DRON:00632071	63029090301	DRON:00083510
DRON:00632072	42002020601	DRON:00083536
DRON:00632073	42002020602	DRON:00083536
DRON:00632074	42002020605	DRON:00083536
DRON:00632075	42002020705	DRON:00083538
DRON:00632091	11017041031	DRON:00083744
DRON:00632102	52244044910	DRON:00084150
DRON:00632104	52584048227	DRON:00084161
DRON:00632105	52584048257	DRON:00084161
DRON:00632108	23589007093	DRON:00084236
DRON:00632125	67425099934	DRON:00084476
DRON:00632126	00597014954	DRON:00084499
DRON:00632127	00597014960	DRON:00084499
DRON:00632134	12090003230	DRON:00084590
DRON:00632135	63824075016	DRON:00084599
DRON:00632136	14743008601	DRON:00084768
DRON:00632137	14743008602	DRON:00084768
DRON:00632138	10812097301	DRON:00084788
DRON:00632164	63936858205	DRON:00085151
DRON:00632172	68387094112	DRON:00085197
DRON:00632173	68387094130	DRON:00085197
DRON:00632174	68387094160	DRON:00085197
DRON:00632175	68387094190	DRON:00085197
DRON:00632206	24286519105	DRON:00085410
DRON:00632210	55045324803	DRON:00085549
DRON:00632211	00363000410	DRON:00085657
DRON:00632225	23900001443	DRON:00085698
DRON:00632228	00363045804	DRON:00085711
DRON:00632229	00363045805	DRON:00085711
DRON:00632233	42002020301	DRON:00085770
DRON:00632234	42002020302	DRON:00085770
DRON:00632293	00135021908	DRON:00086298
DRON:00632294	00135053006	DRON:00086301
DRON:00632295	55154062602	DRON:00086319
DRON:00632296	55154062608	DRON:00086319
DRON:00632297	55154062500	DRON:00086321
DRON:00632298	55154062502	DRON:00086321
DRON:00632299	55154062503	DRON:00086321
DRON:00632300	55154062506	DRON:00086321
DRON:00632301	55154062508	DRON:00086321
DRON:00632302	68258603203	DRON:00086321
DRON:00632306	58809057102	DRON:00086363
DRON:00632357	63300292926	DRON:00086565
DRON:00632367	49281001125	DRON:00086663
DRON:00632371	58809057802	DRON:00086758
DRON:00632375	12547093657	DRON:00086817
DRON:00632587	76179002501	DRON:00086891
DRON:00632591	13349001022	DRON:00086955
DRON:00632592	13349001023	DRON:00086956
DRON:00632593	13349001019	DRON:00086957
DRON:00632594	37808049062	DRON:00086989
DRON:00632595	37808049071	DRON:00086989
DRON:00632622	52815012541	DRON:00087084
DRON:00632623	52815012542	DRON:00087084
DRON:00632624	52815012543	DRON:00087084
DRON:00632631	54092070202	DRON:00087105
DRON:00632632	54092070203	DRON:00087105
DRON:00632638	43538018045	DRON:00087121
DRON:00632639	43538018145	DRON:00087121
DRON:00632659	00519639957	DRON:00087122
DRON:00632660	00519639976	DRON:00087122
DRON:00632661	00519639980	DRON:00087122
DRON:00632662	45156561001	DRON:00087123
DRON:00632663	45156561002	DRON:00087123
DRON:00632667	45156550201	DRON:00087124
DRON:00632668	45156550202	DRON:00087124
DRON:00632670	45156560501	DRON:00087125
DRON:00632671	45156560502	DRON:00087125
DRON:00632677	68025005305	DRON:00087126
DRON:00632678	68025005330	DRON:00087126
DRON:00632679	68025005530	DRON:00087128
DRON:00632680	68025005630	DRON:00087130
DRON:00632681	00069814120	DRON:00087132
DRON:00632682	00069814020	DRON:00087133
DRON:00632683	00519117141	DRON:00087134
DRON:00632684	00519117147	DRON:00087134
DRON:00632685	00135045901	DRON:00087136
DRON:00632686	00135045902	DRON:00087136
DRON:00632687	00135045903	DRON:00087136
DRON:00632688	51068050101	DRON:00087137
DRON:00632689	51068050301	DRON:00087138
DRON:00632694	66391030300	DRON:00087141
DRON:00632695	66992028110	DRON:00087144
DRON:00632696	50458086101	DRON:00087148
DRON:00632697	50458086102	DRON:00087148
DRON:00632698	50458086201	DRON:00087150
DRON:00632699	50458086202	DRON:00087150
DRON:00632700	50458086301	DRON:00087152
DRON:00632701	50458086302	DRON:00087152
DRON:00632702	50458086401	DRON:00087154
DRON:00632703	50458086402	DRON:00087154
DRON:00632704	50458086001	DRON:00087156
DRON:00632705	50458086002	DRON:00087156
DRON:00632814	13349001029	DRON:00087177
DRON:00632815	13349001025	DRON:00087178
DRON:00632816	13349001024	DRON:00087179
DRON:00632818	56184012071	DRON:00087181
DRON:00632820	50544000300	DRON:00087183
DRON:00632821	50544000391	DRON:00087183
DRON:00632824	58232003601	DRON:00087184
DRON:00632828	37000072401	DRON:00087186
DRON:00632829	37000072406	DRON:00087186
DRON:00632830	37808035740	DRON:00087187
DRON:00632831	50544010200	DRON:00087188
DRON:00632832	50544010291	DRON:00087188
DRON:00632913	64058014164	DRON:00087195
DRON:00632917	00132004202	DRON:00087196
DRON:00632918	00132007912	DRON:00087196
DRON:00632919	00132007924	DRON:00087196
DRON:00632920	00132007950	DRON:00087196
DRON:00632921	00132008012	DRON:00087196
DRON:00632922	00132079112	DRON:00087196
DRON:00632923	37808089726	DRON:00087197
DRON:00632930	49427031548	DRON:00087198
DRON:00632931	49427031550	DRON:00087198
DRON:00632943	00766286220	DRON:00069727
DRON:00632944	00766776030	DRON:00069727
DRON:00632945	00766784420	DRON:00069727
DRON:00632946	00766784440	DRON:00069727
DRON:00632947	00766784955	DRON:00069727
DRON:00632948	00766785990	DRON:00069727
DRON:00632949	00766786760	DRON:00069727
DRON:00632950	76336045517	DRON:00069849
DRON:00632951	14290031418	DRON:00070086
DRON:00632960	49349067612	DRON:00070671
DRON:00632961	68258709201	DRON:00070713
DRON:00633250	16110005212	DRON:00071677
DRON:00633251	12939021216	DRON:00072067
DRON:00633252	55154595200	DRON:00072281
DRON:00633253	50436460406	DRON:00072349
DRON:00633254	50436460502	DRON:00072349
DRON:00633255	49349056416	DRON:00072496
DRON:00633256	55154394105	DRON:00072500
DRON:00633257	55154394108	DRON:00072500
DRON:00633258	55154393905	DRON:00072502
DRON:00633259	55154394005	DRON:00072502
DRON:00633260	55154394008	DRON:00072502
DRON:00633263	00766286210	DRON:00073313
DRON:00633264	00766775030	DRON:00073313
DRON:00633265	00766784320	DRON:00073313
DRON:00633266	00766784340	DRON:00073313
DRON:00633267	00766784950	DRON:00073313
DRON:00633268	00766786750	DRON:00073313
DRON:00633275	00067627510	DRON:00073730
DRON:00633276	00067627572	DRON:00073730
DRON:00633283	49349055920	DRON:00074764
DRON:00633284	54868538102	DRON:00074764
DRON:00633285	50436760201	DRON:00074869
DRON:00633286	59196003202	DRON:00074991
DRON:00633323	00009354701	DRON:00075280
DRON:00633324	55154451800	DRON:00075434
DRON:00633325	68258709301	DRON:00075487
DRON:00633348	55154227505	DRON:00075640
DRON:00633395	49281088003	DRON:00075693
DRON:00633827	66336038790	DRON:00075912
DRON:00633828	35356064004	DRON:00075941
DRON:00633829	68258896701	DRON:00075959
DRON:00633830	68258699409	DRON:00075986
DRON:00633831	68258699709	DRON:00076097
DRON:00633853	54868630700	DRON:00076188
DRON:00633854	54868630800	DRON:00076191
DRON:00633855	67618030040	DRON:00076225
DRON:00633856	66336059830	DRON:00076322
DRON:00633857	21695096975	DRON:00076344
DRON:00633858	43353032302	DRON:00076346
DRON:00633859	43353032306	DRON:00076346
DRON:00633860	43353074802	DRON:00076348
DRON:00633861	43353074804	DRON:00076348
DRON:00633862	43353074806	DRON:00076348
DRON:00633863	43353074812	DRON:00076348
DRON:00633864	43353074852	DRON:00076348
DRON:00633865	43353074879	DRON:00076348
DRON:00633897	66658011203	DRON:00076972
DRON:00633911	49349056121	DRON:00077127
DRON:00633920	41383043750	DRON:00077292
DRON:00633923	00145062861	DRON:00077417
DRON:00633924	00145062862	DRON:00077417
DRON:00633927	55154202500	DRON:00077457
DRON:00633928	55154202504	DRON:00077457
DRON:00633929	55154202506	DRON:00077457
DRON:00633933	55154961305	DRON:00077507
DRON:00633936	63629459801	DRON:00077554
DRON:00633943	51817065661	DRON:00077623
DRON:00633955	55154721105	DRON:00077792
DRON:00633964	68258599009	DRON:00077858
DRON:00633965	10812091601	DRON:00077899
DRON:00633966	10812091602	DRON:00077899
DRON:00633967	10812091667	DRON:00077899
DRON:00633969	24338013213	DRON:00077987
DRON:00633971	59630007410	DRON:00078039
DRON:00633972	11704037001	DRON:00078077
DRON:00633973	10812039004	DRON:00078169
DRON:00633974	24090041004	DRON:00078183
DRON:00633980	83490020760	DRON:00078237
DRON:00633983	00525090690	DRON:00078348
DRON:00634009	63783021006	DRON:00078594
DRON:00634034	55045384101	DRON:00079283
DRON:00634035	68258304200	DRON:00079289
DRON:00634036	00409717217	DRON:00079326
DRON:00634037	00430011520	DRON:00079339
DRON:00634038	00430011595	DRON:00079339
DRON:00634039	51672013383	DRON:00079433
DRON:00634052	61787043302	DRON:00079453
DRON:00634102	49349053420	DRON:00080036
DRON:00634126	24338011260	DRON:00080641
