clinical_drug	ingredient	strength	unit
DRON:00035407	CHEBI:135361	1.25	UO:0000022
DRON:00035407	CHEBI:52010	4.0	UO:0000022
DRON:00035407	CHEBI:8093	10.0	UO:0000022
DRON:00035408	CHEBI:3650	100.0	UO:0000022
DRON:00035409	CHEBI:3650	250.0	UO:0000022
DRON:00035410	CHEBI:3654	100.0	UO:0000022
DRON:00035411	CHEBI:3654	15.0	UO:0000022
DRON:00035412	CHEBI:3654	25.0	UO:0000022
DRON:00035413	CHEBI:3654	50.0	UO:0000022
DRON:00035414	CHEBI:3655	250.0	UO:0000022
DRON:00035415	CHEBI:3655	500.0	UO:0000022
DRON:00035416	CHEBI:3699	200.0	UO:0000022
DRON:00035417	CHEBI:3699	300.0	UO:0000022
DRON:00035418	CHEBI:3699	400.0	UO:0000022
DRON:00035419	CHEBI:3699	800.0	UO:0000022
DRON:00035420	CHEBI:3716	250.0	UO:0000022
DRON:00035421	CHEBI:3716	500.0	UO:0000022
DRON:00035422	CHEBI:100241	250.0	UO:0000022
DRON:00035423	CHEBI:100241	750.0	UO:0000022
DRON:00035424	CHEBI:3732	250.0	UO:0000022
DRON:00035425	CHEBI:3732	500.0	UO:0000022
DRON:00035426	CHEBI:3745	150.0	UO:0000022
DRON:00035429	CHEBI:3749	50.0	UO:0000022
DRON:00035430	CHEBI:3750	500.0	UO:0000022
DRON:00035431	CHEBI:3756	0.5	UO:0000022
DRON:00035432	CHEBI:3756	1.0	UO:0000022
DRON:00035433	CHEBI:3756	2.0	UO:0000022
DRON:00035434	CHEBI:3764	100.0	UO:0000022
DRON:00035436	CHEBI:3764	500.0	UO:0000022
DRON:00035437	CHEBI:49566	250.0	UO:0000022
DRON:00035438	CHEBI:49566	500.0	UO:0000022
DRON:00035439	CHEBI:3766	100.0	UO:0000022
DRON:00035440	CHEBI:3766	25.0	UO:0000022
DRON:00035441	CHEBI:23359	0.5	UO:0000022
DRON:00035442	CHEBI:23359	0.6	UO:0000022
DRON:00035444	CHEBI:16962	10.0	UO:0000022
DRON:00035445	CHEBI:16962	5.0	UO:0000022
DRON:00035446	CHEBI:3988	200.0	UO:0000022
DRON:00035447	CHEBI:3988	400.0	UO:0000022
DRON:00035448	CHEBI:4027	25.0	UO:0000022
DRON:00035449	CHEBI:4027	50.0	UO:0000022
DRON:00035450	CHEBI:40009	250.0	UO:0000022
DRON:00035451	CHEBI:4031	25.0	UO:0000022
DRON:00035452	CHEBI:4315	100.0	UO:0000022
DRON:00035453	CHEBI:4315	200.0	UO:0000022
DRON:00035454	CHEBI:4315	50.0	UO:0000022
DRON:00035455	CHEBI:4325	100.0	UO:0000022
DRON:00035456	CHEBI:4325	25.0	UO:0000022
DRON:00035457	CHEBI:27478	0.25	UO:0000022
DRON:00035458	CHEBI:27478	0.125	UO:0000022
DRON:00035458	CHEBI:5778	50.0	UO:0000022
DRON:00035459	CHEBI:27478	0.125	UO:0000022
DRON:00035459	CHEBI:5778	25.0	UO:0000022
DRON:00035460	CHEBI:27478	0.25	UO:0000022
DRON:00035460	CHEBI:5778	25.0	UO:0000022
DRON:00035465	CHEBI:41879	0.25	UO:0000022
DRON:00035466	CHEBI:41879	0.5	UO:0000022
DRON:00035467	CHEBI:41879	1.0	UO:0000022
DRON:00035468	CHEBI:41879	1.5	UO:0000022
DRON:00035469	CHEBI:41879	2.0	UO:0000022
DRON:00035470	CHEBI:41879	4.0	UO:0000022
DRON:00035471	CHEBI:41879	6.0	UO:0000022
DRON:00035475	CHEBI:49575	10.0	UO:0000022
DRON:00035476	CHEBI:49575	2.0	UO:0000022
DRON:00035477	CHEBI:49575	5.0	UO:0000022
DRON:00035478	CHEBI:4495	50.0	UO:0000022
DRON:00035480	CHEBI:101085	50.0	UO:0000022
DRON:00035481	CHEBI:4511	250.0	UO:0000022
DRON:00035482	CHEBI:4511	500.0	UO:0000022
DRON:00035483	CHEBI:4513	25.0	UO:0000022
DRON:00035484	CHEBI:39669	250.0	UO:0000022
DRON:00035485	CHEBI:39669	500.0	UO:0000022
DRON:00035486	CHEBI:4551	0.125	UO:0000022
DRON:00035487	CHEBI:4551	0.2	UO:0000022
DRON:00035488	CHEBI:4551	0.25	UO:0000022
DRON:00035489	CHEBI:4591	0.125	UO:0000022
DRON:00035490	CHEBI:4591	0.125	UO:0000022
DRON:00035491	CHEBI:4591	0.2	UO:0000022
DRON:00035492	CHEBI:4591	0.4	UO:0000022
DRON:00035493	CHEBI:271436	250.0	UO:0000022
DRON:00035496	CHEBI:4653	50.0	UO:0000022
DRON:00035497	CHEBI:4659	250.0	UO:0000022
DRON:00035498	CHEBI:4659	500.0	UO:0000022
DRON:00035499	CHEBI:4708	1.0	UO:0000022
DRON:00035500	CHEBI:4708	2.0	UO:0000022
DRON:00035501	CHEBI:4708	4.0	UO:0000022
DRON:00035502	CHEBI:4708	8.0	UO:0000022
DRON:00035503	CHEBI:50845	100.0	UO:0000022
DRON:00035504	CHEBI:66964	10.0	UO:0000022
DRON:00035505	CHEBI:66964	2.5	UO:0000022
DRON:00035506	CHEBI:66964	5.0	UO:0000022
DRON:00035507	CHEBI:4728	200.0	UO:0000022
DRON:00035508	CHEBI:4728	400.0	UO:0000022
DRON:00035509	CHEBI:4728	200.0	UO:0000022
DRON:00035509	CHEBI:5551	200.0	UO:0000022
DRON:00035510	CHEBI:157175	200.0	UO:0000022
DRON:00035511	CHEBI:157175	400.0	UO:0000022
DRON:00035514	CHEBI:34706	1.0	UO:0000022
DRON:00035515	CHEBI:4822	0.2	UO:0000022
DRON:00035516	CHEBI:48923	500.0	UO:0000022
DRON:00035517	CHEBI:4858	1.0	UO:0000022
DRON:00035518	CHEBI:4858	2.0	UO:0000022
DRON:00035519	CHEBI:23965	0.5	UO:0000022
DRON:00035520	CHEBI:23965	1.0	UO:0000022
DRON:00035521	CHEBI:23965	2.0	UO:0000022
DRON:00035522	DRON:00014872	0.3	UO:0000022
DRON:00035523	DRON:00014872	0.9	UO:0000022
DRON:00035524	DRON:00014872	1.25	UO:0000022
DRON:00035525	DRON:00014872	2.5	UO:0000022
DRON:00035526	CHEBI:27436	5.0	UO:0000022
DRON:00035526	DRON:00014872	0.625	UO:0000022
DRON:00035527	CHEBI:27436	10.0	UO:0000022
DRON:00035527	DRON:00014872	1.25	UO:0000022
DRON:00035528	DRON:00014151	0.3	UO:0000022
DRON:00035529	DRON:00014151	0.625	UO:0000022
DRON:00035530	DRON:00014151	1.25	UO:0000022
DRON:00035531	DRON:00014151	2.5	UO:0000022
DRON:00035532	CHEBI:27436	2.5	UO:0000022
DRON:00035532	DRON:00014151	1.25	UO:0000022
DRON:00035533	DRON:00012497	100.0	UO:0000022
DRON:00035534	CHEBI:4882	200.0	UO:0000022
DRON:00035535	CHEBI:4882	500.0	UO:0000022
DRON:00035536	CHEBI:4882	750.0	UO:0000022
DRON:00035537	CHEBI:4903	0.02	UO:0000022
DRON:00035538	CHEBI:4903	0.05	UO:0000022
DRON:00035539	CHEBI:4885	250.0	UO:0000022
DRON:00035540	CHEBI:4887	250.0	UO:0000022
DRON:00035541	CHEBI:4888	250.0	UO:0000022
DRON:00035542	CHEBI:4909	200.0	UO:0000022
DRON:00035543	CHEBI:4909	300.0	UO:0000022
DRON:00035544	CHEBI:4909	400.0	UO:0000022
DRON:00035545	CHEBI:4911	50.0	UO:0000022
DRON:00035546	CHEBI:4913	10.0	UO:0000022
DRON:00035547	CHEBI:4913	25.0	UO:0000022
DRON:00035548	CHEBI:4975	20.0	UO:0000022
DRON:00035549	CHEBI:4975	40.0	UO:0000022
DRON:00035550	CHEBI:585948	2.5	UO:0000022
DRON:00035551	CHEBI:5000	20.0	UO:0000022
DRON:00035552	CHEBI:5004	200.0	UO:0000022
DRON:00035553	CHEBI:5004	300.0	UO:0000022
DRON:00035555	CHEBI:46081	100.0	UO:0000022
DRON:00035556	CHEBI:46081	150.0	UO:0000022
DRON:00035557	CHEBI:46081	200.0	UO:0000022
DRON:00035558	CHEBI:46081	50.0	UO:0000022
DRON:00035559	CHEBI:5100	250.0	UO:0000022
DRON:00035560	CHEBI:5100	500.0	UO:0000022
DRON:00035563	CHEBI:5120	10.0	UO:0000022
DRON:00035564	CHEBI:5120	2.0	UO:0000022
DRON:00035565	CHEBI:5120	5.0	UO:0000022
DRON:00035571	CHEBI:5130	100.0	UO:0000022
DRON:00035572	CHEBI:5130	50.0	UO:0000022
DRON:00035573	CHEBI:5132	125.0	UO:0000022
DRON:00035574	CHEBI:27470	1.0	UO:0000022
DRON:00035576	CHEBI:5195	100.0	UO:0000022
DRON:00035579	CHEBI:47426	80.0	UO:0000022
DRON:00035583	CHEBI:5441	1.25	UO:0000022
DRON:00035584	CHEBI:94449	1.0	UO:0000022
DRON:00035585	CHEBI:94449	2.0	UO:0000022
DRON:00035586	CHEBI:5551	200.0	UO:0000022
DRON:00035587	CHEBI:5553	4.0	UO:0000022
DRON:00035588	CHEBI:5553	8.0	UO:0000022
DRON:00035589	CHEBI:5558	1.0	UO:0000022
DRON:00035590	CHEBI:5558	2.0	UO:0000022
DRON:00035591	CHEBI:5603	20.0	UO:0000022
DRON:00035592	CHEBI:5603	40.0	UO:0000022
DRON:00035596	CHEBI:5613	20.0	UO:0000022
DRON:00035598	CHEBI:5778	100.0	UO:0000022
DRON:00035599	CHEBI:5778	50.0	UO:0000022
DRON:00035600	CHEBI:28487	0.125	UO:0000022
DRON:00035600	CHEBI:5778	50.0	UO:0000022
DRON:00035604	CHEBI:17650	10.0	UO:0000022
DRON:00035605	CHEBI:17650	20.0	UO:0000022
DRON:00035609	CHEBI:17650	5.0	UO:0000022
DRON:00035610	CHEBI:5784	50.0	UO:0000022
DRON:00035611	CHEBI:28487	0.125	UO:0000022
DRON:00035611	CHEBI:5784	25.0	UO:0000022
DRON:00035612	CHEBI:28487	0.125	UO:0000022
DRON:00035612	CHEBI:5784	50.0	UO:0000022
DRON:00035614	CHEBI:44423	500.0	UO:0000022
DRON:00035616	CHEBI:5855	300.0	UO:0000022
DRON:00035617	CHEBI:5855	400.0	UO:0000022
DRON:00035618	CHEBI:5855	600.0	UO:0000022
DRON:00035619	CHEBI:5855	800.0	UO:0000022
DRON:00035620	CHEBI:5893	1.25	UO:0000022
DRON:00035621	CHEBI:5893	2.5	UO:0000022
DRON:00035622	CHEBI:49662	25.0	UO:0000022
DRON:00035623	CHEBI:49662	50.0	UO:0000022
DRON:00035625	CHEBI:5950	210.0	UO:0000022
DRON:00035626	CHEBI:5950	650.0	UO:0000022
DRON:00035627	CHEBI:6030	300.0	UO:0000022
DRON:00035629	CHEBI:6061	10.0	UO:0000022
DRON:00035630	CHEBI:6061	2.5	UO:0000022
DRON:00035631	CHEBI:6061	30.0	UO:0000022
DRON:00035632	CHEBI:6061	40.0	UO:0000022
DRON:00035633	CHEBI:6061	5.0	UO:0000022
DRON:00035634	CHEBI:6067	10.0	UO:0000022
DRON:00035635	CHEBI:6067	20.0	UO:0000022
DRON:00035636	CHEBI:6067	40.0	UO:0000022
DRON:00035637	CHEBI:6073	2.5	UO:0000022
DRON:00035638	CHEBI:6073	5.0	UO:0000022
DRON:00035639	CHEBI:48339	200.0	UO:0000022
DRON:00035640	CHEBI:6128	25.0	UO:0000022
DRON:00035641	CHEBI:6128	50.0	UO:0000022
DRON:00035642	CHEBI:6128	75.0	UO:0000022
DRON:00035643	CHEBI:15640	10.0	UO:0000022
DRON:00035644	CHEBI:15640	15.0	UO:0000022
DRON:00035645	CHEBI:15640	25.0	UO:0000022
DRON:00035646	CHEBI:15640	5.0	UO:0000022
DRON:00035647	CHEBI:15765	100.0	UO:0000022
DRON:00035648	CHEBI:15765	100.0	UO:0000022
DRON:00035649	CHEBI:15765	250.0	UO:0000022
DRON:00035650	CHEBI:15765	250.0	UO:0000022
DRON:00035651	CHEBI:15765	500.0	UO:0000022
DRON:00035652	CHEBI:15765	500.0	UO:0000022
DRON:00035653	CHEBI:6444	2.0	UO:0000022
DRON:00035656	CHEBI:43755	40.0	UO:0000022
DRON:00035657	CHEBI:43755	10.0	UO:0000022
DRON:00035657	CHEBI:5778	12.5	UO:0000022
DRON:00035658	CHEBI:43755	20.0	UO:0000022
DRON:00035658	CHEBI:5778	12.5	UO:0000022
DRON:00035659	CHEBI:43755	20.0	UO:0000022
DRON:00035659	CHEBI:5778	25.0	UO:0000022
DRON:00035660	CHEBI:6504	300.0	UO:0000022
DRON:00035661	CHEBI:6504	300.0	UO:0000022
DRON:00035662	CHEBI:6504	300.0	UO:0000022
DRON:00035663	CHEBI:6504	450.0	UO:0000022
DRON:00035664	CHEBI:6504	600.0	UO:0000022
DRON:00035665	CHEBI:6520	10.0	UO:0000022
DRON:00035666	CHEBI:6520	100.0	UO:0000022
DRON:00035667	CHEBI:6520	40.0	UO:0000022
DRON:00035668	CHEBI:47544	200.0	UO:0000022
DRON:00035669	CHEBI:47544	400.0	UO:0000022
DRON:00035670	CHEBI:52993	0.5	UO:0000022
DRON:00035671	CHEBI:52993	1.0	UO:0000022
DRON:00035672	CHEBI:52993	2.0	UO:0000022
DRON:00035673	CHEBI:40303	10.0	UO:0000022
DRON:00035674	CHEBI:40303	20.0	UO:0000022
DRON:00035675	CHEBI:40303	40.0	UO:0000022
DRON:00035677	CHEBI:6640	600.0	UO:0000022
DRON:00035678	CHEBI:135047	25.0	UO:0000022
DRON:00035679	CHEBI:6702	1.0	UO:0000022
DRON:00035680	CHEBI:6702	2.0	UO:0000022
DRON:00035682	CHEBI:28876	2.0	UO:0000022
DRON:00035683	CHEBI:6752	25.0	UO:0000022
DRON:00035684	CHEBI:6758	100.0	UO:0000022
DRON:00035685	CHEBI:6758	32.0	UO:0000022
DRON:00035686	CHEBI:6758	50.0	UO:0000022
DRON:00035687	CHEBI:6757	100.0	UO:0000022
DRON:00035688	CHEBI:6761	200.0	UO:0000022
DRON:00035689	CHEBI:6761	400.0	UO:0000022
DRON:00035690	CHEBI:15365	325.0	UO:0000022
DRON:00035690	CHEBI:6761	200.0	UO:0000022
DRON:00035691	CHEBI:50667	50.0	UO:0000022
DRON:00035693	CHEBI:6797	400.0	UO:0000022
DRON:00035694	CHEBI:6822	25.0	UO:0000022
DRON:00035695	CHEBI:6822	50.0	UO:0000022
DRON:00035696	CHEBI:50673	10.0	UO:0000022
DRON:00035697	CHEBI:50673	5.0	UO:0000022
DRON:00035698	CHEBI:6832	500.0	UO:0000022
DRON:00035699	CHEBI:6832	750.0	UO:0000022
DRON:00035700	CHEBI:15365	325.0	UO:0000022
DRON:00035700	CHEBI:6832	400.0	UO:0000022
DRON:00035701	CHEBI:18358	10.0	UO:0000022
DRON:00035703	CHEBI:6846	300.0	UO:0000022
DRON:00035704	CHEBI:6847	2.5	UO:0000022
DRON:00035705	CHEBI:6847	5.0	UO:0000022
DRON:00035706	CHEBI:27478	0.5	UO:0000022
DRON:00035706	CHEBI:6847	5.0	UO:0000022
DRON:00035707	CHEBI:27478	0.25	UO:0000022
DRON:00035707	CHEBI:6847	5.0	UO:0000022
DRON:00035708	CHEBI:28487	0.1	UO:0000022
DRON:00035708	CHEBI:6847	2.5	UO:0000022
DRON:00035709	CHEBI:61058	125.0	UO:0000022
DRON:00035710	CHEBI:61058	250.0	UO:0000022
DRON:00035712	CHEBI:61058	500.0	UO:0000022
DRON:00035713	CHEBI:3640	250.0	UO:0000022
DRON:00035713	CHEBI:61058	250.0	UO:0000022
DRON:00035714	CHEBI:5778	25.0	UO:0000022
DRON:00035714	CHEBI:61058	250.0	UO:0000022
DRON:00035715	CHEBI:5778	50.0	UO:0000022
DRON:00035715	CHEBI:61058	500.0	UO:0000022
DRON:00035716	CHEBI:5778	30.0	UO:0000022
DRON:00035716	CHEBI:61058	500.0	UO:0000022
DRON:00035717	CHEBI:5778	15.0	UO:0000022
DRON:00035717	CHEBI:61058	250.0	UO:0000022
DRON:00035718	CHEBI:6872	65.0	UO:0000022
DRON:00035719	CHEBI:6888	2.0	UO:0000022
DRON:00035720	CHEBI:6888	24.0	UO:0000022
DRON:00035721	CHEBI:6888	32.0	UO:0000022
DRON:00035722	CHEBI:6888	8.0	UO:0000022
DRON:00035723	CHEBI:584020	2.0	UO:0000022
DRON:00035724	CHEBI:27436	10.0	UO:0000022
DRON:00035725	CHEBI:27436	10.0	UO:0000022
DRON:00035726	CHEBI:64354	0.5	UO:0000022
DRON:00035727	CHEBI:64354	10.0	UO:0000022
DRON:00035728	CHEBI:64354	2.5	UO:0000022
DRON:00035729	CHEBI:6912	250.0	UO:0000022
DRON:00035730	CHEBI:50694	100.0	UO:0000022
DRON:00035731	CHEBI:50694	50.0	UO:0000022
DRON:00035732	CHEBI:6942	10.0	UO:0000022
DRON:00035733	CHEBI:6942	2.5	UO:0000022
DRON:00035734	CHEBI:6954	500.0	UO:0000022
DRON:00035737	CHEBI:3013	5.0	UO:0000022
DRON:00035737	CHEBI:7444	40.0	UO:0000022
DRON:00035738	CHEBI:3013	5.0	UO:0000022
DRON:00035738	CHEBI:7444	80.0	UO:0000022
DRON:00035739	CHEBI:7444	120.0	UO:0000022
DRON:00035740	CHEBI:7444	160.0	UO:0000022
DRON:00035741	CHEBI:7444	20.0	UO:0000022
DRON:00035742	CHEBI:7444	40.0	UO:0000022
DRON:00035743	CHEBI:7444	80.0	UO:0000022
DRON:00035745	CHEBI:7476	375.0	UO:0000022
DRON:00035746	CHEBI:7476	250.0	UO:0000022
DRON:00035747	CHEBI:7476	500.0	UO:0000022
DRON:00035751	CHEBI:7514	15.0	UO:0000022
DRON:00035753	CHEBI:15940	500.0	UO:0000022
DRON:00035754	CHEBI:17154	500.0	UO:0000022
DRON:00035755	CHEBI:7553	500.0	UO:0000022
DRON:00035759	CHEBI:7565	10.0	UO:0000022
DRON:00035760	CHEBI:7565	20.0	UO:0000022
DRON:00035761	CHEBI:7565	30.0	UO:0000022
DRON:00035762	CHEBI:7565	60.0	UO:0000022
DRON:00035763	CHEBI:7565	90.0	UO:0000022
DRON:00035764	CHEBI:7575	30.0	UO:0000022
DRON:00035765	CHEBI:28787	0.3	UO:0000022
DRON:00035766	CHEBI:28787	0.4	UO:0000022
DRON:00035767	CHEBI:28787	0.6	UO:0000022
DRON:00035768	CHEBI:7601	300.0	UO:0000022
DRON:00035769	CHEBI:7627	0.35	UO:0000022
DRON:00035770	CHEBI:6784	0.05	UO:0000022
DRON:00035770	CHEBI:7627	1.0	UO:0000022
DRON:00035771	CHEBI:100246	400.0	UO:0000022
DRON:00035772	CHEBI:7640	10.0	UO:0000022
DRON:00035773	CHEBI:7640	50.0	UO:0000022
DRON:00035774	CHEBI:7640	75.0	UO:0000022
DRON:00035775	CHEBI:7731	200.0	UO:0000022
DRON:00035776	CHEBI:7731	300.0	UO:0000022
DRON:00035777	CHEBI:7731	400.0	UO:0000022
DRON:00035778	CHEBI:7772	20.0	UO:0000022
DRON:00035779	CHEBI:7773	4.0	UO:0000022
DRON:00035780	CHEBI:7809	250.0	UO:0000022
DRON:00035781	CHEBI:7809	500.0	UO:0000022
DRON:00035782	CHEBI:7820	2.5	UO:0000022
DRON:00035783	CHEBI:7823	10.0	UO:0000022
DRON:00035784	CHEBI:7823	15.0	UO:0000022
DRON:00035785	CHEBI:7823	30.0	UO:0000022
DRON:00035786	CHEBI:7921	150.0	UO:0000022
DRON:00035787	CHEBI:7953	75.0	UO:0000022
DRON:00035788	CHEBI:50868	125.0	UO:0000022
DRON:00035789	CHEBI:50868	250.0	UO:0000022
DRON:00035790	CHEBI:50868	250.0	UO:0000022
DRON:00035792	CHEBI:8028	16.0	UO:0000022
DRON:00035793	CHEBI:8028	2.0	UO:0000022
DRON:00035794	CHEBI:8028	4.0	UO:0000022
DRON:00035795	CHEBI:8028	8.0	UO:0000022
DRON:00035796	CHEBI:8069	100.0	UO:0000022
DRON:00035797	CHEBI:8069	16.0	UO:0000022
DRON:00035798	CHEBI:8069	16.0	UO:0000022
DRON:00035799	CHEBI:8069	16.2	UO:0000022
DRON:00035800	CHEBI:8069	60.0	UO:0000022
DRON:00035801	CHEBI:8104	75.0	UO:0000022
DRON:00035803	CHEBI:5551	200.0	UO:0000022
DRON:00035803	CHEBI:8093	5.0	UO:0000022
DRON:00035803	CHEBI:8104	45.0	UO:0000022
DRON:00035804	CHEBI:6762	10.0	UO:0000022
DRON:00035804	CHEBI:8104	10.0	UO:0000022
DRON:00035804	DRON:00018086	20.0	UO:0000022
DRON:00035805	CHEBI:18067	5.0	UO:0000022
DRON:00035806	CHEBI:8212	2.0	UO:0000022
DRON:00035807	CHEBI:8214	10.0	UO:0000022
DRON:00035808	CHEBI:8214	5.0	UO:0000022
DRON:00035810	CHEBI:8249	10.0	UO:0000022
DRON:00035811	CHEBI:8249	20.0	UO:0000022
DRON:00035813	CHEBI:8327	1.0	UO:0000022
DRON:00035814	CHEBI:8327	2.0	UO:0000022
DRON:00035815	CHEBI:8327	4.0	UO:0000022
DRON:00035817	CHEBI:53258	950.0	UO:0000022
DRON:00035817	CHEBI:64746	50.0	UO:0000022
DRON:00035820	DRON:00015645	200.0	UO:0000022
DRON:00035821	CHEBI:45267	600.0	UO:0000022
DRON:00035822	CHEBI:8364	5.0	UO:0000022
DRON:00035823	CHEBI:8378	5.0	UO:0000022
DRON:00035825	CHEBI:8382	1.0	UO:0000022
DRON:00035826	CHEBI:8382	10.0	UO:0000022
DRON:00035827	CHEBI:8382	2.5	UO:0000022
DRON:00035828	CHEBI:8382	50.0	UO:0000022
DRON:00035829	CHEBI:8412	50.0	UO:0000022
DRON:00035830	CHEBI:8427	250.0	UO:0000022
DRON:00035831	CHEBI:8426	500.0	UO:0000022
DRON:00035832	CHEBI:23359	0.5	UO:0000022
DRON:00035832	CHEBI:8426	500.0	UO:0000022
DRON:00035837	CHEBI:8481	15.0	UO:0000022
DRON:00035839	CHEBI:8502	50.0	UO:0000022
DRON:00035840	CHEBI:51209	60.0	UO:0000022
DRON:00035840	CHEBI:5551	100.0	UO:0000022
DRON:00035841	CHEBI:45285	500.0	UO:0000022
DRON:00035842	CHEBI:8673	25.0	UO:0000022
DRON:00035843	CHEBI:8694	15.0	UO:0000022
DRON:00035844	CHEBI:8694	7.5	UO:0000022
DRON:00035845	CHEBI:15854	325.0	UO:0000022
DRON:00035846	CHEBI:8774	2.5	UO:0000022
DRON:00035847	CHEBI:8774	5.0	UO:0000022
DRON:00035848	CHEBI:8776	150.0	UO:0000022
DRON:00035849	CHEBI:8776	150.0	UO:0000022
DRON:00035850	CHEBI:8776	300.0	UO:0000022
DRON:00035851	CHEBI:8776	300.0	UO:0000022
DRON:00035852	DRON:00016707	100.0	UO:0000022
DRON:00035853	DRON:00016707	50.0	UO:0000022
DRON:00035854	CHEBI:28487	0.1	UO:0000022
DRON:00035855	CHEBI:28487	0.25	UO:0000022
DRON:00035856	CHEBI:28487	0.25	UO:0000022
DRON:00035856	CHEBI:8327	2.0	UO:0000022
DRON:00035858	CHEBI:45367	150.0	UO:0000022
DRON:00035859	CHEBI:28077	150.0	UO:0000022
DRON:00035860	CHEBI:28077	300.0	UO:0000022
DRON:00035861	CHEBI:28077	300.0	UO:0000022
DRON:00035861	CHEBI:6030	150.0	UO:0000022
DRON:00035862	CHEBI:32114	600.0	UO:0000022
DRON:00035862	CHEBI:46195	250.0	UO:0000022
DRON:00035864	CHEBI:9014	750.0	UO:0000022
DRON:00035868	CHEBI:9150	40.0	UO:0000022
DRON:00035869	CHEBI:28741	0.55	UO:0000022
DRON:00035872	CHEBI:9241	100.0	UO:0000022
DRON:00035873	CHEBI:9241	50.0	UO:0000022
DRON:00035874	CHEBI:5778	25.0	UO:0000022
DRON:00035874	CHEBI:9241	25.0	UO:0000022
DRON:00035875	CHEBI:5778	50.0	UO:0000022
DRON:00035875	CHEBI:9241	50.0	UO:0000022
DRON:00035876	CHEBI:9249	2.0	UO:0000022
DRON:00035877	CHEBI:63623	100.0	UO:0000022
DRON:00035878	CHEBI:9328	500.0	UO:0000022
DRON:00035879	CHEBI:8673	25.0	UO:0000022
DRON:00035879	CHEBI:9329	500.0	UO:0000022
DRON:00035880	CHEBI:9331	500.0	UO:0000022
DRON:00035881	CHEBI:9332	500.0	UO:0000022
DRON:00035882	CHEBI:9334	500.0	UO:0000022
DRON:00035883	CHEBI:9342	100.0	UO:0000022
DRON:00035884	CHEBI:9342	200.0	UO:0000022
DRON:00035885	CHEBI:102484	500.0	UO:0000022
DRON:00035888	CHEBI:9352	150.0	UO:0000022
DRON:00035889	CHEBI:9352	200.0	UO:0000022
DRON:00035890	CHEBI:41774	10.0	UO:0000022
DRON:00035891	CHEBI:9435	15.0	UO:0000022
DRON:00035892	CHEBI:9435	30.0	UO:0000022
DRON:00035893	CHEBI:9435	7.5	UO:0000022
DRON:00035895	CHEBI:9460	50.0	UO:0000022
DRON:00035898	CHEBI:27902	100.0	UO:0000022
DRON:00035899	CHEBI:27902	250.0	UO:0000022
DRON:00035901	CHEBI:27902	500.0	UO:0000022
DRON:00035902	CHEBI:28177	100.0	UO:0000022
DRON:00035903	CHEBI:28177	100.0	UO:0000022
DRON:00035904	CHEBI:28177	125.0	UO:0000022
DRON:00035905	CHEBI:28177	125.0	UO:0000022
DRON:00035906	CHEBI:28177	200.0	UO:0000022
DRON:00035907	CHEBI:28177	200.0	UO:0000022
DRON:00035908	CHEBI:28177	250.0	UO:0000022
DRON:00035909	CHEBI:28177	300.0	UO:0000022
DRON:00035910	CHEBI:28177	300.0	UO:0000022
DRON:00035911	CHEBI:28177	400.0	UO:0000022
DRON:00035913	CHEBI:28177	300.0	UO:0000022
DRON:00035913	CHEBI:5551	180.0	UO:0000022
DRON:00035914	CHEBI:28177	150.0	UO:0000022
DRON:00035914	CHEBI:5551	90.0	UO:0000022
DRON:00035915	CHEBI:45979	500.0	UO:0000022
DRON:00035916	CHEBI:9516	40.0	UO:0000022
DRON:00035917	CHEBI:9566	100.0	UO:0000022
DRON:00035918	CHEBI:9566	15.0	UO:0000022
DRON:00035919	CHEBI:9566	150.0	UO:0000022
DRON:00035920	CHEBI:9566	200.0	UO:0000022
DRON:00035921	CHEBI:9566	25.0	UO:0000022
DRON:00035922	CHEBI:9566	50.0	UO:0000022
DRON:00035923	DRON:00012953	120.0	UO:0000022
DRON:00035924	DRON:00012953	130.0	UO:0000022
DRON:00035925	DRON:00012953	180.0	UO:0000022
DRON:00035926	DRON:00012953	300.0	UO:0000022
DRON:00035927	DRON:00012953	60.0	UO:0000022
DRON:00035930	CHEBI:39465	10.0	UO:0000022
DRON:00035931	CHEBI:39465	20.0	UO:0000022
DRON:00035932	CHEBI:39465	5.0	UO:0000022
DRON:00035933	CHEBI:32229	100.0	UO:0000022
DRON:00035935	CHEBI:9611	400.0	UO:0000022
DRON:00035936	CHEBI:9611	600.0	UO:0000022
DRON:00035937	CHEBI:9613	100.0	UO:0000022
DRON:00035938	CHEBI:9613	250.0	UO:0000022
DRON:00035939	CHEBI:9613	500.0	UO:0000022
DRON:00035940	CHEBI:27999	500.0	UO:0000022
DRON:00035941	CHEBI:71941	200.0	UO:0000022
DRON:00035942	CHEBI:71941	400.0	UO:0000022
DRON:00035943	CHEBI:71941	600.0	UO:0000022
DRON:00035945	CHEBI:9667	1.0	UO:0000022
DRON:00035946	CHEBI:9667	2.0	UO:0000022
DRON:00035947	CHEBI:9667	4.0	UO:0000022
DRON:00035948	CHEBI:9667	8.0	UO:0000022
DRON:00035951	CHEBI:9671	100.0	UO:0000022
DRON:00035952	CHEBI:9671	50.0	UO:0000022
DRON:00035953	CHEBI:5778	25.0	UO:0000022
DRON:00035953	CHEBI:9671	50.0	UO:0000022
DRON:00035954	CHEBI:5778	50.0	UO:0000022
DRON:00035954	CHEBI:9671	50.0	UO:0000022
DRON:00035955	CHEBI:5778	25.0	UO:0000022
