Old IRI,New IRI
http://purl.obolibrary.org/obo/DRON_00013847,http://purl.obolibrary.org/obo/CHEBI_5523
http://purl.obolibrary.org/obo/DRON_00013848,http://purl.obolibrary.org/obo/CHEBI_135358
http://purl.obolibrary.org/obo/DRON_00013856,http://purl.obolibrary.org/obo/CHEBI_28148
http://purl.obolibrary.org/obo/DRON_00013857,http://purl.obolibrary.org/obo/CHEBI_80756
http://purl.obolibrary.org/obo/DRON_00013858,http://purl.obolibrary.org/obo/CHEBI_7953
http://purl.obolibrary.org/obo/DRON_00013859,http://purl.obolibrary.org/obo/CHEBI_34853
http://purl.obolibrary.org/obo/DRON_00013860,http://purl.obolibrary.org/obo/CHEBI_50225
http://purl.obolibrary.org/obo/DRON_00013864,http://purl.obolibrary.org/obo/CHEBI_135907
http://purl.obolibrary.org/obo/DRON_00013877,http://purl.obolibrary.org/obo/CHEBI_135566
http://purl.obolibrary.org/obo/DRON_00013879,http://purl.obolibrary.org/obo/CHEBI_59039
http://purl.obolibrary.org/obo/DRON_00013884,http://purl.obolibrary.org/obo/CHEBI_135978
http://purl.obolibrary.org/obo/DRON_00013904,http://purl.obolibrary.org/obo/CHEBI_53226
http://purl.obolibrary.org/obo/DRON_00013906,http://purl.obolibrary.org/obo/CHEBI_3390
http://purl.obolibrary.org/obo/DRON_00013909,http://purl.obolibrary.org/obo/CHEBI_15440
http://purl.obolibrary.org/obo/DRON_00013938,http://purl.obolibrary.org/obo/CHEBI_6603
http://purl.obolibrary.org/obo/DRON_00013939,http://purl.obolibrary.org/obo/CHEBI_87462
http://purl.obolibrary.org/obo/DRON_00013946,http://purl.obolibrary.org/obo/CHEBI_9467
http://purl.obolibrary.org/obo/DRON_00013954,http://purl.obolibrary.org/obo/CHEBI_94621
http://purl.obolibrary.org/obo/DRON_00013966,http://purl.obolibrary.org/obo/CHEBI_31824
http://purl.obolibrary.org/obo/DRON_00013968,http://purl.obolibrary.org/obo/CHEBI_174690
http://purl.obolibrary.org/obo/DRON_00013969,http://purl.obolibrary.org/obo/CHEBI_8811
http://purl.obolibrary.org/obo/DRON_00013975,http://purl.obolibrary.org/obo/CHEBI_253342
http://purl.obolibrary.org/obo/DRON_00013976,http://purl.obolibrary.org/obo/CHEBI_9451
http://purl.obolibrary.org/obo/DRON_00013980,http://purl.obolibrary.org/obo/CHEBI_9435
http://purl.obolibrary.org/obo/DRON_00013983,http://purl.obolibrary.org/obo/CHEBI_135493
http://purl.obolibrary.org/obo/DRON_00013988,http://purl.obolibrary.org/obo/CHEBI_50648
http://purl.obolibrary.org/obo/DRON_00013996,http://purl.obolibrary.org/obo/CHEBI_32229
http://purl.obolibrary.org/obo/DRON_00013997,http://purl.obolibrary.org/obo/CHEBI_135919
http://purl.obolibrary.org/obo/DRON_00014001,http://purl.obolibrary.org/obo/CHEBI_31186
http://purl.obolibrary.org/obo/DRON_00014021,http://purl.obolibrary.org/obo/CHEBI_87647
http://purl.obolibrary.org/obo/DRON_00014022,http://purl.obolibrary.org/obo/CHEBI_132106
http://purl.obolibrary.org/obo/DRON_00014027,http://purl.obolibrary.org/obo/CHEBI_16973
http://purl.obolibrary.org/obo/DRON_00014030,http://purl.obolibrary.org/obo/CHEBI_63051
http://purl.obolibrary.org/obo/DRON_00014036,http://purl.obolibrary.org/obo/CHEBI_82467
http://purl.obolibrary.org/obo/DRON_00014039,http://purl.obolibrary.org/obo/CHEBI_599440
http://purl.obolibrary.org/obo/DRON_00014042,http://purl.obolibrary.org/obo/CHEBI_134859
http://purl.obolibrary.org/obo/DRON_00014043,http://purl.obolibrary.org/obo/CHEBI_16125
http://purl.obolibrary.org/obo/DRON_00014051,http://purl.obolibrary.org/obo/CHEBI_31446
http://purl.obolibrary.org/obo/DRON_00014058,http://purl.obolibrary.org/obo/CHEBI_258351
http://purl.obolibrary.org/obo/DRON_00014059,http://purl.obolibrary.org/obo/CHEBI_9611
http://purl.obolibrary.org/obo/DRON_00014062,http://purl.obolibrary.org/obo/CHEBI_8397
http://purl.obolibrary.org/obo/DRON_00014063,http://purl.obolibrary.org/obo/CHEBI_51210
http://purl.obolibrary.org/obo/DRON_00014064,http://purl.obolibrary.org/obo/CHEBI_8255
http://purl.obolibrary.org/obo/DRON_00014065,http://purl.obolibrary.org/obo/CHEBI_82542
http://purl.obolibrary.org/obo/DRON_00014066,http://purl.obolibrary.org/obo/CHEBI_34838
http://purl.obolibrary.org/obo/DRON_00014070,http://purl.obolibrary.org/obo/CHEBI_135507
http://purl.obolibrary.org/obo/DRON_00014085,http://purl.obolibrary.org/obo/CHEBI_4532
http://purl.obolibrary.org/obo/DRON_00014087,http://purl.obolibrary.org/obo/CHEBI_135342
http://purl.obolibrary.org/obo/DRON_00014092,http://purl.obolibrary.org/obo/CHEBI_8493
http://purl.obolibrary.org/obo/DRON_00014094,http://purl.obolibrary.org/obo/CHEBI_32316
http://purl.obolibrary.org/obo/DRON_00014100,http://purl.obolibrary.org/obo/CHEBI_135846
http://purl.obolibrary.org/obo/DRON_00014106,http://purl.obolibrary.org/obo/CHEBI_135986
http://purl.obolibrary.org/obo/DRON_00014125,http://purl.obolibrary.org/obo/CHEBI_2930
http://purl.obolibrary.org/obo/DRON_00014126,http://purl.obolibrary.org/obo/CHEBI_51364
http://purl.obolibrary.org/obo/DRON_00014129,http://purl.obolibrary.org/obo/CHEBI_27808
http://purl.obolibrary.org/obo/DRON_00014142,http://purl.obolibrary.org/obo/CHEBI_17141
http://purl.obolibrary.org/obo/DRON_00014144,http://purl.obolibrary.org/obo/CHEBI_64022
http://purl.obolibrary.org/obo/DRON_00014146,http://purl.obolibrary.org/obo/CHEBI_31783
http://purl.obolibrary.org/obo/DRON_00014154,http://purl.obolibrary.org/obo/CHEBI_135899
http://purl.obolibrary.org/obo/DRON_00014158,http://purl.obolibrary.org/obo/CHEBI_31654
http://purl.obolibrary.org/obo/DRON_00014164,http://purl.obolibrary.org/obo/CHEBI_76128
http://purl.obolibrary.org/obo/DRON_00014166,http://purl.obolibrary.org/obo/CHEBI_135654
http://purl.obolibrary.org/obo/DRON_00014170,http://purl.obolibrary.org/obo/CHEBI_4453
http://purl.obolibrary.org/obo/DRON_00014174,http://purl.obolibrary.org/obo/CHEBI_134893
http://purl.obolibrary.org/obo/DRON_00014175,http://purl.obolibrary.org/obo/CHEBI_90960
http://purl.obolibrary.org/obo/DRON_00014187,http://purl.obolibrary.org/obo/CHEBI_9437
http://purl.obolibrary.org/obo/DRON_00014188,http://purl.obolibrary.org/obo/CHEBI_59173
http://purl.obolibrary.org/obo/DRON_00014189,http://purl.obolibrary.org/obo/CHEBI_140427
http://purl.obolibrary.org/obo/DRON_00014191,http://purl.obolibrary.org/obo/CHEBI_59662
http://purl.obolibrary.org/obo/DRON_00014193,http://purl.obolibrary.org/obo/CHEBI_608828
http://purl.obolibrary.org/obo/DRON_00014194,http://purl.obolibrary.org/obo/CHEBI_10124
http://purl.obolibrary.org/obo/DRON_00014197,http://purl.obolibrary.org/obo/CHEBI_101853
http://purl.obolibrary.org/obo/DRON_00014200,http://purl.obolibrary.org/obo/CHEBI_134813
http://purl.obolibrary.org/obo/DRON_00014242,http://purl.obolibrary.org/obo/CHEBI_30178
http://purl.obolibrary.org/obo/DRON_00014250,http://purl.obolibrary.org/obo/CHEBI_600103
http://purl.obolibrary.org/obo/DRON_00014252,http://purl.obolibrary.org/obo/CHEBI_4798
http://purl.obolibrary.org/obo/DRON_00014262,http://purl.obolibrary.org/obo/CHEBI_63616
http://purl.obolibrary.org/obo/DRON_00014263,http://purl.obolibrary.org/obo/CHEBI_63005
http://purl.obolibrary.org/obo/DRON_00014267,http://purl.obolibrary.org/obo/CHEBI_135078
http://purl.obolibrary.org/obo/DRON_00014270,http://purl.obolibrary.org/obo/CHEBI_51758
http://purl.obolibrary.org/obo/DRON_00014279,http://purl.obolibrary.org/obo/CHEBI_135317
http://purl.obolibrary.org/obo/DRON_00014289,http://purl.obolibrary.org/obo/CHEBI_59223
http://purl.obolibrary.org/obo/DRON_00014292,http://purl.obolibrary.org/obo/CHEBI_34925
http://purl.obolibrary.org/obo/DRON_00014294,http://purl.obolibrary.org/obo/CHEBI_116225
http://purl.obolibrary.org/obo/DRON_00014295,http://purl.obolibrary.org/obo/CHEBI_6821
http://purl.obolibrary.org/obo/DRON_00014296,http://purl.obolibrary.org/obo/CHEBI_135074
http://purl.obolibrary.org/obo/DRON_00014297,http://purl.obolibrary.org/obo/CHEBI_134961
http://purl.obolibrary.org/obo/DRON_00014298,http://purl.obolibrary.org/obo/CHEBI_135133
http://purl.obolibrary.org/obo/DRON_00014299,http://purl.obolibrary.org/obo/CHEBI_35859
http://purl.obolibrary.org/obo/DRON_00014302,http://purl.obolibrary.org/obo/CHEBI_6431
http://purl.obolibrary.org/obo/DRON_00014305,http://purl.obolibrary.org/obo/CHEBI_59692
http://purl.obolibrary.org/obo/DRON_00014306,http://purl.obolibrary.org/obo/CHEBI_18293
http://purl.obolibrary.org/obo/DRON_00014307,http://purl.obolibrary.org/obo/CHEBI_27777
http://purl.obolibrary.org/obo/DRON_00014309,http://purl.obolibrary.org/obo/CHEBI_7868
http://purl.obolibrary.org/obo/DRON_00014310,http://purl.obolibrary.org/obo/CHEBI_135399
http://purl.obolibrary.org/obo/DRON_00014312,http://purl.obolibrary.org/obo/CHEBI_134821
http://purl.obolibrary.org/obo/DRON_00014313,http://purl.obolibrary.org/obo/CHEBI_135023
http://purl.obolibrary.org/obo/DRON_00014315,http://purl.obolibrary.org/obo/CHEBI_31190
http://purl.obolibrary.org/obo/DRON_00014318,http://purl.obolibrary.org/obo/CHEBI_18358
http://purl.obolibrary.org/obo/DRON_00014319,http://purl.obolibrary.org/obo/CHEBI_64045
http://purl.obolibrary.org/obo/DRON_00014321,http://purl.obolibrary.org/obo/CHEBI_34543
http://purl.obolibrary.org/obo/DRON_00014327,http://purl.obolibrary.org/obo/CHEBI_135605
http://purl.obolibrary.org/obo/DRON_00014330,http://purl.obolibrary.org/obo/CHEBI_135205
http://purl.obolibrary.org/obo/DRON_00014333,http://purl.obolibrary.org/obo/CHEBI_135576
http://purl.obolibrary.org/obo/DRON_00014334,http://purl.obolibrary.org/obo/CHEBI_135941
http://purl.obolibrary.org/obo/DRON_00014341,http://purl.obolibrary.org/obo/CHEBI_31162
http://purl.obolibrary.org/obo/DRON_00014345,http://purl.obolibrary.org/obo/CHEBI_53770
http://purl.obolibrary.org/obo/DRON_00014348,http://purl.obolibrary.org/obo/CHEBI_135445
http://purl.obolibrary.org/obo/DRON_00014349,http://purl.obolibrary.org/obo/CHEBI_135521
http://purl.obolibrary.org/obo/DRON_00014357,http://purl.obolibrary.org/obo/CHEBI_81306
http://purl.obolibrary.org/obo/DRON_00014359,http://purl.obolibrary.org/obo/CHEBI_53773
http://purl.obolibrary.org/obo/DRON_00014388,http://purl.obolibrary.org/obo/CHEBI_34572
http://purl.obolibrary.org/obo/DRON_00014396,http://purl.obolibrary.org/obo/CHEBI_51211
http://purl.obolibrary.org/obo/DRON_00014400,http://purl.obolibrary.org/obo/CHEBI_135200
http://purl.obolibrary.org/obo/DRON_00014404,http://purl.obolibrary.org/obo/CHEBI_28462
http://purl.obolibrary.org/obo/DRON_00014405,http://purl.obolibrary.org/obo/CHEBI_53778
http://purl.obolibrary.org/obo/DRON_00014407,http://purl.obolibrary.org/obo/CHEBI_134875
http://purl.obolibrary.org/obo/DRON_00014408,http://purl.obolibrary.org/obo/CHEBI_160246
http://purl.obolibrary.org/obo/DRON_00014428,http://purl.obolibrary.org/obo/CHEBI_8426
http://purl.obolibrary.org/obo/DRON_00014436,http://purl.obolibrary.org/obo/CHEBI_135022
http://purl.obolibrary.org/obo/DRON_00014438,http://purl.obolibrary.org/obo/CHEBI_30832
http://purl.obolibrary.org/obo/DRON_00014441,http://purl.obolibrary.org/obo/CHEBI_9683
http://purl.obolibrary.org/obo/DRON_00014445,http://purl.obolibrary.org/obo/CHEBI_134774
http://purl.obolibrary.org/obo/DRON_00014446,http://purl.obolibrary.org/obo/CHEBI_135370
http://purl.obolibrary.org/obo/DRON_00014453,http://purl.obolibrary.org/obo/CHEBI_63918
http://purl.obolibrary.org/obo/DRON_00014460,http://purl.obolibrary.org/obo/CHEBI_135832
http://purl.obolibrary.org/obo/DRON_00014464,http://purl.obolibrary.org/obo/CHEBI_47943
http://purl.obolibrary.org/obo/DRON_00014465,http://purl.obolibrary.org/obo/CHEBI_84115
http://purl.obolibrary.org/obo/DRON_00014473,http://purl.obolibrary.org/obo/CHEBI_37936
http://purl.obolibrary.org/obo/DRON_00014476,http://purl.obolibrary.org/obo/CHEBI_135793
http://purl.obolibrary.org/obo/DRON_00014484,http://purl.obolibrary.org/obo/CHEBI_37560
http://purl.obolibrary.org/obo/DRON_00014488,http://purl.obolibrary.org/obo/CHEBI_135340
http://purl.obolibrary.org/obo/DRON_00014496,http://purl.obolibrary.org/obo/CHEBI_383703
http://purl.obolibrary.org/obo/DRON_00014498,http://purl.obolibrary.org/obo/CHEBI_135880
http://purl.obolibrary.org/obo/DRON_00014510,http://purl.obolibrary.org/obo/CHEBI_134902
http://purl.obolibrary.org/obo/DRON_00014512,http://purl.obolibrary.org/obo/CHEBI_16958
http://purl.obolibrary.org/obo/DRON_00014515,http://purl.obolibrary.org/obo/CHEBI_35677
http://purl.obolibrary.org/obo/DRON_00014517,http://purl.obolibrary.org/obo/CHEBI_31286
http://purl.obolibrary.org/obo/DRON_00014525,http://purl.obolibrary.org/obo/CHEBI_31291
http://purl.obolibrary.org/obo/DRON_00014526,http://purl.obolibrary.org/obo/CHEBI_135406
http://purl.obolibrary.org/obo/DRON_00014529,http://purl.obolibrary.org/obo/CHEBI_131726
http://purl.obolibrary.org/obo/DRON_00014531,http://purl.obolibrary.org/obo/CHEBI_76749
http://purl.obolibrary.org/obo/DRON_00014544,http://purl.obolibrary.org/obo/CHEBI_135310
http://purl.obolibrary.org/obo/DRON_00014551,http://purl.obolibrary.org/obo/CHEBI_134884
http://purl.obolibrary.org/obo/DRON_00014554,http://purl.obolibrary.org/obo/CHEBI_134908
http://purl.obolibrary.org/obo/DRON_00014556,http://purl.obolibrary.org/obo/CHEBI_30269
http://purl.obolibrary.org/obo/DRON_00014563,http://purl.obolibrary.org/obo/CHEBI_135228
http://purl.obolibrary.org/obo/DRON_00014564,http://purl.obolibrary.org/obo/CHEBI_31317
http://purl.obolibrary.org/obo/DRON_00014566,http://purl.obolibrary.org/obo/CHEBI_135123
http://purl.obolibrary.org/obo/DRON_00014577,http://purl.obolibrary.org/obo/CHEBI_31338
http://purl.obolibrary.org/obo/DRON_00014595,http://purl.obolibrary.org/obo/CHEBI_30207
http://purl.obolibrary.org/obo/DRON_00014601,http://purl.obolibrary.org/obo/CHEBI_50156
http://purl.obolibrary.org/obo/DRON_00014602,http://purl.obolibrary.org/obo/CHEBI_135261
http://purl.obolibrary.org/obo/DRON_00014609,http://purl.obolibrary.org/obo/CHEBI_31349
http://purl.obolibrary.org/obo/DRON_00014611,http://purl.obolibrary.org/obo/CHEBI_4109
http://purl.obolibrary.org/obo/DRON_00014612,http://purl.obolibrary.org/obo/CHEBI_41462
http://purl.obolibrary.org/obo/DRON_00014621,http://purl.obolibrary.org/obo/CHEBI_131730
http://purl.obolibrary.org/obo/DRON_00014622,http://purl.obolibrary.org/obo/CHEBI_135118
http://purl.obolibrary.org/obo/DRON_00014623,http://purl.obolibrary.org/obo/CHEBI_135729
http://purl.obolibrary.org/obo/DRON_00014625,http://purl.obolibrary.org/obo/CHEBI_135629
http://purl.obolibrary.org/obo/DRON_00014627,http://purl.obolibrary.org/obo/CHEBI_41423
http://purl.obolibrary.org/obo/DRON_00014628,http://purl.obolibrary.org/obo/CHEBI_355510
http://purl.obolibrary.org/obo/DRON_00014630,http://purl.obolibrary.org/obo/CHEBI_28830
http://purl.obolibrary.org/obo/DRON_00014631,http://purl.obolibrary.org/obo/CHEBI_53767
http://purl.obolibrary.org/obo/DRON_00014634,http://purl.obolibrary.org/obo/CHEBI_76258
http://purl.obolibrary.org/obo/DRON_00014637,http://purl.obolibrary.org/obo/CHEBI_3619
http://purl.obolibrary.org/obo/DRON_00014638,http://purl.obolibrary.org/obo/CHEBI_8455
http://purl.obolibrary.org/obo/DRON_00014639,http://purl.obolibrary.org/obo/CHEBI_135523
http://purl.obolibrary.org/obo/DRON_00014640,http://purl.obolibrary.org/obo/CHEBI_34619
http://purl.obolibrary.org/obo/DRON_00014642,http://purl.obolibrary.org/obo/CHEBI_3641
http://purl.obolibrary.org/obo/DRON_00014645,http://purl.obolibrary.org/obo/CHEBI_3642
http://purl.obolibrary.org/obo/DRON_00014650,http://purl.obolibrary.org/obo/CHEBI_3651
http://purl.obolibrary.org/obo/DRON_00014651,http://purl.obolibrary.org/obo/CHEBI_74500
http://purl.obolibrary.org/obo/DRON_00014656,http://purl.obolibrary.org/obo/CHEBI_2716
http://purl.obolibrary.org/obo/DRON_00014673,http://purl.obolibrary.org/obo/CHEBI_135525
http://purl.obolibrary.org/obo/DRON_00014674,http://purl.obolibrary.org/obo/CHEBI_135083
http://purl.obolibrary.org/obo/DRON_00014676,http://purl.obolibrary.org/obo/CHEBI_135642
http://purl.obolibrary.org/obo/DRON_00014685,http://purl.obolibrary.org/obo/CHEBI_177795
http://purl.obolibrary.org/obo/DRON_00014690,http://purl.obolibrary.org/obo/CHEBI_3920
http://purl.obolibrary.org/obo/DRON_00014691,http://purl.obolibrary.org/obo/CHEBI_59582
http://purl.obolibrary.org/obo/DRON_00014693,http://purl.obolibrary.org/obo/CHEBI_8768
http://purl.obolibrary.org/obo/DRON_00014709,http://purl.obolibrary.org/obo/CHEBI_76200
http://purl.obolibrary.org/obo/DRON_00014712,http://purl.obolibrary.org/obo/CHEBI_135379
http://purl.obolibrary.org/obo/DRON_00014719,http://purl.obolibrary.org/obo/CHEBI_17043
http://purl.obolibrary.org/obo/DRON_00014720,http://purl.obolibrary.org/obo/CHEBI_135372
http://purl.obolibrary.org/obo/DRON_00014721,http://purl.obolibrary.org/obo/CHEBI_31425
http://purl.obolibrary.org/obo/DRON_00014724,http://purl.obolibrary.org/obo/CHEBI_49000
http://purl.obolibrary.org/obo/DRON_00014726,http://purl.obolibrary.org/obo/CHEBI_61024
http://purl.obolibrary.org/obo/DRON_00014729,http://purl.obolibrary.org/obo/CHEBI_135520
http://purl.obolibrary.org/obo/DRON_00014731,http://purl.obolibrary.org/obo/CHEBI_134934
http://purl.obolibrary.org/obo/DRON_00014732,http://purl.obolibrary.org/obo/CHEBI_68554
http://purl.obolibrary.org/obo/DRON_00014735,http://purl.obolibrary.org/obo/CHEBI_4388
http://purl.obolibrary.org/obo/DRON_00014736,http://purl.obolibrary.org/obo/CHEBI_135339
http://purl.obolibrary.org/obo/DRON_00014737,http://purl.obolibrary.org/obo/CHEBI_135601
http://purl.obolibrary.org/obo/DRON_00014745,http://purl.obolibrary.org/obo/CHEBI_17376
http://purl.obolibrary.org/obo/DRON_00014746,http://purl.obolibrary.org/obo/CHEBI_135740
http://purl.obolibrary.org/obo/DRON_00014751,http://purl.obolibrary.org/obo/CHEBI_135531
http://purl.obolibrary.org/obo/DRON_00014754,http://purl.obolibrary.org/obo/CHEBI_34689
http://purl.obolibrary.org/obo/DRON_00014759,http://purl.obolibrary.org/obo/CHEBI_135397
http://purl.obolibrary.org/obo/DRON_00014764,http://purl.obolibrary.org/obo/CHEBI_135367
http://purl.obolibrary.org/obo/DRON_00014774,http://purl.obolibrary.org/obo/CHEBI_134841
http://purl.obolibrary.org/obo/DRON_00014801,http://purl.obolibrary.org/obo/CHEBI_95216
http://purl.obolibrary.org/obo/DRON_00014803,http://purl.obolibrary.org/obo/CHEBI_134913
http://purl.obolibrary.org/obo/DRON_00014832,http://purl.obolibrary.org/obo/CHEBI_3761
http://purl.obolibrary.org/obo/DRON_00014838,http://purl.obolibrary.org/obo/CHEBI_135630
http://purl.obolibrary.org/obo/DRON_00014839,http://purl.obolibrary.org/obo/CHEBI_76133
http://purl.obolibrary.org/obo/DRON_00014842,http://purl.obolibrary.org/obo/CHEBI_31531
http://purl.obolibrary.org/obo/DRON_00014844,http://purl.obolibrary.org/obo/CHEBI_135639
http://purl.obolibrary.org/obo/DRON_00014850,http://purl.obolibrary.org/obo/CHEBI_23943
http://purl.obolibrary.org/obo/DRON_00014853,http://purl.obolibrary.org/obo/CHEBI_60072
http://purl.obolibrary.org/obo/DRON_00014855,http://purl.obolibrary.org/obo/CHEBI_61000
http://purl.obolibrary.org/obo/DRON_00014856,http://purl.obolibrary.org/obo/CHEBI_81225
http://purl.obolibrary.org/obo/DRON_00014857,http://purl.obolibrary.org/obo/CHEBI_82716
http://purl.obolibrary.org/obo/DRON_00014861,http://purl.obolibrary.org/obo/CHEBI_135014
http://purl.obolibrary.org/obo/DRON_00014863,http://purl.obolibrary.org/obo/CHEBI_5693
http://purl.obolibrary.org/obo/DRON_00014865,http://purl.obolibrary.org/obo/CHEBI_31527
http://purl.obolibrary.org/obo/DRON_00014871,http://purl.obolibrary.org/obo/CHEBI_135446
http://purl.obolibrary.org/obo/DRON_00014874,http://purl.obolibrary.org/obo/CHEBI_31564
http://purl.obolibrary.org/obo/DRON_00014878,http://purl.obolibrary.org/obo/CHEBI_135535
http://purl.obolibrary.org/obo/DRON_00014879,http://purl.obolibrary.org/obo/CHEBI_3988
http://purl.obolibrary.org/obo/DRON_00014883,http://purl.obolibrary.org/obo/CHEBI_135843
http://purl.obolibrary.org/obo/DRON_00014890,http://purl.obolibrary.org/obo/CHEBI_31790
http://purl.obolibrary.org/obo/DRON_00014899,http://purl.obolibrary.org/obo/CHEBI_17761
http://purl.obolibrary.org/obo/DRON_00014903,http://purl.obolibrary.org/obo/CHEBI_8711
http://purl.obolibrary.org/obo/DRON_00014904,http://purl.obolibrary.org/obo/CHEBI_135053
http://purl.obolibrary.org/obo/DRON_00014906,http://purl.obolibrary.org/obo/CHEBI_88639
http://purl.obolibrary.org/obo/DRON_00014908,http://purl.obolibrary.org/obo/CHEBI_31572
http://purl.obolibrary.org/obo/DRON_00014909,http://purl.obolibrary.org/obo/CHEBI_50785
http://purl.obolibrary.org/obo/DRON_00014910,http://purl.obolibrary.org/obo/CHEBI_135272
http://purl.obolibrary.org/obo/DRON_00014917,http://purl.obolibrary.org/obo/CHEBI_60564
http://purl.obolibrary.org/obo/DRON_00014918,http://purl.obolibrary.org/obo/CHEBI_135451
http://purl.obolibrary.org/obo/DRON_00014920,http://purl.obolibrary.org/obo/CHEBI_30812
http://purl.obolibrary.org/obo/DRON_00014930,http://purl.obolibrary.org/obo/CHEBI_135561
http://purl.obolibrary.org/obo/DRON_00014931,http://purl.obolibrary.org/obo/CHEBI_31614
http://purl.obolibrary.org/obo/DRON_00014932,http://purl.obolibrary.org/obo/CHEBI_77095
http://purl.obolibrary.org/obo/DRON_00014934,http://purl.obolibrary.org/obo/CHEBI_135787
http://purl.obolibrary.org/obo/DRON_00014936,http://purl.obolibrary.org/obo/CHEBI_149226
http://purl.obolibrary.org/obo/DRON_00014937,http://purl.obolibrary.org/obo/CHEBI_135744
http://purl.obolibrary.org/obo/DRON_00014938,http://purl.obolibrary.org/obo/CHEBI_134865
http://purl.obolibrary.org/obo/DRON_00014939,http://purl.obolibrary.org/obo/CHEBI_134837
http://purl.obolibrary.org/obo/DRON_00014947,http://purl.obolibrary.org/obo/CHEBI_135096
http://purl.obolibrary.org/obo/DRON_00014953,http://purl.obolibrary.org/obo/CHEBI_134975
http://purl.obolibrary.org/obo/DRON_00014954,http://purl.obolibrary.org/obo/CHEBI_85267
http://purl.obolibrary.org/obo/DRON_00014955,http://purl.obolibrary.org/obo/CHEBI_31603
http://purl.obolibrary.org/obo/DRON_00014961,http://purl.obolibrary.org/obo/CHEBI_31439
http://purl.obolibrary.org/obo/DRON_00014963,http://purl.obolibrary.org/obo/CHEBI_135616
http://purl.obolibrary.org/obo/DRON_00014970,http://purl.obolibrary.org/obo/CHEBI_16000
http://purl.obolibrary.org/obo/DRON_00014985,http://purl.obolibrary.org/obo/CHEBI_5195
http://purl.obolibrary.org/obo/DRON_00014986,http://purl.obolibrary.org/obo/CHEBI_135636
http://purl.obolibrary.org/obo/DRON_00014987,http://purl.obolibrary.org/obo/CHEBI_34772
http://purl.obolibrary.org/obo/DRON_00014990,http://purl.obolibrary.org/obo/CHEBI_82864
http://purl.obolibrary.org/obo/DRON_00014991,http://purl.obolibrary.org/obo/CHEBI_135626
http://purl.obolibrary.org/obo/DRON_00014997,http://purl.obolibrary.org/obo/CHEBI_15939
http://purl.obolibrary.org/obo/DRON_00014998,http://purl.obolibrary.org/obo/CHEBI_5520
http://purl.obolibrary.org/obo/DRON_00015012,http://purl.obolibrary.org/obo/CHEBI_36798
http://purl.obolibrary.org/obo/DRON_00015013,http://purl.obolibrary.org/obo/CHEBI_7508
http://purl.obolibrary.org/obo/DRON_00015027,http://purl.obolibrary.org/obo/CHEBI_10302
http://purl.obolibrary.org/obo/DRON_00015033,http://purl.obolibrary.org/obo/CHEBI_64276
http://purl.obolibrary.org/obo/DRON_00015034,http://purl.obolibrary.org/obo/CHEBI_34779
http://purl.obolibrary.org/obo/DRON_00015048,http://purl.obolibrary.org/obo/CHEBI_271436
http://purl.obolibrary.org/obo/DRON_00015053,http://purl.obolibrary.org/obo/CHEBI_87184
http://purl.obolibrary.org/obo/DRON_00015061,http://purl.obolibrary.org/obo/CHEBI_88386
http://purl.obolibrary.org/obo/DRON_00015068,http://purl.obolibrary.org/obo/CHEBI_135724
http://purl.obolibrary.org/obo/DRON_00015069,http://purl.obolibrary.org/obo/CHEBI_5764
http://purl.obolibrary.org/obo/DRON_00015073,http://purl.obolibrary.org/obo/CHEBI_135306
http://purl.obolibrary.org/obo/DRON_00015076,http://purl.obolibrary.org/obo/CHEBI_5792
http://purl.obolibrary.org/obo/DRON_00015079,http://purl.obolibrary.org/obo/CHEBI_6133
http://purl.obolibrary.org/obo/DRON_00015083,http://purl.obolibrary.org/obo/CHEBI_139123
http://purl.obolibrary.org/obo/DRON_00015084,http://purl.obolibrary.org/obo/CHEBI_75323
http://purl.obolibrary.org/obo/DRON_00015095,http://purl.obolibrary.org/obo/CHEBI_134842
http://purl.obolibrary.org/obo/DRON_00015110,http://purl.obolibrary.org/obo/CHEBI_134863
http://purl.obolibrary.org/obo/DRON_00015111,http://purl.obolibrary.org/obo/CHEBI_5893
http://purl.obolibrary.org/obo/DRON_00015113,http://purl.obolibrary.org/obo/CHEBI_6838
http://purl.obolibrary.org/obo/DRON_00015118,http://purl.obolibrary.org/obo/CHEBI_73235
http://purl.obolibrary.org/obo/DRON_00015119,http://purl.obolibrary.org/obo/CHEBI_135239
http://purl.obolibrary.org/obo/DRON_00015127,http://purl.obolibrary.org/obo/CHEBI_31293
http://purl.obolibrary.org/obo/DRON_00015145,http://purl.obolibrary.org/obo/CHEBI_88271
http://purl.obolibrary.org/obo/DRON_00015147,http://purl.obolibrary.org/obo/CHEBI_15758
http://purl.obolibrary.org/obo/DRON_00015148,http://purl.obolibrary.org/obo/CHEBI_28747
http://purl.obolibrary.org/obo/DRON_00015149,http://purl.obolibrary.org/obo/CHEBI_125
http://purl.obolibrary.org/obo/DRON_00015150,http://purl.obolibrary.org/obo/CHEBI_136003
http://purl.obolibrary.org/obo/DRON_00015152,http://purl.obolibrary.org/obo/CHEBI_135893
http://purl.obolibrary.org/obo/DRON_00015153,http://purl.obolibrary.org/obo/CHEBI_134907
http://purl.obolibrary.org/obo/DRON_00015156,http://purl.obolibrary.org/obo/CHEBI_135088
http://purl.obolibrary.org/obo/DRON_00015157,http://purl.obolibrary.org/obo/CHEBI_31719
